Tarih,TP_KB_GEL039
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,61066.0
2006-02-01,56102.0
2006-03-01,110369.0
2006-04-01,91079.0
2006-05-01,99512.0
2006-06-01,97313.0
2006-07-01,96997.0
2006-08-01,96912.0
2006-09-01,100712.0
2006-10-01,90186.0
2006-11-01,96414.0
2006-12-01,119410.0
2007-01-01,98653.0
2007-02-01,112479.0
2007-03-01,121960.0
2007-04-01,121402.0
2007-05-01,131507.0
2007-06-01,122859.0
2007-07-01,136176.0
2007-08-01,138418.0
2007-09-01,118810.0
2007-10-01,114097.0
2007-11-01,124329.0
2007-12-01,127308.0
2008-01-01,110790.0
2008-02-01,123845.0
2008-03-01,121956.0
2008-04-01,134169.0
2008-05-01,132538.0
2008-06-01,132889.0
2008-07-01,138607.0
2008-08-01,133084.0
2008-09-01,122157.0
2008-10-01,122147.0
2008-11-01,113480.0
2008-12-01,118658.0
2009-01-01,113020.0
2009-02-01,109593.0
2009-03-01,126546.0
2009-04-01,132452.0
2009-05-01,133470.0
2009-06-01,146880.0
2009-07-01,151800.0
2009-08-01,172430.0
2009-09-01,157258.0
2009-10-01,175407.0
2009-11-01,157485.0
2009-12-01,196118.0
2010-01-01,167803.0
2010-02-01,163105.0
2010-03-01,192882.0
2010-04-01,251578.0
2010-05-01,211108.0
2010-06-01,223001.0
2010-07-01,232995.0
2010-08-01,210900.0
2010-09-01,202073.0
2010-10-01,214650.0
2010-11-01,174669.0
2010-12-01,349766.0
2011-01-01,169517.0
2011-02-01,154590.0
2011-03-01,152137.0
2011-04-01,177936.0
2011-05-01,196505.0
2011-06-01,172417.0
2011-07-01,172989.0
2011-08-01,145824.0
2011-09-01,156362.0
2011-10-01,163853.0
2011-11-01,181525.0
2011-12-01,190380.0
2012-01-01,182108.0
2012-02-01,158520.0
2012-03-01,166958.0
2012-04-01,184869.0
2012-05-01,175819.0
2012-06-01,219892.0
2012-07-01,183287.0
2012-08-01,166643.0
2012-09-01,169222.0
2012-10-01,181105.0
2012-11-01,214085.0
2012-12-01,205329.0
2013-01-01,201846.0
2013-02-01,194135.0
2013-03-01,189541.0
2013-04-01,219259.0
2013-05-01,246121.0
2013-06-01,211309.0
2013-07-01,220551.0
2013-08-01,193501.0
2013-09-01,209617.0
2013-10-01,209350.0
2013-11-01,243209.0
2013-12-01,233639.0
2014-01-01,217848.0
2014-02-01,202781.0
2014-03-01,191799.0
2014-04-01,213790.0
2014-05-01,209093.0
