Tarih,TP_KB_GEL049
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,139844.0
2006-02-01,193149.0
2006-03-01,215199.0
2006-04-01,209128.0
2006-05-01,190806.0
2006-06-01,148211.0
2006-07-01,158375.0
2006-08-01,166796.0
2006-09-01,131497.0
2006-10-01,55138.0
2006-11-01,47377.0
2006-12-01,73284.0
2007-01-01,157343.0
2007-02-01,84751.0
2007-03-01,92788.0
2007-04-01,63131.0
2007-05-01,76827.0
2007-06-01,63427.0
2007-07-01,66733.0
2007-08-01,59075.0
2007-09-01,59098.0
2007-10-01,54180.0
2007-11-01,73711.0
2007-12-01,68069.0
2008-01-01,171060.0
2008-02-01,86286.0
2008-03-01,77900.0
2008-04-01,54506.0
2008-05-01,64982.0
2008-06-01,40809.0
2008-07-01,43670.0
2008-08-01,43708.0
2008-09-01,47699.0
2008-10-01,61763.0
2008-11-01,54264.0
2008-12-01,45207.0
2009-01-01,165558.0
2009-02-01,84933.0
2009-03-01,80750.0
2009-04-01,58577.0
2009-05-01,49481.0
2009-06-01,36910.0
2009-07-01,40920.0
2009-08-01,44047.0
2009-09-01,40538.0
2009-10-01,51819.0
2009-11-01,61348.0
2009-12-01,45927.0
2010-01-01,225697.0
2010-02-01,94834.0
2010-03-01,57402.0
2010-04-01,77061.0
2010-05-01,69270.0
2010-06-01,121325.0
2010-07-01,70428.0
2010-08-01,64593.0
2010-09-01,65534.0
2010-10-01,66730.0
2010-11-01,76134.0
2010-12-01,65062.0
2011-01-01,229819.0
2011-02-01,64307.0
2011-03-01,49920.0
2011-04-01,78180.0
2011-05-01,63915.0
2011-06-01,97446.0
2011-07-01,45345.0
2011-08-01,43203.0
2011-09-01,41579.0
2011-10-01,60902.0
2011-11-01,48432.0
2011-12-01,57713.0
2012-01-01,227248.0
2012-02-01,66125.0
2012-03-01,98606.0
2012-04-01,25576.0
2012-05-01,58432.0
2012-06-01,100798.0
2012-07-01,53972.0
2012-08-01,46352.0
2012-09-01,74582.0
2012-10-01,59523.0
2012-11-01,54281.0
2012-12-01,60112.0
2013-01-01,258916.0
2013-02-01,84654.0
2013-03-01,138521.0
2013-04-01,94368.0
2013-05-01,64436.0
2013-06-01,81447.0
2013-07-01,59718.0
2013-08-01,60917.0
2013-09-01,60056.0
2013-10-01,63469.0
2013-11-01,61250.0
2013-12-01,48976.0
2014-01-01,246226.0
2014-02-01,118445.0
2014-03-01,125864.0
2014-04-01,125084.0
2014-05-01,83024.0
