Tarih,TP_KB_O01_USD
2000-01-01,1489672112.0
2001-01-01,500000.0
2002-01-01,
2003-01-01,16770000.0
2004-01-01,878294759.84
2005-01-01,7103944301.0
2006-01-01,7178000000.0
2007-01-01,812000.0
2008-01-01,2059550000.0
2009-01-01,2265000000.0
2010-01-01,2582316109.61
2011-01-01,575000000.0
2012-01-01,186520000.0
2013-01-01,8631493523.22
2014-01-01,
2015-01-01,4216827.84
2016-01-01,
2017-01-01,141486375.49
2018-01-01,4533747.87
2019-01-01,
2020-01-01,
2021-01-01,
2022-01-01,9875.42
