Tarih,TP_GSYIH23_HY_CF
2000-01-01,1891702.43397196
2000-04-01,413341.2893568
2000-07-01,2298314.02785104
2000-10-01,-1682628.35521179
2001-01-01,3871689.278394199
2001-04-01,366433.799603996
2001-07-01,3510675.877404539
2001-10-01,-3937963.38759357
2002-01-01,4376361.593542659
2002-04-01,2441269.914566449
2002-07-01,4351667.723732319
2002-10-01,-4439741.00534447
2003-01-01,7098011.183713849
2003-04-01,3256834.551320219
2003-07-01,4741302.059814509
2003-10-01,-6043652.27543604
2004-01-01,2193687.07537599
2004-04-01,-4026534.42940721
2004-07-01,3207888.52466156
2004-10-01,-4146181.29759796
2005-01-01,2427889.17509621
2005-04-01,-898885.931731323
2005-07-01,6278105.87713998
2005-10-01,-3091686.94444571
2006-01-01,1714380.501854199
2006-04-01,2846676.53827663
2006-07-01,6640187.517782529
2006-10-01,-2285830.26674307
2007-01-01,4770990.71328105
2007-04-01,-3093840.51894603
2007-07-01,6047543.277174069
2007-10-01,1605987.94375217
2008-01-01,5466177.682929149
2008-04-01,8008162.70788028
2008-07-01,15649397.9709418
2008-10-01,-4689539.790069149
2009-01-01,-4979711.2479458
2009-04-01,-2436829.41679144
2009-07-01,13259636.74567919
2009-10-01,1581110.731658869
2010-01-01,8667941.7731597
2010-04-01,7788687.713409969
2010-07-01,16217538.3367298
2010-10-01,9355375.00160892
2011-01-01,14799956.01517499
2011-04-01,9602040.35949393
2011-07-01,25643610.69108869
2011-10-01,6083034.84971387
2012-01-01,11681349.4984533
2012-04-01,4734299.52759171
2012-07-01,13609352.5476101
2012-10-01,2126035.325485019
2013-01-01,9465439.02259271
2013-04-01,13545924.0632964
2013-07-01,15846064.1614679
2013-10-01,8211327.94014771
2014-01-01,5902119.843027249
2014-04-01,4047539.94234436
2014-07-01,8216144.767370239
2014-10-01,5081215.46878595
2015-01-01,1262138.59117627
2015-04-01,-3376699.098172519
2015-07-01,13235684.75936329
2015-10-01,-9920880.93135679
2016-01-01,-2814283.900978359
2016-04-01,-2494576.71085058
2016-07-01,8447800.44745218
2016-10-01,-8779697.06587745
2017-01-01,6797044.317306949
2017-04-01,4459805.97605726
2017-07-01,39663292.57535909
2017-10-01,28965133.16544229
2018-01-01,41706889.89850649
2018-04-01,17291292.9638754
2018-07-01,19544806.92348879
2018-10-01,-38750145.6980962
2019-01-01,10152122.5643952
2019-04-01,3605808.12928796
2019-07-01,22796735.9958845
2019-10-01,9354360.16970707
2020-01-01,72430479.6711713
2020-04-01,51068961.85031349
2020-07-01,114865445.2461989
2020-10-01,80598538.34546869
2021-01-01,107093908.4360859
2021-04-01,89164650.7850413
2021-07-01,111755521.253285
2021-10-01,136828084.779435
2022-01-01,225331557.7765859
2022-04-01,278989332.8014159
2022-07-01,404831810.2887459
2022-10-01,325674781.304511
2023-01-01,275555465.0304179
2023-04-01,37477206.37568859
2023-07-01,120945625.291241
2023-10-01,30435655.7245315
2024-01-01,8408749.53545224
2024-04-01,-41589017.45313929
2024-07-01,-83642259.45246848
2024-10-01,-143821599.5428259
2025-01-01,-128881619.3102679
2025-04-01,407128943.4681529
