Tarih,TP_TG2_Y04
2016-01-01,89.6305906138
2016-02-01,87.4407596546
2016-03-01,86.461526771
2016-04-01,88.2364789017
2016-05-01,90.5013061254
2016-06-01,88.4347159882
2016-07-01,86.2683882413
2016-08-01,97.0384492531
2016-09-01,96.0205283297
2016-10-01,96.9609848367
2016-11-01,90.5926210068
2016-12-01,82.6670540023
2017-01-01,83.3979417467
2017-02-01,80.8887770107
2017-03-01,85.9541047275
2017-04-01,89.4042764682
2017-05-01,91.6553122842
2017-06-01,90.0208655214
2017-07-01,88.8578933937
2017-08-01,91.0915164338
2017-09-01,90.6344781196
2017-10-01,86.053472245
2017-11-01,83.2257986811
2017-12-01,83.0998812625
2018-01-01,88.9517252139
2018-02-01,90.5697972955
2018-03-01,90.4941110771
2018-04-01,88.7201251081
2018-05-01,83.1434653852
2018-06-01,84.9021427657
2018-07-01,87.9017327737
2018-08-01,81.6355896964
2018-09-01,71.5561798284
2018-10-01,66.4426833807
2018-11-01,67.990300887
2018-12-01,67.3640647414
2019-01-01,65.9487370622
2019-02-01,64.4531782633
2019-03-01,66.2731817092
2019-04-01,62.7185104531
2019-05-01,59.9057140751
2019-06-01,60.2553842383
2019-07-01,59.7972970698
2019-08-01,61.6755522138
2019-09-01,60.4574580227
2019-10-01,61.3680562407
2019-11-01,64.9259158311
2019-12-01,65.7140764756
2020-01-01,64.5701336042
2020-02-01,67.6562513143
2020-03-01,68.298949391
2020-04-01,78.7746754963
2020-05-01,80.9788963389
2020-06-01,77.0952080492
2020-07-01,73.7895706031
2020-08-01,68.6165963287
2020-09-01,71.9192564194
2020-10-01,66.2566581389
2020-11-01,61.07858736
2020-12-01,60.8905108443
2021-01-01,57.3532796291
2021-02-01,59.2919813611
2021-03-01,60.1219532184
2021-04-01,57.3747547845
2021-05-01,56.0710329428
2021-06-01,55.2368480774
2021-07-01,53.6858758995
2021-08-01,52.7962732603
2021-09-01,55.3712874294
2021-10-01,49.7114504351
2021-11-01,45.3619265636
2021-12-01,43.9718585569
2022-01-01,46.1198904823
2022-02-01,45.8451473957
2022-03-01,46.3889591068
2022-04-01,39.43
2022-05-01,37.87
2022-06-01,36.93
2022-07-01,40.42
2022-08-01,45.46
2022-09-01,46.93
2022-10-01,48.77
2022-11-01,50.66
2022-12-01,47.99
2023-01-01,53.91
2023-02-01,54.85
2023-03-01,54.55
2023-04-01,58.61
2023-05-01,61.29
2023-06-01,61.15
2023-07-01,55.12
2023-08-01,43.82
2023-09-01,43.48
2023-10-01,45.76
2023-11-01,48.47
2023-12-01,49.14
2024-01-01,51.7548752324
2024-02-01,52.1687646843
2024-03-01,49.8689060753
2024-04-01,41.6416803671
2024-05-01,45.9567922954
2024-06-01,46.882821993
2024-07-01,43.1758376743
2024-08-01,43.4838796036
2024-09-01,48.0342682436
2024-10-01,48.8424173114
2024-11-01,47.6814078326
2024-12-01,49.6229853328
2025-01-01,53.812672147
2025-02-01,52.7659773821
2025-03-01,55.8820573552
2025-04-01,55.5662782196
2025-05-01,54.5290759626
2025-06-01,56.5209513712
2025-07-01,53.2217611092
2025-08-01,53.8875104269
2025-09-01,54.1399950866
