Tarih,TP_TG2_Y02
2016-01-01,84.4153483317
2016-02-01,83.1781084143
2016-03-01,83.8462934572
2016-04-01,85.2710328638
2016-05-01,85.5586643008
2016-06-01,87.520028438
2016-07-01,83.7697146272
2016-08-01,88.0731231865
2016-09-01,86.2074677986
2016-10-01,86.6068849285
2016-11-01,84.5802918885
2016-12-01,81.7280306274
2017-01-01,81.9002038386
2017-02-01,80.2067890284
2017-03-01,81.4369439417
2017-04-01,83.6706232906
2017-05-01,85.6405664672
2017-06-01,85.2078474126
2017-07-01,86.9419538749
2017-08-01,86.2491109033
2017-09-01,85.715694081
2017-10-01,83.100009143
2017-11-01,81.0833606994
2017-12-01,81.7916211314
2018-01-01,83.2492606221
2018-02-01,83.7930571252
2018-03-01,84.5079611089
2018-04-01,82.2645582526
2018-05-01,84.6557245727
2018-06-01,84.0905827909
2018-07-01,84.756889578
2018-08-01,81.2692150058
2018-09-01,76.8819901829
2018-10-01,71.7942538251
2018-11-01,72.5643454959
2018-12-01,71.2715822377
2019-01-01,69.8041017474
2019-02-01,68.7146917049
2019-03-01,69.2729120582
2019-04-01,72.6269734037
2019-05-01,69.6279377489
2019-06-01,70.809331027
2019-07-01,68.535929912
2019-08-01,71.44581569
2019-09-01,69.9266955485
2019-10-01,68.520260275
2019-11-01,71.6090367181
2019-12-01,72.9271016065
2020-01-01,71.7832117311
2020-02-01,70.8476879141
2020-03-01,74.92864349
2020-04-01,74.2208214567
2020-05-01,77.4412882816
2020-06-01,73.3341648677
2020-07-01,74.8970321565
2020-08-01,69.2138955862
2020-09-01,71.4543186011
2020-10-01,67.8359973786
2020-11-01,65.9866334602
2020-12-01,64.903003687
2021-01-01,62.1150971018
2021-02-01,64.6931231089
2021-03-01,67.1652097721
2021-04-01,64.2931849743
2021-05-01,62.5717802974
2021-06-01,62.0078234035
2021-07-01,60.3712534239
2021-08-01,62.3554596248
2021-09-01,62.4125546308
2021-10-01,59.4263014168
2021-11-01,54.9279694655
2021-12-01,52.5156915275
2022-01-01,54.2083248852
2022-02-01,53.6467946355
2022-03-01,54.5288902802
2022-04-01,49.09
2022-05-01,49.21
2022-06-01,44.76
2022-07-01,48.31
2022-08-01,56.12
2022-09-01,55.1
2022-10-01,57.82
2022-11-01,58.08
2022-12-01,56.35
2023-01-01,61.64
2023-02-01,65.5
2023-03-01,66.02
2023-04-01,69.09
2023-05-01,70.62
2023-06-01,69.07
2023-07-01,64.53
2023-08-01,56.21
2023-09-01,56.24
2023-10-01,59.69
2023-11-01,61.3
2023-12-01,63.35
2024-01-01,67.164416894
2024-02-01,67.0650861997
2024-03-01,66.5787326289
2024-04-01,65.0174362466
2024-05-01,65.2853068568
2024-06-01,63.8203956053
2024-07-01,60.363143756
2024-08-01,63.096038334
2024-09-01,64.8459660832
2024-10-01,64.7192955834
2024-11-01,66.1016620914
2024-12-01,63.772247769
2025-01-01,64.8305748867
2025-02-01,65.5606032765
2025-03-01,70.9067075669
2025-04-01,69.123864127
2025-05-01,69.0979948316
2025-06-01,69.3415695995
2025-07-01,68.2499210077
2025-08-01,70.0307411725
2025-09-01,67.7868987701
