Tarih,TP_TG2_Y08
2016-01-01,70.2111970133
2016-02-01,67.6489245134
2016-03-01,66.9468587372
2016-04-01,68.3624959782
2016-05-01,71.1259016863
2016-06-01,71.9291449174
2016-07-01,70.5128081749
2016-08-01,72.6553633004
2016-09-01,76.6026179961
2016-10-01,79.3912828906
2016-11-01,70.9413185078
2016-12-01,61.0880366998
2017-01-01,62.1148985499
2017-02-01,69.8170421814
2017-03-01,82.0838759893
2017-04-01,88.1529753599
2017-05-01,90.2010461599
2017-06-01,76.7241085531
2017-07-01,80.5894336631
2017-08-01,74.0558142387
2017-09-01,74.9665892118
2017-10-01,65.3336288298
2017-11-01,67.8473879907
2017-12-01,63.9307363213
2018-01-01,61.3461762603
2018-02-01,67.8191773715
2018-03-01,68.0760534805
2018-04-01,63.1351808825
2018-05-01,59.676411549
2018-06-01,54.6863098332
2018-07-01,58.726257722
2018-08-01,50.2402430328
2018-09-01,35.4132568673
2018-10-01,28.036056092
2018-11-01,48.8333861175
2018-12-01,50.4754655552
2019-01-01,55.3105866699
2019-02-01,50.5651295544
2019-03-01,52.0521966693
2019-04-01,50.470190733
2019-05-01,39.7862015609
2019-06-01,40.4558345833
2019-07-01,40.2565766063
2019-08-01,38.7159268804
2019-09-01,37.1150611984
2019-10-01,42.1459136963
2019-11-01,46.53283057
2019-12-01,48.2903052434
2020-01-01,43.9611998791
2020-02-01,43.9908771605
2020-03-01,40.4709915082
2020-04-01,35.2641581533
2020-05-01,39.1098768124
2020-06-01,44.1683928231
2020-07-01,42.412135859
2020-08-01,40.3967129509
2020-09-01,39.9495534783
2020-10-01,40.3905497617
2020-11-01,37.5631293412
2020-12-01,36.0941863068
2021-01-01,39.0024740337
2021-02-01,41.011039788
2021-03-01,43.3466437092
2021-04-01,37.9999856391
2021-05-01,35.0856447937
2021-06-01,35.4129397098
2021-07-01,36.9408395696
2021-08-01,38.4989711013
2021-09-01,41.2011588221
2021-10-01,38.1401044089
2021-11-01,38.5509838481
2021-12-01,28.1734703605
2022-01-01,26.6423706642
2022-02-01,27.3231419093
2022-03-01,29.8602558167
2022-04-01,29.69
2022-05-01,28.72
2022-06-01,29.63
2022-07-01,28.29
2022-08-01,31.02
2022-09-01,36.17
2022-10-01,40.47
2022-11-01,42.65
2022-12-01,48.4
2023-01-01,38.54
2023-02-01,43.08
2023-03-01,40.78
2023-04-01,47.95
2023-05-01,48.38
2023-06-01,49.64
2023-07-01,45.5
2023-08-01,39.75
2023-09-01,40.32
2023-10-01,46.26
2023-11-01,49.2
2023-12-01,53.69
2024-01-01,48.9630451538
2024-02-01,50.4716645736
2024-03-01,55.6577527917
2024-04-01,47.1081507412
2024-05-01,48.06504963
2024-06-01,43.954370741
2024-07-01,44.8422651642
2024-08-01,46.75397778
2024-09-01,45.9707539566
2024-10-01,51.6169284569
2024-11-01,56.2076825116
2024-12-01,60.8100662978
2025-01-01,46.9767026621
2025-02-01,47.0626146029
2025-03-01,52.2626795152
2025-04-01,49.4764677627
2025-05-01,52.6427578001
2025-06-01,51.2698089397
2025-07-01,49.4261111224
2025-08-01,49.6884163251
2025-09-01,52.4633152203
