Tarih,TP_TG2_Y03
2016-01-01,92.1678013825
2016-02-01,89.3129307423
2016-03-01,89.7691293425
2016-04-01,89.9710602857
2016-05-01,89.9407597126
2016-06-01,91.2088129177
2016-07-01,88.3554516638
2016-08-01,94.1903621574
2016-09-01,92.0659209866
2016-10-01,94.094093631
2016-11-01,89.0140255413
2016-12-01,85.4022066055
2017-01-01,87.8649317756
2017-02-01,85.9481864152
2017-03-01,87.7659469721
2017-04-01,90.7398792873
2017-05-01,91.9847148131
2017-06-01,89.9629870916
2017-07-01,91.8581950738
2017-08-01,91.8626702759
2017-09-01,89.5579544776
2017-10-01,86.9995830038
2017-11-01,84.5688471493
2017-12-01,84.838111597
2018-01-01,91.0643653356
2018-02-01,91.2826564023
2018-03-01,90.6274574888
2018-04-01,90.167715027
2018-05-01,89.0369816934
2018-06-01,89.0955495547
2018-07-01,92.0040000507
2018-08-01,85.5424976965
2018-09-01,76.664871044
2018-10-01,73.4994510528
2018-11-01,77.5038059179
2018-12-01,75.288125
2019-01-01,77.1111194634
2019-02-01,75.2277458416
2019-03-01,78.2554479714
2019-04-01,82.2360503755
2019-05-01,73.9463335768
2019-06-01,78.2855937873
2019-07-01,76.9716806716
2019-08-01,77.8143933255
2019-09-01,73.9977821771
2019-10-01,74.809393723
2019-11-01,79.3355316805
2019-12-01,77.6873087819
2020-01-01,79.4991453193
2020-02-01,76.8068080324
2020-03-01,78.5840304074
2020-04-01,72.489013418
2020-05-01,79.2433787691
2020-06-01,79.8778324423
2020-07-01,80.6038872502
2020-08-01,77.7633144596
2020-09-01,79.0565944752
2020-10-01,79.5093927617
2020-11-01,79.0218561604
2020-12-01,78.8552817644
2021-01-01,83.8090676169
2021-02-01,84.5186509323
2021-03-01,87.920158089
2021-04-01,81.001982461
2021-05-01,76.566155305
2021-06-01,82.8903444994
2021-07-01,79.7599882353
2021-08-01,78.6297307534
2021-09-01,79.0039820639
2021-10-01,75.5642193405
2021-11-01,68.9255280462
2021-12-01,65.2388231024
2022-01-01,71.3217356952
2022-02-01,68.304196217
2022-03-01,69.8547679554
2022-04-01,63.91
2022-05-01,66.48
2022-06-01,59.87
2022-07-01,67.15
2022-08-01,72.19
2022-09-01,71.43
2022-10-01,76.21
2022-11-01,75.82
2022-12-01,75.35
2023-01-01,79.85
2023-02-01,84.19
2023-03-01,79.55
2023-04-01,89.76
2023-05-01,93.99
2023-06-01,85.77
2023-07-01,79.17
2023-08-01,63.69
2023-09-01,68.88
2023-10-01,72.62
2023-11-01,74.52
2023-12-01,76.09
2024-01-01,79.4760799159
2024-02-01,78.2056650363
2024-03-01,78.9414669488
2024-04-01,82.8544337051
2024-05-01,82.8487998513
2024-06-01,79.2140251331
2024-07-01,75.9001008507
2024-08-01,76.6146194672
2024-09-01,77.3589583624
2024-10-01,82.0676864923
2024-11-01,80.6272103673
2024-12-01,81.9245108529
2025-01-01,80.5472106016
2025-02-01,83.0778651051
2025-03-01,84.7268320111
2025-04-01,84.2829413817
2025-05-01,85.3348786377
2025-06-01,85.8293417038
2025-07-01,84.593335406
2025-08-01,83.8021238514
2025-09-01,83.985920517
