Tarih,TP_TG2_Y05
2016-01-01,95.6508899488
2016-02-01,90.02586561
2016-03-01,89.414689667
2016-04-01,91.0192440952
2016-05-01,93.7083735249
2016-06-01,91.3150160463
2016-07-01,89.8211498263
2016-08-01,101.9492075744
2016-09-01,102.9198201146
2016-10-01,101.6201486804
2016-11-01,95.0585794504
2016-12-01,86.0201203
2017-01-01,88.5877323706
2017-02-01,88.0080386178
2017-03-01,93.1538827804
2017-04-01,96.2449905458
2017-05-01,100.5620637242
2017-06-01,97.2886279362
2017-07-01,95.689577342
2017-08-01,97.8585026984
2017-09-01,94.6730839974
2017-10-01,90.44274441
2017-11-01,87.1351382177
2017-12-01,87.5349307664
2018-01-01,96.0609580653
2018-02-01,96.7586437437
2018-03-01,95.1132896315
2018-04-01,94.700244384
2018-05-01,90.7631151858
2018-06-01,92.0582917483
2018-07-01,96.3193588144
2018-08-01,88.2853671014
2018-09-01,74.6358284114
2018-10-01,72.8366138356
2018-11-01,77.3607301283
2018-12-01,76.0198505868
2019-01-01,76.5115117462
2019-02-01,74.9622063776
2019-03-01,78.6475549954
2019-04-01,82.4163375755
2019-05-01,70.1460713285
2019-06-01,73.9411327653
2019-07-01,73.3695374204
2019-08-01,74.2728022661
2019-09-01,71.0056974573
2019-10-01,73.4308792105
2019-11-01,78.5142413353
2019-12-01,76.5241674291
2020-01-01,77.3806926835
2020-02-01,75.9360173237
2020-03-01,75.5738548526
2020-04-01,74.7511180275
2020-05-01,81.8386042362
2020-06-01,85.4978591364
2020-07-01,82.1896920151
2020-08-01,79.5019703537
2020-09-01,83.3479186291
2020-10-01,81.4349847845
2020-11-01,78.7288675174
2020-12-01,82.8600275734
2021-01-01,88.2320467866
2021-02-01,91.7427614465
2021-03-01,94.068766407
2021-04-01,82.9036431803
2021-05-01,78.8191345022
2021-06-01,86.0478902252
2021-07-01,83.2413550786
2021-08-01,75.2701033182
2021-09-01,79.294170109
2021-10-01,74.2148331995
2021-11-01,68.1687118035
2021-12-01,66.6524497259
2022-01-01,74.5321321457
2022-02-01,71.7396777453
2022-03-01,72.5620576457
2022-04-01,67.33
2022-05-01,66.31
2022-06-01,61.58
2022-07-01,70.92
2022-08-01,72.82
2022-09-01,73.97
2022-10-01,77.9
2022-11-01,80.51
2022-12-01,77.27
2023-01-01,82.67
2023-02-01,85.83
2023-03-01,82.97
2023-04-01,95.16
2023-05-01,100.54
2023-06-01,92.68
2023-07-01,82.19
2023-08-01,63.12
2023-09-01,68.03
2023-10-01,72.94
2023-11-01,73.41
2023-12-01,75.79
2024-01-01,77.1847888445
2024-02-01,74.5753976014
2024-03-01,74.8737090128
2024-04-01,78.1371387303
2024-05-01,78.3040087516
2024-06-01,76.119232381
2024-07-01,70.7569253681
2024-08-01,71.4821396882
2024-09-01,74.5109697759
2024-10-01,75.3245394778
2024-11-01,73.8035681406
2024-12-01,76.7744951681
2025-01-01,79.0816477526
2025-02-01,79.3045165803
2025-03-01,84.6486692479
2025-04-01,82.7708484477
2025-05-01,82.2309178247
2025-06-01,82.448679846
2025-07-01,78.9513616196
2025-08-01,78.3828039447
2025-09-01,77.9840225523
