Tarih,TP_TG2_Y17
2016-01-01,12.0697998086
2016-02-01,11.4095623652
2016-03-01,12.2568681804
2016-04-01,12.5972683859
2016-05-01,11.794322945
2016-06-01,12.8799440102
2016-07-01,12.142800581
2016-08-01,13.7618647892
2016-09-01,12.9597285715
2016-10-01,12.2460173922
2016-11-01,10.7889969396
2016-12-01,9.7707129374
2017-01-01,10.2864136694
2017-02-01,10.9674162491
2017-03-01,10.4150540227
2017-04-01,14.1477505503
2017-05-01,13.9035295492
2017-06-01,10.8061464824
2017-07-01,13.1014729519
2017-08-01,10.598703326
2017-09-01,10.3312593663
2017-10-01,11.2186778266
2017-11-01,9.9395801457
2017-12-01,10.4259580609
2018-01-01,13.2875966947
2018-02-01,12.3894487889
2018-03-01,13.8006113295
2018-04-01,12.9187735497
2018-05-01,12.5689374772
2018-06-01,13.2597163121
2018-07-01,13.3945172136
2018-08-01,13.2212771838
2018-09-01,9.6736806379
2018-10-01,8.8815282451
2018-11-01,11.7627096684
2018-12-01,8.4622716548
2019-01-01,8.93287193
2019-02-01,11.1396305905
2019-03-01,9.6835133034
2019-04-01,14.476539328
2019-05-01,10.3003538039
2019-06-01,10.8684022154
2019-07-01,11.0389324826
2019-08-01,12.4702246396
2019-09-01,10.3959168773
2019-10-01,11.6694547793
2019-11-01,12.9792743653
2019-12-01,12.5131381764
2020-01-01,11.3776605168
2020-02-01,10.2052675469
2020-03-01,10.6963167435
2020-04-01,7.2538013666
2020-05-01,9.1141719257
2020-06-01,11.3058233255
2020-07-01,10.6954092899
2020-08-01,11.8551409799
2020-09-01,10.5215149771
2020-10-01,13.7710726883
2020-11-01,13.1548108206
2020-12-01,11.8985847053
2021-01-01,15.6360374716
2021-02-01,13.8324219904
2021-03-01,14.4988584702
2021-04-01,14.9537103977
2021-05-01,11.9024790639
2021-06-01,13.642953554
2021-07-01,14.0013189616
2021-08-01,13.8186109608
2021-09-01,14.6437001674
2021-10-01,11.4501544831
2021-11-01,11.2352768136
2021-12-01,10.0317692408
2022-01-01,9.4635277268
2022-02-01,9.8401403561
2022-03-01,10.4547178808
2022-04-01,11.17
2022-05-01,11.47
2022-06-01,9.12
2022-07-01,9.44
2022-08-01,10.62
2022-09-01,10.64
2022-10-01,12.45
2022-11-01,13.89
2022-12-01,13.37
2023-01-01,13.31
2023-02-01,13.75
2023-03-01,14.78
2023-04-01,17.1
2023-05-01,19.3
2023-06-01,16.68
2023-07-01,15.62
2023-08-01,13.03
2023-09-01,12.25
2023-10-01,12.96
2023-11-01,15.46
2023-12-01,16.92
2024-01-01,15.9824704484
2024-02-01,17.6985076039
2024-03-01,19.2048377131
2024-04-01,17.8305191832
2024-05-01,17.7571703186
2024-06-01,18.7683511953
2024-07-01,19.4468966754
2024-08-01,18.5854247535
2024-09-01,18.4936573803
2024-10-01,20.7601942457
2024-11-01,19.9012000872
2024-12-01,21.3330639731
2025-01-01,20.776862278
2025-02-01,23.0543434511
2025-03-01,23.402308168
2025-04-01,25.8843696714
2025-05-01,25.4374324514
2025-06-01,27.2916960101
2025-07-01,25.2994136599
2025-08-01,23.9066871108
2025-09-01,24.3489309562
