Tarih,TP_TG2_Y15
2016-01-01,83.3956917832
2016-02-01,81.5192650209
2016-03-01,82.4574175283
2016-04-01,85.9909479309
2016-05-01,88.6099302241
2016-06-01,90.9195741462
2016-07-01,86.5729035193
2016-08-01,88.9936918892
2016-09-01,89.3607821147
2016-10-01,91.4146531573
2016-11-01,89.9957245655
2016-12-01,83.7379711352
2017-01-01,78.6161410132
2017-02-01,83.2714158868
2017-03-01,87.0715161577
2017-04-01,86.1551259141
2017-05-01,85.2022559535
2017-06-01,85.468869279
2017-07-01,85.1981558919
2017-08-01,84.1251623184
2017-09-01,84.6372934134
2017-10-01,80.9535843353
2017-11-01,77.1767644584
2017-12-01,78.9816824719
2018-01-01,75.4621990636
2018-02-01,76.903635258
2018-03-01,77.0124210736
2018-04-01,74.2906847238
2018-05-01,76.3830202507
2018-06-01,81.0431375909
2018-07-01,84.7109033014
2018-08-01,71.7458471923
2018-09-01,73.0527529145
2018-10-01,74.7274046534
2018-11-01,79.2609654126
2018-12-01,77.7232529548
2019-01-01,78.2871342834
2019-02-01,77.7570153976
2019-03-01,84.2121210696
2019-04-01,81.1965704682
2019-05-01,76.6769341159
2019-06-01,79.9946281806
2019-07-01,79.8640958089
2019-08-01,79.1867406594
2019-09-01,76.4334054176
2019-10-01,76.4507692322
2019-11-01,77.9358769741
2019-12-01,74.6297018749
2020-01-01,71.5369293397
2020-02-01,72.5577359222
2020-03-01,73.7551786414
2020-04-01,72.4980268936
2020-05-01,72.3603151263
2020-06-01,75.9793533788
2020-07-01,75.1310726009
2020-08-01,72.7148172925
2020-09-01,72.7768766191
2020-10-01,68.1288270599
2020-11-01,62.4107069516
2020-12-01,65.3258616047
2021-01-01,65.8661700667
2021-02-01,72.5687329012
2021-03-01,72.8276362165
2021-04-01,62.5255664562
2021-05-01,64.847302022
2021-06-01,65.7452538371
2021-07-01,62.7350075909
2021-08-01,61.2867516134
2021-09-01,62.1011409057
2021-10-01,63.960273369
2021-11-01,56.5585766807
2021-12-01,57.6160493464
2022-01-01,67.6374246287
2022-02-01,67.3928348335
2022-03-01,66.7363527865
2022-04-01,62.68
2022-05-01,65.19
2022-06-01,56.81
2022-07-01,64.2
2022-08-01,67.53
2022-09-01,65.77
2022-10-01,65.32
2022-11-01,62.36
2022-12-01,63.27
2023-01-01,67.36
2023-02-01,68.35
2023-03-01,66.77
2023-04-01,72.11
2023-05-01,77.08
2023-06-01,70.38
2023-07-01,63.65
2023-08-01,55.03
2023-09-01,57.69
2023-10-01,59.97
2023-11-01,58.82
2023-12-01,56.7
2024-01-01,53.995125227
2024-02-01,54.5966812563
2024-03-01,53.5409768182
2024-04-01,56.2340967116
2024-05-01,60.6953110754
2024-06-01,61.9512565005
2024-07-01,55.892809142
2024-08-01,56.5189561677
2024-09-01,57.627409875
2024-10-01,56.7878345804
2024-11-01,52.8804984327
2024-12-01,53.1244440258
2025-01-01,57.8436372241
2025-02-01,56.0924016396
2025-03-01,59.5641743775
2025-04-01,55.9875266859
2025-05-01,55.8411678243
2025-06-01,59.3799165786
2025-07-01,54.1991147398
2025-08-01,55.2198605272
2025-09-01,55.7094130742
