Tarih,TP_TG2_Y06
2016-01-01,73.565185849
2016-02-01,66.1653935932
2016-03-01,67.795242523
2016-04-01,69.1142576023
2016-05-01,69.0131283116
2016-06-01,70.6413046431
2016-07-01,68.3121261059
2016-08-01,77.0067294012
2016-09-01,80.4399132466
2016-10-01,77.1592161018
2016-11-01,71.3005653636
2016-12-01,65.4166868159
2017-01-01,68.9258008783
2017-02-01,67.9268398094
2017-03-01,70.4490413235
2017-04-01,73.0896271795
2017-05-01,75.2648769494
2017-06-01,70.6973694523
2017-07-01,74.3774808966
2017-08-01,72.4100018207
2017-09-01,70.4534096205
2017-10-01,70.8836885056
2017-11-01,70.9458714243
2017-12-01,70.6190556019
2018-01-01,76.0335109951
2018-02-01,75.3122655097
2018-03-01,73.5187677324
2018-04-01,74.5223227275
2018-05-01,72.9094693476
2018-06-01,75.3838834089
2018-07-01,76.851239355
2018-08-01,74.0552786916
2018-09-01,67.2011758803
2018-10-01,63.6021158489
2018-11-01,63.4070103531
2018-12-01,60.9078089404
2019-01-01,60.8643246593
2019-02-01,58.960284278
2019-03-01,58.8820154352
2019-04-01,63.4640074789
2019-05-01,56.2888164085
2019-06-01,56.2973893526
2019-07-01,55.5775964392
2019-08-01,58.2669230318
2019-09-01,55.2994547312
2019-10-01,56.7934273179
2019-11-01,58.8151419685
2019-12-01,57.0891967996
2020-01-01,56.7972925367
2020-02-01,53.7820270992
2020-03-01,57.6281409804
2020-04-01,53.7565792004
2020-05-01,55.3375967857
2020-06-01,62.0722222569
2020-07-01,61.039865985
2020-08-01,59.5289954241
2020-09-01,59.7953753482
2020-10-01,62.790049501
2020-11-01,62.218111052
2020-12-01,63.6380811303
2021-01-01,68.8158343925
2021-02-01,69.6484007119
2021-03-01,72.5059859469
2021-04-01,64.0288364311
2021-05-01,63.44687867
2021-06-01,71.4063038365
2021-07-01,66.7271179627
2021-08-01,63.0712083318
2021-09-01,67.7045372783
2021-10-01,69.4285856372
2021-11-01,66.0625233565
2021-12-01,65.0681967733
2022-01-01,68.1252908143
2022-02-01,65.5428197215
2022-03-01,69.6521336065
2022-04-01,66.51
2022-05-01,66.19
2022-06-01,63.57
2022-07-01,66.85
2022-08-01,69.97
2022-09-01,70.44
2022-10-01,72.99
2022-11-01,74.48
2022-12-01,71.98
2023-01-01,74.8
2023-02-01,77.53
2023-03-01,74.66
2023-04-01,84.36
2023-05-01,89.39
2023-06-01,82.16
2023-07-01,75.56
2023-08-01,68.4
2023-09-01,72.7
2023-10-01,72.28
2023-11-01,72.72
2023-12-01,73.07
2024-01-01,73.9163348661
2024-02-01,76.4560541992
2024-03-01,77.2114570086
2024-04-01,74.9499108058
2024-05-01,75.5505071725
2024-06-01,73.7161657614
2024-07-01,77.8392418343
2024-08-01,73.4686721389
2024-09-01,73.967973351
2024-10-01,78.9523954646
2024-11-01,74.427670651
2024-12-01,80.0866577531
2025-01-01,86.7028820181
2025-02-01,83.6107447296
2025-03-01,80.8800462799
2025-04-01,83.9457216094
2025-05-01,81.935663687
2025-06-01,82.2485565428
2025-07-01,79.6456912842
2025-08-01,77.9581843999
2025-09-01,78.5285198393
