Tarih,TP_SEKBIL3051_GENEL
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,269492357.2
2010-01-01,318545927.2
2011-01-01,411931435.0
2012-01-01,460613588.1
2013-01-01,638958692.8
2014-01-01,782317198.6
2015-01-01,1001080243.6
2016-01-01,1262213353.1
2017-01-01,1553519675.7
2018-01-01,1975781230.9
2019-01-01,2215341691.7
2020-01-01,2814951655.0
2021-01-01,4124109958.3
2022-01-01,5778035497.5
2023-01-01,7817353836.8
