Tarih,TP_SEKBIL3051_N
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,4838977.0
2010-01-01,5600624.0
2011-01-01,6980230.4
2012-01-01,7914219.2
2013-01-01,9897475.8
2014-01-01,13150987.2
2015-01-01,16672550.7
2016-01-01,22937282.9
2017-01-01,31615997.5
2018-01-01,37388600.1
2019-01-01,36256318.0
2020-01-01,48041626.3
2021-01-01,58727601.7
2022-01-01,96193179.8
2023-01-01,160989575.6
