Tarih,TP_KALVADBG_K7
2016-04-01,22364.0
2016-05-01,22512.0
2016-06-01,22547.0
2016-07-01,23690.0
2016-08-01,23928.0
2016-09-01,23994.0
2016-10-01,23700.0
2016-11-01,23073.0
2016-12-01,22813.0
2017-01-01,22655.0
2017-02-01,25470.0
2017-03-01,24615.0
2017-04-01,23784.0
2017-05-01,23965.0
2017-06-01,24579.0
2017-07-01,23445.0
2017-08-01,24454.0
2017-09-01,23708.0
2017-10-01,23522.0
2017-11-01,23935.0
2017-12-01,23390.0
2018-01-01,24820.0
2018-02-01,27847.0
2018-03-01,27053.0
2018-04-01,27294.0
2018-05-01,26532.0
2018-06-01,27909.0
2018-07-01,28948.0
2018-08-01,26906.0
2018-09-01,25775.0
2018-10-01,27340.0
2018-11-01,27649.0
2018-12-01,26982.0
2019-01-01,29019.0
2019-02-01,29911.0
2019-03-01,30497.0
2019-04-01,27958.0
2019-05-01,28317.0
2019-06-01,28061.0
2019-07-01,27593.0
2019-08-01,26906.0
2019-09-01,26657.0
2019-10-01,25935.0
2019-11-01,25738.0
2019-12-01,26089.0
2020-01-01,27705.0
2020-02-01,31127.0
2020-03-01,30496.0
2020-04-01,31076.0
2020-05-01,31745.0
2020-06-01,32898.0
2020-07-01,35018.0
2020-08-01,35278.0
2020-09-01,34071.0
2020-10-01,34055.0
2020-11-01,33940.0
2020-12-01,34233.0
2021-01-01,36877.0
2021-02-01,35593.0
2021-03-01,33968.0
2021-04-01,33191.0
2021-05-01,32613.0
2021-06-01,32808.0
2021-07-01,30911.0
2021-08-01,30954.0
2021-09-01,31096.0
2021-10-01,28853.0
2021-11-01,27935.0
2021-12-01,28241.0
2022-01-01,29182.0
2022-02-01,31381.0
2022-03-01,32044.0
2022-04-01,29866.0
2022-05-01,29065.0
2022-06-01,29630.0
2022-07-01,29886.0
2022-08-01,31676.0
2022-09-01,32505.0
2022-10-01,33570.0
2022-11-01,33656.0
2022-12-01,34996.0
2023-01-01,38018.0
2023-02-01,37858.0
2023-03-01,38475.0
2023-04-01,39571.0
2023-05-01,40355.0
2023-06-01,37694.0
2023-07-01,38382.0
2023-08-01,38735.0
2023-09-01,38913.0
2023-10-01,39369.0
2023-11-01,40161.0
2023-12-01,41102.0
2024-01-01,41886.0
2024-02-01,43534.0
2024-03-01,44684.0
2024-04-01,44229.0
2024-05-01,44161.0
2024-06-01,45099.0
2024-07-01,46054.0
2024-08-01,47119.0
2024-09-01,47368.0
2024-10-01,47432.0
2024-11-01,47457.0
2024-12-01,36712.0
2025-01-01,42563.0
2025-02-01,44023.0
2025-03-01,44791.0
2025-04-01,43080.0
2025-05-01,40143.0
2025-06-01,41683.0
2025-07-01,40776.0
2025-08-01,43716.0
