Tarih,TP_KALVADBG_K16
2016-04-01,9312.0
2016-05-01,9146.0
2016-06-01,9078.0
2016-07-01,8989.0
2016-08-01,8909.0
2016-09-01,8719.0
2016-10-01,8428.0
2016-11-01,7813.0
2016-12-01,7644.0
2017-01-01,6969.0
2017-02-01,6719.0
2017-03-01,6095.0
2017-04-01,6571.0
2017-05-01,7045.0
2017-06-01,7438.0
2017-07-01,7179.0
2017-08-01,7384.0
2017-09-01,6979.0
2017-10-01,6987.0
2017-11-01,7083.0
2017-12-01,7261.0
2018-01-01,7455.0
2018-02-01,7445.0
2018-03-01,7464.0
2018-04-01,7120.0
2018-05-01,6768.0
2018-06-01,7179.0
2018-07-01,7016.0
2018-08-01,6254.0
2018-09-01,6467.0
2018-10-01,6470.0
2018-11-01,6463.0
2018-12-01,6690.0
2019-01-01,6770.0
2019-02-01,6530.0
2019-03-01,6104.0
2019-04-01,6299.0
2019-05-01,6477.0
2019-06-01,6428.0
2019-07-01,6602.0
2019-08-01,6343.0
2019-09-01,6263.0
2019-10-01,6295.0
2019-11-01,6163.0
2019-12-01,6409.0
2020-01-01,5971.0
2020-02-01,5870.0
2020-03-01,5871.0
2020-04-01,4776.0
2020-05-01,4708.0
2020-06-01,3918.0
2020-07-01,3572.0
2020-08-01,3434.0
2020-09-01,3334.0
2020-10-01,3200.0
2020-11-01,4186.0
2020-12-01,4379.0
2021-01-01,4071.0
2021-02-01,4155.0
2021-03-01,3899.0
2021-04-01,3980.0
2021-05-01,3529.0
2021-06-01,3522.0
2021-07-01,3491.0
2021-08-01,3425.0
2021-09-01,3357.0
2021-10-01,3303.0
2021-11-01,2309.0
2021-12-01,2458.0
2022-01-01,2164.0
2022-02-01,2126.0
2022-03-01,3074.0
2022-04-01,2814.0
2022-05-01,2978.0
2022-06-01,2986.0
2022-07-01,2875.0
2022-08-01,2926.0
2022-09-01,2684.0
2022-10-01,2664.0
2022-11-01,2949.0
2022-12-01,3746.0
2023-01-01,3338.0
2023-02-01,3306.0
2023-03-01,2551.0
2023-04-01,2484.0
2023-05-01,2665.0
2023-06-01,2576.0
2023-07-01,2777.0
2023-08-01,2858.0
2023-09-01,3065.0
2023-10-01,3176.0
2023-11-01,3336.0
2023-12-01,3498.0
2024-01-01,3245.0
2024-02-01,3260.0
2024-03-01,4325.0
2024-04-01,4422.0
2024-05-01,4504.0
2024-06-01,4634.0
2024-07-01,4525.0
2024-08-01,4432.0
2024-09-01,4566.0
2024-10-01,4602.0
2024-11-01,4703.0
2024-12-01,3862.0
2025-01-01,4050.0
2025-02-01,4136.0
2025-03-01,4206.0
2025-04-01,4022.0
2025-05-01,4273.0
2025-06-01,4545.0
2025-07-01,4778.0
2025-08-01,5024.0
