Tarih,TP_KALVADBG_K18
2016-04-01,171245.0
2016-05-01,171516.0
2016-06-01,172481.0
2016-07-01,171678.0
2016-08-01,171451.0
2016-09-01,168385.0
2016-10-01,167318.0
2016-11-01,166785.0
2016-12-01,163285.0
2017-01-01,164638.0
2017-02-01,165767.0
2017-03-01,168320.0
2017-04-01,169995.0
2017-05-01,171407.0
2017-06-01,176509.0
2017-07-01,175410.0
2017-08-01,178599.0
2017-09-01,175030.0
2017-10-01,178299.0
2017-11-01,175300.0
2017-12-01,177450.0
2018-01-01,184740.0
2018-02-01,185857.0
2018-03-01,181804.0
2018-04-01,183278.0
2018-05-01,180606.0
2018-06-01,179052.0
2018-07-01,181332.0
2018-08-01,175242.0
2018-09-01,175680.0
2018-10-01,173847.0
2018-11-01,174471.0
2018-12-01,174997.0
2019-01-01,177252.0
2019-02-01,177056.0
2019-03-01,177375.0
2019-04-01,175296.0
2019-05-01,175937.0
2019-06-01,179717.0
2019-07-01,179208.0
2019-08-01,172004.0
2019-09-01,172510.0
2019-10-01,167394.0
2019-11-01,164244.0
2019-12-01,168238.0
2020-01-01,172258.0
2020-02-01,168484.0
2020-03-01,168884.0
2020-04-01,164582.0
2020-05-01,169516.0
2020-06-01,171371.0
2020-07-01,176466.0
2020-08-01,181307.0
2020-09-01,182456.0
2020-10-01,180992.0
2020-11-01,184324.0
2020-12-01,188773.0
2021-01-01,190289.0
2021-02-01,191982.0
2021-03-01,185562.0
2021-04-01,190405.0
2021-05-01,189385.0
2021-06-01,164976.0
2021-07-01,168713.0
2021-08-01,169207.0
2021-09-01,167969.0
2021-10-01,170296.0
2021-11-01,167470.0
2021-12-01,171613.0
2022-01-01,173742.0
2022-02-01,176389.0
2022-03-01,181408.0
2022-04-01,182434.0
2022-05-01,182282.0
2022-06-01,182537.0
2022-07-01,181990.0
2022-08-01,185850.0
2022-09-01,185291.0
2022-10-01,186274.0
2022-11-01,188955.0
2022-12-01,190215.0
2023-01-01,195972.0
2023-02-01,196322.0
2023-03-01,203330.0
2023-04-01,202904.0
2023-05-01,207315.0
2023-06-01,206206.0
2023-07-01,209971.0
2023-08-01,210989.0
2023-09-01,210998.0
2023-10-01,219925.0
2023-11-01,226287.0
2023-12-01,226642.0
2024-01-01,225403.0
2024-02-01,227544.0
2024-03-01,232033.0
2024-04-01,232131.0
2024-05-01,235320.0
2024-06-01,236576.0
2024-07-01,232793.0
2024-08-01,231180.0
2024-09-01,233059.0
2024-10-01,236103.0
2024-11-01,232699.0
2024-12-01,221287.0
2025-01-01,224300.0
2025-02-01,223603.0
2025-03-01,224801.0
2025-04-01,222839.0
2025-05-01,222284.0
2025-06-01,220276.0
2025-07-01,223289.0
2025-08-01,226520.0
