Tarih,TP_KALVADBG_K1
2016-04-01,26688.0
2016-05-01,26876.0
2016-06-01,27061.0
2016-07-01,29923.0
2016-08-01,30290.0
2016-09-01,29780.0
2016-10-01,29497.0
2016-11-01,28867.0
2016-12-01,29274.0
2017-01-01,29121.0
2017-02-01,31155.0
2017-03-01,31395.0
2017-04-01,32164.0
2017-05-01,32267.0
2017-06-01,32820.0
2017-07-01,30076.0
2017-08-01,31045.0
2017-09-01,29810.0
2017-10-01,30744.0
2017-11-01,30681.0
2017-12-01,29300.0
2018-01-01,30724.0
2018-02-01,33843.0
2018-03-01,32776.0
2018-04-01,31782.0
2018-05-01,30921.0
2018-06-01,32296.0
2018-07-01,33286.0
2018-08-01,31717.0
2018-09-01,30453.0
2018-10-01,31286.0
2018-11-01,32150.0
2018-12-01,31721.0
2019-01-01,33686.0
2019-02-01,34552.0
2019-03-01,34128.0
2019-04-01,31045.0
2019-05-01,32253.0
2019-06-01,33202.0
2019-07-01,32621.0
2019-08-01,31631.0
2019-09-01,31369.0
2019-10-01,30676.0
2019-11-01,29540.0
2019-12-01,30513.0
2020-01-01,32069.0
2020-02-01,35612.0
2020-03-01,38858.0
2020-04-01,39413.0
2020-05-01,39251.0
2020-06-01,39844.0
2020-07-01,42142.0
2020-08-01,42464.0
2020-09-01,41251.0
2020-10-01,41185.0
2020-11-01,41700.0
2020-12-01,41551.0
2021-01-01,44235.0
2021-02-01,44122.0
2021-03-01,38709.0
2021-04-01,39049.0
2021-05-01,38223.0
2021-06-01,37922.0
2021-07-01,36164.0
2021-08-01,36217.0
2021-09-01,37280.0
2021-10-01,34939.0
2021-11-01,33383.0
2021-12-01,33584.0
2022-01-01,34389.0
2022-02-01,35469.0
2022-03-01,36640.0
2022-04-01,35328.0
2022-05-01,34519.0
2022-06-01,35052.0
2022-07-01,35322.0
2022-08-01,36941.0
2022-09-01,37260.0
2022-10-01,38362.0
2022-11-01,38756.0
2022-12-01,40377.0
2023-01-01,42976.0
2023-02-01,42856.0
2023-03-01,42746.0
2023-04-01,42758.0
2023-05-01,43430.0
2023-06-01,40754.0
2023-07-01,41742.0
2023-08-01,42320.0
2023-09-01,43179.0
2023-10-01,43606.0
2023-11-01,45681.0
2023-12-01,46692.0
2024-01-01,47439.0
2024-02-01,50143.0
2024-03-01,53617.0
2024-04-01,52026.0
2024-05-01,52270.0
2024-06-01,54374.0
2024-07-01,55265.0
2024-08-01,55807.0
2024-09-01,55238.0
2024-10-01,55150.0
2024-11-01,55317.0
2024-12-01,45205.0
2025-01-01,50370.0
2025-02-01,52412.0
2025-03-01,52003.0
2025-04-01,50714.0
2025-05-01,47816.0
2025-06-01,49559.0
2025-07-01,48446.0
2025-08-01,51576.0
