Tarih,TP_KALVADBG_K14
2016-04-01,90088.0
2016-05-01,89472.0
2016-06-01,89692.0
2016-07-01,87772.0
2016-08-01,86785.0
2016-09-01,85139.0
2016-10-01,83821.0
2016-11-01,83217.0
2016-12-01,80208.0
2017-01-01,81078.0
2017-02-01,80727.0
2017-03-01,82137.0
2017-04-01,80922.0
2017-05-01,79483.0
2017-06-01,84063.0
2017-07-01,83061.0
2017-08-01,84545.0
2017-09-01,83717.0
2017-10-01,84852.0
2017-11-01,81802.0
2017-12-01,84273.0
2018-01-01,87000.0
2018-02-01,85197.0
2018-03-01,83267.0
2018-04-01,85466.0
2018-05-01,82729.0
2018-06-01,81331.0
2018-07-01,81153.0
2018-08-01,77750.0
2018-09-01,75006.0
2018-10-01,71990.0
2018-11-01,70860.0
2018-12-01,69759.0
2019-01-01,69522.0
2019-02-01,67808.0
2019-03-01,67096.0
2019-04-01,66697.0
2019-05-01,64200.0
2019-06-01,65600.0
2019-07-01,65494.0
2019-08-01,63186.0
2019-09-01,62869.0
2019-10-01,60834.0
2019-11-01,61139.0
2019-12-01,61902.0
2020-01-01,59141.0
2020-02-01,53615.0
2020-03-01,51239.0
2020-04-01,50152.0
2020-05-01,49344.0
2020-06-01,50124.0
2020-07-01,50756.0
2020-08-01,52783.0
2020-09-01,52843.0
2020-10-01,52074.0
2020-11-01,53794.0
2020-12-01,56161.0
2021-01-01,55901.0
2021-02-01,57828.0
2021-03-01,54115.0
2021-04-01,55856.0
2021-05-01,56238.0
2021-06-01,54558.0
2021-07-01,56643.0
2021-08-01,56388.0
2021-09-01,55430.0
2021-10-01,56973.0
2021-11-01,53976.0
2021-12-01,54410.0
2022-01-01,55886.0
2022-02-01,54158.0
2022-03-01,56719.0
2022-04-01,56897.0
2022-05-01,57217.0
2022-06-01,56106.0
2022-07-01,55730.0
2022-08-01,54983.0
2022-09-01,53791.0
2022-10-01,53011.0
2022-11-01,54467.0
2022-12-01,52833.0
2023-01-01,51972.0
2023-02-01,52330.0
2023-03-01,53122.0
2023-04-01,53068.0
2023-05-01,51807.0
2023-06-01,55007.0
2023-07-01,55470.0
2023-08-01,55873.0
2023-09-01,56928.0
2023-10-01,58824.0
2023-11-01,61793.0
2023-12-01,62011.0
2024-01-01,61380.0
2024-02-01,61376.0
2024-03-01,62846.0
2024-04-01,62874.0
2024-05-01,65985.0
2024-06-01,66866.0
2024-07-01,67920.0
2024-08-01,66862.0
2024-09-01,68754.0
2024-10-01,71410.0
2024-11-01,70036.0
2024-12-01,68621.0
2025-01-01,69381.0
2025-02-01,66055.0
2025-03-01,67870.0
2025-04-01,65762.0
2025-05-01,67194.0
2025-06-01,64716.0
2025-07-01,67819.0
2025-08-01,68563.0
