Tarih,TP_KALVADBG_K13
2016-04-01,143420.0
2016-05-01,143549.0
2016-06-01,144356.0
2016-07-01,140726.0
2016-08-01,140180.0
2016-09-01,137664.0
2016-10-01,136944.0
2016-11-01,137075.0
2016-12-01,133185.0
2017-01-01,134683.0
2017-02-01,133795.0
2017-03-01,136114.0
2017-04-01,137022.0
2017-05-01,138336.0
2017-06-01,142881.0
2017-07-01,144543.0
2017-08-01,146793.0
2017-09-01,144517.0
2017-10-01,146884.0
2017-11-01,143950.0
2017-12-01,147487.0
2018-01-01,153341.0
2018-02-01,151350.0
2018-03-01,148376.0
2018-04-01,150869.0
2018-05-01,149093.0
2018-06-01,146179.0
2018-07-01,147488.0
2018-08-01,142005.0
2018-09-01,139731.0
2018-10-01,136846.0
2018-11-01,136390.0
2018-12-01,137362.0
2019-01-01,137648.0
2019-02-01,136589.0
2019-03-01,137349.0
2019-04-01,138827.0
2019-05-01,138266.0
2019-06-01,140023.0
2019-07-01,140116.0
2019-08-01,133961.0
2019-09-01,134744.0
2019-10-01,130312.37
2019-11-01,128302.0
2019-12-01,129312.0
2020-01-01,131777.0
2020-02-01,124477.0
2020-03-01,121641.0
2020-04-01,115799.0
2020-05-01,110893.0
2020-06-01,111894.0
2020-07-01,114229.0
2020-08-01,118149.0
2020-09-01,120184.0
2020-10-01,118675.0
2020-11-01,121315.0
2020-12-01,125840.0
2021-01-01,123302.0
2021-02-01,125086.0
2021-03-01,124191.0
2021-04-01,127522.0
2021-05-01,127541.0
2021-06-01,99983.0
2021-07-01,105452.0
2021-08-01,105964.0
2021-09-01,104670.0
2021-10-01,109271.0
2021-11-01,108067.0
2021-12-01,111977.0
2022-01-01,112189.0
2022-02-01,111083.0
2022-03-01,114956.0
2022-04-01,117662.0
2022-05-01,118334.0
2022-06-01,118057.0
2022-07-01,116914.0
2022-08-01,117299.0
2022-09-01,116056.0
2022-10-01,115643.0
2022-11-01,117716.0
2022-12-01,117048.0
2023-01-01,119350.0
2023-02-01,119673.0
2023-03-01,121263.0
2023-04-01,119855.0
2023-05-01,119469.0
2023-06-01,121074.0
2023-07-01,121873.0
2023-08-01,122680.0
2023-09-01,122105.0
2023-10-01,130523.0
2023-11-01,134343.0
2023-12-01,133590.0
2024-01-01,131861.0
2024-02-01,131402.0
2024-03-01,132498.0
2024-04-01,134538.0
2024-05-01,138388.0
2024-06-01,137511.0
2024-07-01,138854.0
2024-08-01,137243.0
2024-09-01,139449.0
2024-10-01,143401.0
2024-11-01,141247.0
2024-12-01,141307.0
2025-01-01,142402.0
2025-02-01,139547.0
2025-03-01,142633.0
2025-04-01,142390.0
2025-05-01,144915.0
2025-06-01,141382.0
2025-07-01,145990.0
2025-08-01,147408.0
