Tarih,TP_KALVADBG_K3
2016-04-01,3777.0
2016-05-01,3834.0
2016-06-01,3986.0
2016-07-01,5727.0
2016-08-01,5854.0
2016-09-01,5058.0
2016-10-01,5040.0
2016-11-01,5062.0
2016-12-01,5739.0
2017-01-01,5733.0
2017-02-01,4958.0
2017-03-01,6036.0
2017-04-01,7617.0
2017-05-01,7601.0
2017-06-01,7528.0
2017-07-01,5905.0
2017-08-01,5841.0
2017-09-01,5365.0
2017-10-01,6489.0
2017-11-01,6001.0
2017-12-01,5304.0
2018-01-01,5286.0
2018-02-01,5355.0
2018-03-01,5163.0
2018-04-01,3964.0
2018-05-01,3883.0
2018-06-01,3924.0
2018-07-01,3876.0
2018-08-01,4335.0
2018-09-01,4202.0
2018-10-01,3500.0
2018-11-01,4057.0
2018-12-01,4307.0
2019-01-01,4231.0
2019-02-01,4200.0
2019-03-01,3187.0
2019-04-01,2640.0
2019-05-01,3490.0
2019-06-01,4655.0
2019-07-01,4552.0
2019-08-01,4251.0
2019-09-01,4235.0
2019-10-01,4259.0
2019-11-01,3330.0
2019-12-01,3907.0
2020-01-01,3842.0
2020-02-01,3964.0
2020-03-01,6719.0
2020-04-01,6742.0
2020-05-01,5875.0
2020-06-01,5295.0
2020-07-01,5397.0
2020-08-01,5422.0
2020-09-01,5444.0
2020-10-01,5410.0
2020-11-01,6003.0
2020-12-01,5516.0
2021-01-01,5570.0
2021-02-01,6713.0
2021-03-01,4149.0
2021-04-01,5227.0
2021-05-01,5008.0
2021-06-01,4465.0
2021-07-01,4596.0
2021-08-01,4586.0
2021-09-01,5487.0
2021-10-01,5374.0
2021-11-01,4689.0
2021-12-01,4585.0
2022-01-01,4460.0
2022-02-01,3315.0
2022-03-01,2412.0
2022-04-01,3361.0
2022-05-01,3324.0
2022-06-01,3169.0
2022-07-01,3253.0
2022-08-01,3140.0
2022-09-01,2295.0
2022-10-01,2245.0
2022-11-01,2476.0
2022-12-01,2724.0
2023-01-01,2867.0
2023-02-01,2821.0
2023-03-01,3396.0
2023-04-01,2301.0
2023-05-01,2196.0
2023-06-01,2209.0
2023-07-01,2216.0
2023-08-01,2889.0
2023-09-01,3578.0
2023-10-01,3538.0
2023-11-01,4766.0
2023-12-01,4808.0
2024-01-01,4783.0
2024-02-01,5841.0
2024-03-01,7312.0
2024-04-01,6228.0
2024-05-01,6497.0
2024-06-01,6688.0
2024-07-01,6587.0
2024-08-01,6002.0
2024-09-01,5166.0
2024-10-01,5127.0
2024-11-01,5279.0
2024-12-01,5361.0
2025-01-01,5212.0
2025-02-01,5786.0
2025-03-01,5373.0
2025-04-01,5672.0
2025-05-01,5689.0
2025-06-01,6911.0
2025-07-01,6640.0
2025-08-01,6803.0
