Tarih,TP_IYABGS3S_S14_C
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,8.77167
2007-02-01,
2007-03-01,
2007-04-01,7.93579
2007-05-01,
2007-06-01,
2007-07-01,14.39839
2007-08-01,
2007-09-01,
2007-10-01,17.87395
2007-11-01,
2007-12-01,
2008-01-01,17.30719
2008-02-01,
2008-03-01,
2008-04-01,14.00855
2008-05-01,
2008-06-01,
2008-07-01,15.84874
2008-08-01,
2008-09-01,
2008-10-01,17.60197
2008-11-01,
2008-12-01,
2009-01-01,26.18006
2009-02-01,
2009-03-01,
2009-04-01,23.16477
2009-05-01,
2009-06-01,
2009-07-01,13.72259
2009-08-01,
2009-09-01,
2009-10-01,9.22796
2009-11-01,
2009-12-01,
2010-01-01,14.89306
2010-02-01,
2010-03-01,
2010-04-01,10.64562
2010-05-01,
2010-06-01,
2010-07-01,9.26781
2010-08-01,
2010-09-01,
2010-10-01,12.2594
2010-11-01,
2010-12-01,
2011-01-01,10.83828
2011-02-01,
2011-03-01,
2011-04-01,7.47289
2011-05-01,
2011-06-01,
2011-07-01,7.75756
2011-08-01,
2011-09-01,
2011-10-01,6.23572
2011-11-01,
2011-12-01,
2012-01-01,8.51106
2012-02-01,
2012-03-01,
2012-04-01,6.76641
2012-05-01,
2012-06-01,
2012-07-01,8.09577
2012-08-01,
2012-09-01,
2012-10-01,9.47674
2012-11-01,
2012-12-01,
2013-01-01,9.55557
2013-02-01,
2013-03-01,
2013-04-01,4.96902
2013-05-01,
2013-06-01,
2013-07-01,5.94279
2013-08-01,
2013-09-01,
2013-10-01,5.93178
2013-11-01,
2013-12-01,
2014-01-01,10.60313
2014-02-01,
2014-03-01,
2014-04-01,9.65193
2014-05-01,
2014-06-01,
2014-07-01,9.00324
2014-08-01,
2014-09-01,
2014-10-01,6.67819
2014-11-01,
2014-12-01,
2015-01-01,6.93999
2015-02-01,
2015-03-01,
2015-04-01,9.3169
2015-05-01,
2015-06-01,
2015-07-01,9.04312
2015-08-01,
2015-09-01,
2015-10-01,12.73846
2015-11-01,
2015-12-01,
2016-01-01,9.71859
2016-02-01,
2016-03-01,
2016-04-01,9.08494
2016-05-01,
2016-06-01,
2016-07-01,5.32021
2016-08-01,
2016-09-01,
2016-10-01,11.93953
2016-11-01,
2016-12-01,
2017-01-01,15.42874
2017-02-01,
2017-03-01,
2017-04-01,8.77715
2017-05-01,
2017-06-01,
2017-07-01,4.74657
2017-08-01,
2017-09-01,
2017-10-01,13.80966
2017-11-01,
2017-12-01,
2018-01-01,8.79112
2018-02-01,
2018-03-01,
2018-04-01,7.79445
2018-05-01,
2018-06-01,
2018-07-01,16.50906
2018-08-01,
2018-09-01,
2018-10-01,20.98202
2018-11-01,
2018-12-01,
2019-01-01,15.89594
2019-02-01,
2019-03-01,
2019-04-01,11.13253
2019-05-01,
2019-06-01,
2019-07-01,8.46433
2019-08-01,
2019-09-01,
2019-10-01,9.95434
2019-11-01,
2019-12-01,
2020-01-01,8.87491
2020-02-01,
2020-03-01,
2020-04-01,18.79824
2020-05-01,
2020-06-01,
2020-07-01,17.21153
2020-08-01,
2020-09-01,
2020-10-01,12.86496
2020-11-01,
2020-12-01,
2021-01-01,9.8561
2021-02-01,
2021-03-01,
2021-04-01,11.68103
2021-05-01,
2021-06-01,
2021-07-01,8.36494
2021-08-01,
2021-09-01,
2021-10-01,9.3043
2021-11-01,
2021-12-01,
2022-01-01,11.52786
2022-02-01,
2022-03-01,
2022-04-01,10.7531
2022-05-01,
2022-06-01,
2022-07-01,11.37759
2022-08-01,
2022-09-01,
2022-10-01,17.85502
2022-11-01,
2022-12-01,
2023-01-01,15.49014
2023-02-01,
2023-03-01,
2023-04-01,13.12421
2023-05-01,
2023-06-01,
2023-07-01,13.82721
2023-08-01,
2023-09-01,
2023-10-01,15.75288
2023-11-01,
2023-12-01,
2024-01-01,19.53842
2024-02-01,
2024-03-01,
2024-04-01,15.87887
2024-05-01,
2024-06-01,
2024-07-01,18.48778
2024-08-01,
2024-09-01,
2024-10-01,14.92271
2024-11-01,
2024-12-01,
2025-01-01,17.1132
2025-02-01,
2025-03-01,
2025-04-01,17.16228
2025-05-01,
2025-06-01,
2025-07-01,17.72004
