Tarih,TP_AB_B6
2000-01-01,32812.3
2000-02-01,32214.5
2000-03-01,33753.5
2000-04-01,31926.5
2000-05-01,32412.1
2000-06-01,34827.1
2000-07-01,36062.4
2000-08-01,35636.4
2000-09-01,35899.6
2000-10-01,34551.2
2000-11-01,29667.8
2000-12-01,34375.9
2001-01-01,35935.8
2001-02-01,32239.7
2001-03-01,30363.1
2001-04-01,29691.1
2001-05-01,32045.6
2001-06-01,29918.5
2001-07-01,29215.3
2001-08-01,31426.3
2001-09-01,31249.1
2001-10-01,29433.8
2001-11-01,29164.1
2001-12-01,30353.4
2002-01-01,28867.8
2002-02-01,30268.4
2002-03-01,29973.8
2002-04-01,30972.8
2002-05-01,32171.6
2002-06-01,32159.4
2002-07-01,33792.8
2002-08-01,35061.0
2002-09-01,35434.8
2002-10-01,36462.1
2002-11-01,36738.0
2002-12-01,38074.2
2003-01-01,39034.2
2003-02-01,36984.5
2003-03-01,33823.6
2003-04-01,34492.3
2003-05-01,36391.3
2003-06-01,36893.7
2003-07-01,38265.1
2003-08-01,39561.1
2003-09-01,43141.1
2003-10-01,43517.9
2003-11-01,41890.8
2003-12-01,44963.6
2004-01-01,44389.7
2004-02-01,42898.4
2004-03-01,43106.3
2004-04-01,43667.6
2004-05-01,43896.5
2004-06-01,45557.0
2004-07-01,45266.4
2004-08-01,48889.8
2004-09-01,49741.2
2004-10-01,51816.3
2004-11-01,52841.9
2004-12-01,53756.9
2005-01-01,53940.8
2005-02-01,53448.2
2005-03-01,52407.9
2005-04-01,52379.9
2005-05-01,52289.9
2005-06-01,57573.3
2005-07-01,60760.9
2005-08-01,61485.1
2005-09-01,62974.3
2005-10-01,61276.1
2005-11-01,65536.1
2005-12-01,69994.4
2006-01-01,74400.0
2006-02-01,76428.8
2006-03-01,76719.9
2006-04-01,77449.0
2006-05-01,79927.8
2006-06-01,79295.0
2006-07-01,80986.8
2006-08-01,83509.8
2006-09-01,84053.8
2006-10-01,87701.2
2006-11-01,89127.4
2006-12-01,92336.3
2007-01-01,94813.2
2007-02-01,96567.5
2007-03-01,99516.5
2007-04-01,102144.6
2007-05-01,105535.1
2007-06-01,107225.5
2007-07-01,107631.3
2007-08-01,107671.3
2007-09-01,108261.1
2007-10-01,106523.6
2007-11-01,106114.1
2007-12-01,110992.7
2008-01-01,109361.0
2008-02-01,112147.3
2008-03-01,114502.7
2008-04-01,111708.6
2008-05-01,116612.5
2008-06-01,120213.1
2008-07-01,122551.9
2008-08-01,120644.6
2008-09-01,119331.9
2008-10-01,115164.6
2008-11-01,112313.3
2008-12-01,116916.8
2009-01-01,113683.4
2009-02-01,111467.1
2009-03-01,110870.8
2009-04-01,109031.7
2009-05-01,112284.0
2009-06-01,112056.9
2009-07-01,113283.3
2009-08-01,115275.2
2009-09-01,114193.6
2009-10-01,113782.7
2009-11-01,114934.0
2009-12-01,112226.0
2010-01-01,110513.3
2010-02-01,107005.3
2010-03-01,107659.4
2010-04-01,107384.4
2010-05-01,105488.4
2010-06-01,104271.2
2010-07-01,111627.0
2010-08-01,112891.7
2010-09-01,111875.1
2010-10-01,112273.3
2010-11-01,110425.6
2010-12-01,110010.6
2011-01-01,111374.8
2011-02-01,113298.5
2011-03-01,117687.1
2011-04-01,119285.0
2011-05-01,120716.4
2011-06-01,120006.0
2011-07-01,123267.9
2011-08-01,121746.5
2011-09-01,115094.9
2011-10-01,114987.0
2011-11-01,114337.0
2011-12-01,110504.4
2012-01-01,111405.8
2012-02-01,111771.4
2012-03-01,110844.2
2012-04-01,112645.1
2012-05-01,108877.2
2012-06-01,113203.7
2012-07-01,117638.8
2012-08-01,124903.1
2012-09-01,128192.0
2012-10-01,131783.4
2012-11-01,133893.6
2012-12-01,137493.0
2013-01-01,139676.0
2013-02-01,138010.3
2013-03-01,141859.2
2013-04-01,148935.7
2013-05-01,144353.6
2013-06-01,137386.3
2013-07-01,140222.6
2013-08-01,146451.1
2013-09-01,146323.3
2013-10-01,149155.1
2013-11-01,149594.5
2013-12-01,147880.6
2014-01-01,141694.6
2014-02-01,143268.2
2014-03-01,141691.2
2014-04-01,144356.6
2014-05-01,145153.3
2014-06-01,149368.8
2014-07-01,150427.2
2014-08-01,148708.4
2014-09-01,146729.6
2014-10-01,148291.7
2014-11-01,148125.8
2014-12-01,141818.2
2015-01-01,143932.5
2015-02-01,143301.6
2015-03-01,138184.7
2015-04-01,140735.6
2015-05-01,141567.1
2015-06-01,139135.5
2015-07-01,141003.2
2015-08-01,143337.1
2015-09-01,142228.5
2015-10-01,142316.8
2015-11-01,137857.5
2015-12-01,128041.8
2016-01-01,127094.8
2016-02-01,131955.9
2016-03-01,135317.3
2016-04-01,137289.3
2016-05-01,139618.3
2016-06-01,140844.5
2016-07-01,141762.7
2016-08-01,142298.8
2016-09-01,138294.2
2016-10-01,139519.7
2016-11-01,135976.9
2016-12-01,129524.8
2017-01-01,132018.2
2017-02-01,131104.1
2017-03-01,128684.7
2017-04-01,126755.8
2017-05-01,130709.7
2017-06-01,133596.6
2017-07-01,130974.7
2017-08-01,134953.3
2017-09-01,135045.7
2017-10-01,142184.5
2017-11-01,138977.6
2017-12-01,136159.2
2018-01-01,139760.6
2018-02-01,139740.2
2018-03-01,134566.4
2018-04-01,133509.8
2018-05-01,130853.3
2018-06-01,124252.6
2018-07-01,128643.9
2018-08-01,128131.4
2018-09-01,127046.8
2018-10-01,129023.4
2018-11-01,131068.4
2018-12-01,130434.9
2019-01-01,149896.0
2019-02-01,139274.6
2019-03-01,138869.8
2019-04-01,137353.5
2019-05-01,136421.0
2019-06-01,135123.0
2019-07-01,139845.4
2019-08-01,142171.5
2019-09-01,143191.7
2019-10-01,142346.8
2019-11-01,141665.7
2019-12-01,144858.4
2020-01-01,141668.2
2020-02-01,143026.5
2020-03-01,127037.8
2020-04-01,122838.3
2020-05-01,127902.3
2020-06-01,126314.8
2020-07-01,129320.0
2020-08-01,124714.6
2020-09-01,118358.2
2020-10-01,120421.3
2020-11-01,119935.2
2020-12-01,128024.8
2021-01-01,137187.7
2021-02-01,135949.7
2021-03-01,132342.8
2021-04-01,132011.3
2021-05-01,136900.3
2021-06-01,141697.0
2021-07-01,149257.4
2021-08-01,161059.3
2021-09-01,164205.4
2021-10-01,166892.0
2021-11-01,167608.7
2021-12-01,156686.4
2022-01-01,153016.1
2022-02-01,154199.0
2022-03-01,152092.8
2022-04-01,150046.4
2022-05-01,146596.8
2022-06-01,143472.2
2022-07-01,147389.4
2022-08-01,155357.2
2022-09-01,153001.4
2022-10-01,158935.4
2022-11-01,163684.3
2022-12-01,166411.7
2023-01-01,165120.2
2023-02-01,157034.1
2023-03-01,161121.3
2023-04-01,153851.5
2023-05-01,139157.6
2023-06-01,152326.4
2023-07-01,154685.0
2023-08-01,159596.4
2023-09-01,161351.0
2023-10-01,164829.6
2023-11-01,176008.7
2023-12-01,180522.5
2024-01-01,172261.8
2024-02-01,167743.9
2024-03-01,161980.5
2024-04-01,166334.5
2024-05-01,181864.0
2024-06-01,185138.6
2024-07-01,188646.1
2024-08-01,190992.4
2024-09-01,193449.1
2024-10-01,199114.3
2024-11-01,195719.4
2024-12-01,194596.0
2025-01-01,203366.5
2025-02-01,204216.2
2025-03-01,201669.0
2025-04-01,182306.4
2025-05-01,192566.7
2025-06-01,197008.2
2025-07-01,210079.5
