Tarih,TP_KALANVADE_K19
2016-04-01,6999.0
2016-05-01,7060.0
2016-06-01,7100.0
2016-07-01,5907.0
2016-08-01,5788.0
2016-09-01,5677.0
2016-10-01,5770.0
2016-11-01,5449.0
2016-12-01,5446.0
2017-01-01,5358.0
2017-02-01,5235.0
2017-03-01,5055.0
2017-04-01,5576.0
2017-05-01,5802.0
2017-06-01,6148.0
2017-07-01,6846.0
2017-08-01,6919.0
2017-09-01,6722.0
2017-10-01,6861.0
2017-11-01,6993.0
2017-12-01,6776.0
2018-01-01,6906.0
2018-02-01,6652.0
2018-03-01,6052.0
2018-04-01,6346.0
2018-05-01,6124.0
2018-06-01,5478.0
2018-07-01,6173.0
2018-08-01,5680.0
2018-09-01,6146.0
2018-10-01,6076.0
2018-11-01,6300.0
2018-12-01,7612.0
2019-01-01,7555.0
2019-02-01,7520.0
2019-03-01,7238.0
2019-04-01,7453.0
2019-05-01,7413.0
2019-06-01,7581.0
2019-07-01,6792.0
2019-08-01,6752.0
2019-09-01,6150.0
2019-10-01,6046.0
2019-11-01,5863.0
2019-12-01,5565.0
2020-01-01,5270.0
2020-02-01,4857.0
2020-03-01,4984.0
2020-04-01,4785.0
2020-05-01,4479.0
2020-06-01,4559.0
2020-07-01,4491.0
2020-08-01,4320.0
2020-09-01,4239.0
2020-10-01,4232.0
2020-11-01,4733.0
2020-12-01,4947.0
2021-01-01,4809.0
2021-02-01,4844.0
2021-03-01,4583.0
2021-04-01,4448.0
2021-05-01,4178.0
2021-06-01,4103.0
2021-07-01,4673.0
2021-08-01,4306.0
2021-09-01,4240.0
2021-10-01,4216.0
2021-11-01,4002.0
2021-12-01,4948.0
2022-01-01,5465.0
2022-02-01,5400.0
2022-03-01,5580.0
2022-04-01,5407.0
2022-05-01,5427.0
2022-06-01,5318.0
2022-07-01,4536.0
2022-08-01,4362.0
2022-09-01,4364.0
2022-10-01,4243.0
2022-11-01,4212.0
2022-12-01,3775.0
2023-01-01,3319.0
2023-02-01,3730.0
2023-03-01,3765.0
2023-04-01,3743.0
2023-05-01,3980.0
2023-06-01,4068.0
2023-07-01,4177.0
2023-08-01,4156.0
2023-09-01,4085.0
2023-10-01,3966.0
2023-11-01,4452.0
2023-12-01,4420.0
2024-01-01,4098.0
2024-02-01,3719.0
2024-03-01,3537.0
2024-04-01,3685.0
2024-05-01,4047.0
2024-06-01,4406.0
2024-07-01,4233.0
2024-08-01,4598.0
2024-09-01,4972.0
2024-10-01,5427.0
2024-11-01,5759.0
2024-12-01,5553.0
2025-01-01,5947.0
2025-02-01,5836.0
2025-03-01,5948.0
2025-04-01,5948.0
2025-05-01,6273.0
2025-06-01,6290.0
2025-07-01,6364.0
2025-08-01,6891.0
