Tarih,TP_KALANVADE_K8
2016-04-01,18729.0
2016-05-01,19597.0
2016-06-01,17242.0
2016-07-01,17201.0
2016-08-01,17347.0
2016-09-01,16738.0
2016-10-01,16690.0
2016-11-01,17615.0
2016-12-01,17251.0
2017-01-01,17994.0
2017-02-01,18733.0
2017-03-01,18256.0
2017-04-01,18335.0
2017-05-01,17402.0
2017-06-01,18848.0
2017-07-01,17875.0
2017-08-01,18269.0
2017-09-01,18495.0
2017-10-01,18086.0
2017-11-01,17686.0
2017-12-01,16767.0
2018-01-01,17181.0
2018-02-01,17139.0
2018-03-01,17223.0
2018-04-01,18409.0
2018-05-01,17938.0
2018-06-01,17283.0
2018-07-01,18150.0
2018-08-01,18041.0
2018-09-01,16818.0
2018-10-01,15164.0
2018-11-01,13400.0
2018-12-01,13016.0
2019-01-01,13469.0
2019-02-01,13196.0
2019-03-01,13193.0
2019-04-01,14821.0
2019-05-01,12808.0
2019-06-01,13179.0
2019-07-01,13890.0
2019-08-01,13670.0
2019-09-01,13208.0
2019-10-01,13360.0
2019-11-01,13509.0
2019-12-01,13671.0
2020-01-01,13578.0
2020-02-01,13730.0
2020-03-01,11284.0
2020-04-01,11269.0
2020-05-01,11181.0
2020-06-01,10377.0
2020-07-01,11118.0
2020-08-01,12180.0
2020-09-01,11547.0
2020-10-01,12535.0
2020-11-01,12287.0
2020-12-01,13241.0
2021-01-01,14602.0
2021-02-01,14594.0
2021-03-01,14494.0
2021-04-01,13841.0
2021-05-01,14293.0
2021-06-01,14375.0
2021-07-01,14467.0
2021-08-01,14676.0
2021-09-01,15114.0
2021-10-01,15499.0
2021-11-01,15389.0
2021-12-01,15631.0
2022-01-01,16469.0
2022-02-01,16101.0
2022-03-01,16703.0
2022-04-01,16891.0
2022-05-01,17488.0
2022-06-01,18120.0
2022-07-01,17671.0
2022-08-01,17852.0
2022-09-01,17792.0
2022-10-01,18410.0
2022-11-01,19060.0
2022-12-01,16811.0
2023-01-01,17152.0
2023-02-01,16381.0
2023-03-01,16890.0
2023-04-01,17228.0
2023-05-01,17015.0
2023-06-01,18328.0
2023-07-01,18982.0
2023-08-01,18590.0
2023-09-01,18053.0
2023-10-01,18512.0
2023-11-01,19081.0
2023-12-01,20705.0
2024-01-01,20421.0
2024-02-01,20316.0
2024-03-01,20296.0
2024-04-01,20951.0
2024-05-01,20529.0
2024-06-01,19694.0
2024-07-01,19570.0
2024-08-01,20085.0
2024-09-01,19791.0
2024-10-01,18835.0
2024-11-01,18794.0
2024-12-01,18725.0
2025-01-01,18001.0
2025-02-01,18261.0
2025-03-01,18465.0
2025-04-01,19020.0
2025-05-01,18788.0
2025-06-01,19053.0
2025-07-01,19511.0
2025-08-01,19813.0
