Tarih,TP_KALANVADE_K6
2016-04-01,50555.0
2016-05-01,50215.0
2016-06-01,51948.0
2016-07-01,52076.0
2016-08-01,50628.0
2016-09-01,49855.0
2016-10-01,50124.0
2016-11-01,50260.0
2016-12-01,49290.0
2017-01-01,49909.0
2017-02-01,49927.0
2017-03-01,51421.0
2017-04-01,49541.0
2017-05-01,47846.0
2017-06-01,49616.0
2017-07-01,48993.0
2017-08-01,50040.0
2017-09-01,49590.0
2017-10-01,51695.0
2017-11-01,49166.0
2017-12-01,50925.0
2018-01-01,52389.0
2018-02-01,52908.0
2018-03-01,50425.0
2018-04-01,51950.0
2018-05-01,51011.0
2018-06-01,52328.0
2018-07-01,52992.0
2018-08-01,51125.0
2018-09-01,47602.0
2018-10-01,46327.0
2018-11-01,45511.0
2018-12-01,44157.0
2019-01-01,43626.0
2019-02-01,43336.0
2019-03-01,43810.0
2019-04-01,40512.0
2019-05-01,40257.0
2019-06-01,40337.0
2019-07-01,37979.0
2019-08-01,36006.0
2019-09-01,35886.0
2019-10-01,32555.0
2019-11-01,32641.0
2019-12-01,33192.0
2020-01-01,31034.0
2020-02-01,28612.0
2020-03-01,28860.0
2020-04-01,30037.0
2020-05-01,28713.0
2020-06-01,32308.0
2020-07-01,33906.0
2020-08-01,34322.0
2020-09-01,35768.0
2020-10-01,35337.0
2020-11-01,36090.0
2020-12-01,36940.0
2021-01-01,37059.0
2021-02-01,36723.0
2021-03-01,34702.0
2021-04-01,35187.0
2021-05-01,34745.0
2021-06-01,39680.0
2021-07-01,38939.0
2021-08-01,37945.0
2021-09-01,37954.0
2021-10-01,38423.0
2021-11-01,38653.0
2021-12-01,39904.0
2022-01-01,40879.0
2022-02-01,40058.0
2022-03-01,41963.0
2022-04-01,40209.0
2022-05-01,39436.0
2022-06-01,37834.0
2022-07-01,38172.0
2022-08-01,38626.0
2022-09-01,37229.0
2022-10-01,36026.0
2022-11-01,35010.0
2022-12-01,34708.0
2023-01-01,34238.0
2023-02-01,34212.0
2023-03-01,33948.0
2023-04-01,35170.0
2023-05-01,35877.0
2023-06-01,37607.0
2023-07-01,37877.0
2023-08-01,38650.0
2023-09-01,40680.0
2023-10-01,41858.0
2023-11-01,44714.0
2023-12-01,43768.0
2024-01-01,43276.0
2024-02-01,45680.0
2024-03-01,47235.0
2024-04-01,44143.0
2024-05-01,45944.0
2024-06-01,49392.0
2024-07-01,50329.0
2024-08-01,50904.0
2024-09-01,52796.0
2024-10-01,54890.0
2024-11-01,55023.0
2024-12-01,43944.0
2025-01-01,48840.0
2025-02-01,47769.0
2025-03-01,49228.0
2025-04-01,44699.0
2025-05-01,41099.0
2025-06-01,39474.0
2025-07-01,39255.0
2025-08-01,43833.0
