Tarih,TP_KALANVADE_K5
2016-04-01,103140.0
2016-05-01,102838.0
2016-06-01,103161.0
2016-07-01,102473.0
2016-08-01,101804.0
2016-09-01,100414.0
2016-10-01,99093.0
2016-11-01,98477.0
2016-12-01,95377.0
2017-01-01,96764.0
2017-02-01,99478.0
2017-03-01,100657.0
2017-04-01,98135.0
2017-05-01,96403.0
2017-06-01,101204.0
2017-07-01,99327.0
2017-08-01,101615.0
2017-09-01,100446.0
2017-10-01,101387.0
2017-11-01,98654.0
2017-12-01,100402.0
2018-01-01,104365.0
2018-02-01,105599.0
2018-03-01,102856.0
2018-04-01,105640.0
2018-05-01,102493.0
2018-06-01,102061.0
2018-07-01,103085.0
2018-08-01,98402.0
2018-09-01,94314.0
2018-10-01,92860.0
2018-11-01,92046.0
2018-12-01,90051.0
2019-01-01,91771.0
2019-02-01,91189.0
2019-03-01,91489.0
2019-04-01,88356.0
2019-05-01,86040.0
2019-06-01,87233.0
2019-07-01,86485.0
2019-08-01,83749.0
2019-09-01,83263.0
2019-10-01,80474.0
2019-11-01,80714.0
2019-12-01,81582.0
2020-01-01,80875.0
2020-02-01,78872.0
2020-03-01,75864.0
2020-04-01,76452.0
2020-05-01,76381.0
2020-06-01,79104.0
2020-07-01,82202.0
2020-08-01,84627.0
2020-09-01,83580.0
2020-10-01,82929.0
2020-11-01,83548.0
2020-12-01,86015.0
2021-01-01,88707.0
2021-02-01,89266.0
2021-03-01,84184.0
2021-04-01,85067.0
2021-05-01,85322.0
2021-06-01,83844.0
2021-07-01,84063.0
2021-08-01,83917.0
2021-09-01,83169.0
2021-10-01,82523.0
2021-11-01,79602.0
2021-12-01,80193.0
2022-01-01,82904.0
2022-02-01,83413.0
2022-03-01,85689.0
2022-04-01,83949.0
2022-05-01,83304.0
2022-06-01,82750.0
2022-07-01,82741.0
2022-08-01,83733.0
2022-09-01,83612.0
2022-10-01,83917.0
2022-11-01,85174.0
2022-12-01,84083.0
2023-01-01,86652.0
2023-02-01,86882.0
2023-03-01,89046.0
2023-04-01,90155.0
2023-05-01,89497.0
2023-06-01,90125.0
2023-07-01,91075.0
2023-08-01,91750.0
2023-09-01,92776.0
2023-10-01,95017.0
2023-11-01,98618.0
2023-12-01,99615.0
2024-01-01,100021.0
2024-02-01,101650.0
2024-03-01,103205.0
2024-04-01,102681.0
2024-05-01,105642.0
2024-06-01,107331.0
2024-07-01,109449.0
2024-08-01,109549.0
2024-09-01,111556.0
2024-10-01,114240.0
2024-11-01,112790.0
2024-12-01,101471.0
2025-01-01,107893.0
2025-02-01,105942.0
2025-03-01,108455.0
2025-04-01,104820.0
2025-05-01,103064.0
2025-06-01,101854.0
2025-07-01,103817.0
2025-08-01,107255.0
