Tarih,TP_KALANVADE_K16
2016-04-01,28981.0
2016-05-01,29288.0
2016-06-01,28283.0
2016-07-01,27233.0
2016-08-01,27290.0
2016-09-01,26895.0
2016-10-01,26769.0
2016-11-01,26727.0
2016-12-01,24271.0
2017-01-01,23615.0
2017-02-01,23567.0
2017-03-01,22451.0
2017-04-01,24368.0
2017-05-01,25240.0
2017-06-01,25214.0
2017-07-01,26012.0
2017-08-01,26970.0
2017-09-01,25554.0
2017-10-01,25943.0
2017-11-01,25907.0
2017-12-01,25641.0
2018-01-01,27063.0
2018-02-01,27527.0
2018-03-01,26039.0
2018-04-01,25070.0
2018-05-01,25088.0
2018-06-01,24969.0
2018-07-01,25664.0
2018-08-01,24933.0
2018-09-01,25666.0
2018-10-01,25229.0
2018-11-01,25358.0
2018-12-01,26539.0
2019-01-01,26081.0
2019-02-01,25470.0
2019-03-01,24615.0
2019-04-01,25324.0
2019-05-01,25812.0
2019-06-01,26221.0
2019-07-01,25497.0
2019-08-01,24362.0
2019-09-01,24310.0
2019-10-01,24829.0
2019-11-01,24783.0
2019-12-01,23324.0
2020-01-01,23017.0
2020-02-01,22475.0
2020-03-01,23694.0
2020-04-01,21956.0
2020-05-01,20654.0
2020-06-01,19703.0
2020-07-01,18696.0
2020-08-01,18605.0
2020-09-01,17973.0
2020-10-01,16959.0
2020-11-01,17657.0
2020-12-01,18769.0
2021-01-01,18563.0
2021-02-01,18658.0
2021-03-01,16359.0
2021-04-01,16139.0
2021-05-01,15583.0
2021-06-01,15342.0
2021-07-01,15935.0
2021-08-01,15293.0
2021-09-01,14435.0
2021-10-01,15420.0
2021-11-01,14188.0
2021-12-01,14747.0
2022-01-01,15434.0
2022-02-01,15394.0
2022-03-01,17822.0
2022-04-01,18729.0
2022-05-01,18968.0
2022-06-01,19495.0
2022-07-01,18572.0
2022-08-01,18440.0
2022-09-01,18201.0
2022-10-01,18244.0
2022-11-01,18895.0
2022-12-01,20368.0
2023-01-01,18971.0
2023-02-01,19491.0
2023-03-01,18257.0
2023-04-01,17266.0
2023-05-01,17370.0
2023-06-01,17306.0
2023-07-01,18102.0
2023-08-01,18316.0
2023-09-01,18196.0
2023-10-01,18981.0
2023-11-01,21433.0
2023-12-01,19275.0
2024-01-01,18349.0
2024-02-01,18854.0
2024-03-01,19945.0
2024-04-01,19897.0
2024-05-01,20118.0
2024-06-01,20523.0
2024-07-01,20511.0
2024-08-01,20900.0
2024-09-01,22178.0
2024-10-01,22173.0
2024-11-01,21032.33
2024-12-01,18830.0
2025-01-01,19787.0
2025-02-01,19566.0
2025-03-01,19202.0
2025-04-01,19854.0
2025-05-01,20880.0
2025-06-01,19770.0
2025-07-01,20501.0
2025-08-01,22121.0
