Tarih,TP_KALANVADE_K15
2016-04-01,3666.0
2016-05-01,3495.0
2016-06-01,3582.0
2016-07-01,3577.0
2016-08-01,3592.0
2016-09-01,3628.0
2016-10-01,3609.0
2016-11-01,3672.0
2016-12-01,3667.0
2017-01-01,3610.0
2017-02-01,3623.0
2017-03-01,3636.0
2017-04-01,3659.0
2017-05-01,3748.0
2017-06-01,3802.0
2017-07-01,3870.0
2017-08-01,3947.0
2017-09-01,3767.0
2017-10-01,3976.0
2017-11-01,4050.0
2017-12-01,4172.0
2018-01-01,4280.0
2018-02-01,4264.0
2018-03-01,4408.0
2018-04-01,4469.0
2018-05-01,4408.0
2018-06-01,4391.0
2018-07-01,4468.0
2018-08-01,4525.0
2018-09-01,5065.0
2018-10-01,5895.0
2018-11-01,6734.0
2018-12-01,7773.0
2019-01-01,8601.0
2019-02-01,9570.0
2019-03-01,10520.0
2019-04-01,11385.0
2019-05-01,12270.0
2019-06-01,13610.0
2019-07-01,13862.0
2019-08-01,11605.0
2019-09-01,12205.0
2019-10-01,8167.0
2019-11-01,4916.0
2019-12-01,5075.0
2020-01-01,4523.0
2020-02-01,4151.0
2020-03-01,3926.0
2020-04-01,3608.0
2020-05-01,3358.0
2020-06-01,3315.0
2020-07-01,3323.0
2020-08-01,3168.0
2020-09-01,3139.0
2020-10-01,2926.0
2020-11-01,2812.0
2020-12-01,3016.0
2021-01-01,2747.0
2021-02-01,2723.0
2021-03-01,2801.0
2021-04-01,2786.0
2021-05-01,2665.0
2021-06-01,2661.0
2021-07-01,2636.0
2021-08-01,2658.0
2021-09-01,2736.0
2021-10-01,2770.0
2021-11-01,2819.0
2021-12-01,2917.0
2022-01-01,3046.0
2022-02-01,3202.0
2022-03-01,3577.0
2022-04-01,3209.0
2022-05-01,2835.0
2022-06-01,2656.0
2022-07-01,2609.0
2022-08-01,2717.0
2022-09-01,2700.0
2022-10-01,2691.0
2022-11-01,2721.0
2022-12-01,2770.0
2023-01-01,2985.0
2023-02-01,2968.0
2023-03-01,3008.0
2023-04-01,2754.0
2023-05-01,2778.0
2023-06-01,2849.0
2023-07-01,3054.0
2023-08-01,2979.0
2023-09-01,2852.0
2023-10-01,2709.0
2023-11-01,2825.0
2023-12-01,3245.0
2024-01-01,3639.0
2024-02-01,3390.0
2024-03-01,3075.0
2024-04-01,2913.0
2024-05-01,3021.0
2024-06-01,3231.0
2024-07-01,4249.0
2024-08-01,3561.0
2024-09-01,3589.0
2024-10-01,3312.0
2024-11-01,4058.0
2024-12-01,4641.0
2025-01-01,4525.0
2025-02-01,4859.0
2025-03-01,4682.0
2025-04-01,4685.0
2025-05-01,4477.0
2025-06-01,4409.0
2025-07-01,4601.0
2025-08-01,4720.0
