Tarih,TP_DT_IH_FIY_D04_2010
2016-03-01,96.4464863288
2016-04-01,99.1617299878
2016-05-01,102.7793315504
2016-06-01,104.2470244951
2016-07-01,101.2150079074
2016-08-01,103.8591236352
2016-09-01,104.0344599755
2016-10-01,102.3465602331
2016-11-01,99.826293942
2016-12-01,98.2203764068
2017-01-01,96.3988352006
2017-02-01,94.5529662053
2017-03-01,97.0266104916
2017-04-01,97.8831320681
2017-05-01,101.5088091367
2017-06-01,103.6029769796
2017-07-01,106.7565220092
2017-08-01,111.7401507179
2017-09-01,111.7645565771
2017-10-01,108.5023614371
2017-11-01,107.4370473277
2017-12-01,107.1105354244
2018-01-01,108.3506770214
2018-02-01,119.9637068957
2018-03-01,116.7358327545
2018-04-01,116.0636713381
2018-05-01,110.8847209584
2018-06-01,109.619011828
2018-07-01,110.1833823085
2018-08-01,110.0011054128
2018-09-01,110.70046673
2018-10-01,107.4728900734
2018-11-01,105.1556626843
2018-12-01,105.5622176971
2019-01-01,109.5029174857
2019-02-01,109.8232831732
2019-03-01,110.8633878703
2019-04-01,108.559029764
2019-05-01,109.2331065128
2019-06-01,113.8067431983
2019-07-01,112.3406949767
2019-08-01,111.6403840534
2019-09-01,110.4346086142
2019-10-01,109.1511705475
2019-11-01,109.4484269415
2019-12-01,109.8115057761
2020-01-01,110.1230272363
2020-02-01,110.4509762256
2020-03-01,111.9334777041
2020-04-01,110.3860984698
2020-05-01,110.3404290287
2020-06-01,113.5837453119
2020-07-01,114.9599123598
2020-08-01,119.9681617682
2020-09-01,119.1525738223
2020-10-01,117.0490121556
2020-11-01,116.1872226316
2020-12-01,119.4323049665
2021-01-01,120.0523055194
2021-02-01,118.569532968
2021-03-01,119.221306013
2021-04-01,118.9790239026
2021-05-01,117.0423953009
2021-06-01,124.5929746366
2021-07-01,120.577093489
2021-08-01,119.1328402839
2021-09-01,121.1098311635
2021-10-01,120.1779317346
2021-11-01,121.1030052482
2021-12-01,116.9454204852
2022-01-01,118.6836588535
2022-02-01,118.1856061697
2022-03-01,116.1256219586
2022-04-01,118.8179955601
2022-05-01,115.4827704248
2022-06-01,116.4836574187
2022-07-01,107.4423131144
2022-08-01,111.8126847521
2022-09-01,113.2979195365
2022-10-01,115.7106231326
2022-11-01,119.770997108
2022-12-01,125.4876075653
2023-01-01,127.8252436549
2023-02-01,127.1371496957
2023-03-01,126.5962007394
2023-04-01,127.3324016735
2023-05-01,126.7509172609
2023-06-01,126.9882244922
2023-07-01,126.5937116576
2023-08-01,126.8801884012
2023-09-01,124.511439759
2023-10-01,120.8235399088
2023-11-01,122.9722021663
2023-12-01,126.7129003567
2024-01-01,130.0413758151
2024-02-01,131.2845844024
2024-03-01,130.7114027286
2024-04-01,131.3107772232
2024-05-01,135.462270769
2024-06-01,132.2270104928
2024-07-01,134.0830204634
2024-08-01,138.8797548374
2024-09-01,141.3325608874
2024-10-01,136.4583045915
2024-11-01,139.3955778153
2024-12-01,140.312459015
2025-01-01,136.3863130035
2025-02-01,137.147254939
2025-03-01,141.6705539403
2025-04-01,147.740390347
2025-05-01,147.2741065407
2025-06-01,151.533408399
2025-07-01,150.8557460932
2025-08-01,150.0139956532
