Tarih,TP_SEKBILD02B_93
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,22.6
2010-01-01,6.3
2011-01-01,43.3
2012-01-01,43.9
2013-01-01,41.0
2014-01-01,43.8
2015-01-01,41.4
2016-01-01,39.0
2017-01-01,32.6
2018-01-01,38.1
2019-01-01,32.0
2020-01-01,28.1
2021-01-01,35.2
2022-01-01,37.2
2023-01-01,26.2
