Tarih,TP_API_TREP_TL_G1
2000-01-01,
2000-01-02,
2000-01-03,
2000-01-04,
2000-01-05,
2000-01-06,
2000-01-07,
2000-01-08,
2000-01-09,
2000-01-10,
2000-01-11,
2000-01-12,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-01-02,73499.3
2001-01-03,5194469.7
2001-01-04,20246847.6
2001-01-05,41587280.5
2001-01-06,38213800.7
2001-01-07,45125763.2
2001-01-08,18638901.2
2001-01-09,13170935.0
2001-01-10,12554445.3
2001-01-11,9218453.4
2001-01-12,10877954.2
2001-02-01,73499.3
2001-03-01,5194469.7
2001-04-01,20246847.6
2001-05-01,41587280.5
2001-06-01,38213800.7
2001-07-01,45125763.2
2001-08-01,18638901.2
2001-09-01,13170935.0
2001-10-01,12554445.3
2001-11-01,9218453.4
2001-12-01,10877954.2
2002-01-01,5386473.9
2002-01-02,3772981.0
2002-01-03,7444965.0
2002-01-04,8904964.0
2002-01-05,19670913.0
2002-01-06,28442314.0
2002-01-07,35397856.0
2002-01-08,26508372.0
2002-01-09,39978784.0
2002-01-10,30054837.0
2002-01-11,46120500.0
2002-01-12,38110500.0
2002-02-01,3772981.0
2002-03-01,7444965.0
2002-04-01,8904964.0
2002-05-01,19670913.0
2002-06-01,28442314.0
2002-07-01,35397856.0
2002-08-01,26508372.0
2002-09-01,39978784.0
2002-10-01,30054837.0
2002-11-01,46120500.0
2002-12-01,38110500.0
2003-01-01,62355500.0
2003-01-02,30856000.0
2003-01-03,37817000.0
2003-01-04,26994000.0
2003-01-05,10036000.0
2003-01-06,7870500.0
2003-01-07,15601000.0
2003-01-08,23443000.0
2003-01-09,42225000.0
2003-01-10,63596500.0
2003-01-11,32048000.0
2003-01-12,33062000.0
2003-02-01,30856000.0
2003-03-01,37817000.0
2003-04-01,26994000.0
2003-05-01,10036000.0
2003-06-01,7870500.0
2003-07-01,15601000.0
2003-08-01,23443000.0
2003-09-01,42225000.0
2003-10-01,63596500.0
2003-11-01,32048000.0
2003-12-01,33062000.0
2004-01-01,9687000.0
2004-01-02,30518000.0
2004-01-03,39330000.0
2004-01-04,40479500.0
2004-01-05,45658000.0
2004-01-06,32211000.0
2004-01-07,14321000.0
2004-01-08,21426500.0
2004-01-09,27139500.0
2004-01-10,12776500.0
2004-01-11,21255500.0
2004-01-12,7858500.0
2004-02-01,30518000.0
2004-03-01,39330000.0
2004-04-01,40479500.0
2004-05-01,45658000.0
2004-06-01,32211000.0
2004-07-01,14321000.0
2004-08-01,21426500.0
2004-09-01,27139500.0
2004-10-01,12776500.0
2004-11-01,21255500.0
2004-12-01,7858500.0
2005-01-01,2453000.0
2005-01-02,1761000.0
2005-01-03,21852000.0
2005-01-04,15635500.0
2005-01-05,3157000.0
2005-01-06,4754500.0
2005-01-07,13705500.0
2005-01-08,5773000.0
2005-01-09,
2005-01-10,38563000.0
2005-01-11,24426000.0
2005-01-12,7142000.0
2005-02-01,1761000.0
2005-03-01,21852000.0
2005-04-01,15635500.0
2005-05-01,3157000.0
2005-06-01,4754500.0
2005-07-01,13705500.0
2005-08-01,5773000.0
2005-09-01,
2005-10-01,38563000.0
2005-11-01,24426000.0
2005-12-01,7142000.0
2006-01-01,18396500.0
2006-01-02,46738000.0
2006-01-03,118304500.0
2006-01-04,135488500.0
2006-01-05,129441000.0
2006-01-06,89367000.0
2006-01-07,27084000.0
2006-01-08,26090500.0
2006-01-09,8050000.0
2006-01-10,48292500.0
2006-01-11,17382500.0
2006-01-12,3251000.0
2006-02-01,46738000.0
2006-03-01,118304500.0
2006-04-01,135488500.0
2006-05-01,129441000.0
2006-06-01,89367000.0
2006-07-01,27084000.0
2006-08-01,26090500.0
2006-09-01,8050000.0
2006-10-01,48292500.0
2006-11-01,17382500.0
2006-12-01,3251000.0
2007-01-01,30987500.0
2007-01-02,17511500.0
2007-01-03,3462500.0
2007-01-04,14424500.0
2007-01-05,47379000.0
2007-01-06,8056500.0
2007-01-07,64231500.0
2007-01-08,46947500.0
2007-01-09,34349000.0
2007-01-10,51161500.0
2007-01-11,30597000.0
2007-01-12,10104000.0
2007-02-01,17511500.0
2007-03-01,3462500.0
2007-04-01,14424500.0
2007-05-01,47379000.0
2007-06-01,8056500.0
2007-07-01,64231500.0
2007-08-01,46947500.0
2007-09-01,34349000.0
2007-10-01,51161500.0
2007-11-01,30597000.0
2007-12-01,10104000.0
2008-01-01,22593500.0
2008-01-02,1627000.0
2008-01-03,6859000.0
2008-01-04,17662500.0
2008-01-05,2427500.0
2008-01-06,7576500.0
2008-01-07,20583000.0
2008-01-08,22253000.0
2008-01-09,22509000.0
2008-01-10,48900500.0
2008-01-11,99299500.0
2008-01-12,59814000.0
2008-02-01,1627000.0
2008-03-01,6859000.0
2008-04-01,17662500.0
2008-05-01,2427500.0
2008-06-01,7576500.0
2008-07-01,20583000.0
2008-08-01,22253000.0
2008-09-01,22509000.0
2008-10-01,48900500.0
2008-11-01,99299500.0
2008-12-01,59814000.0
2009-01-01,68075000.0
2009-01-02,101112000.0
2009-01-03,72930000.0
2009-01-04,79967500.0
2009-01-05,37706000.0
2009-01-06,62221500.0
2009-01-07,62262000.0
2009-01-08,50697000.0
2009-01-09,40158000.0
2009-01-10,27295000.0
2009-01-11,44883000.0
2009-01-12,41018000.0
2009-02-01,101112000.0
2009-03-01,72930000.0
2009-04-01,79967500.0
2009-05-01,37706000.0
2009-06-01,62221500.0
2009-07-01,62262000.0
2009-08-01,50697000.0
2009-09-01,40158000.0
2009-10-01,27295000.0
2009-11-01,44883000.0
2009-12-01,41018000.0
2010-01-01,54431000.0
2010-01-02,24960500.0
2010-01-03,35372500.0
2010-01-04,33357000.0
2010-01-05,32501000.0
2010-01-06,9217500.0
2010-01-07,12813500.0
2010-01-08,125000.0
2010-01-09,2428000.0
2010-01-10,529000.0
2010-01-11,765000.0
2010-01-12,
2010-02-01,24960500.0
2010-03-01,35372500.0
2010-04-01,33357000.0
2010-05-01,32501000.0
2010-06-01,9217500.0
2010-07-01,12813500.0
2010-08-01,125000.0
2010-09-01,2428000.0
2010-10-01,529000.0
2010-11-01,765000.0
2010-12-01,
2011-01-01,
2011-01-02,
2011-01-03,
2011-01-04,1716000.0
2011-01-05,
2011-01-06,
2011-01-07,
2011-01-08,
2011-01-09,1238500.0
2011-01-10,
2011-01-11,59000.0
2011-01-12,
2011-02-01,
2011-03-01,
2011-04-01,1716000.0
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,1238500.0
2011-10-01,
2011-11-01,59000.0
2011-12-01,
2012-01-01,
2012-01-02,15000.0
2012-01-03,5000.0
2012-01-04,
2012-01-05,
2012-01-06,
2012-01-07,7000.0
2012-01-08,19744500.0
2012-01-09,20918000.0
2012-01-10,43372000.0
2012-01-11,49481000.0
2012-01-12,13466000.0
2012-02-01,15000.0
2012-03-01,5000.0
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,7000.0
2012-08-01,19744500.0
2012-09-01,20918000.0
2012-10-01,43372000.0
2012-11-01,49481000.0
2012-12-01,13466000.0
2013-01-01,34410000.0
2013-01-02,11870000.0
2013-01-03,72500.0
2013-01-04,859500.0
2013-01-05,12043000.0
2013-01-06,
2013-01-07,
2013-01-08,
2013-01-09,
2013-01-10,
2013-01-11,
2013-01-12,
2013-02-01,11870000.0
2013-03-01,72500.0
2013-04-01,859500.0
2013-05-01,12043000.0
2013-06-01,
2013-07-01,
2013-08-01,
2013-09-01,
2013-10-01,
2013-11-01,
2013-12-01,
2014-01-01,
2014-01-02,2000.0
2014-01-03,
2014-01-04,64000.0
2014-01-05,55000.0
2014-01-06,880000.0
2014-01-07,4217000.0
2014-01-08,9856000.0
2014-01-09,3505000.0
2014-01-10,
2014-01-11,
2014-01-12,
2014-02-01,2000.0
2014-03-01,
2014-04-01,64000.0
2014-05-01,55000.0
2014-06-01,880000.0
2014-07-01,4217000.0
2014-08-01,9856000.0
2014-09-01,3505000.0
2014-10-01,
2014-11-01,
2014-12-01,
2015-01-01,
2015-01-02,
2015-01-03,
2015-01-04,
2015-01-05,
2015-01-06,
2015-01-07,
2015-01-08,
2015-01-09,
2015-01-10,1000.0
2015-01-11,
2015-01-12,
2015-02-01,
2015-03-01,
2015-04-01,
2015-05-01,
2015-06-01,
2015-07-01,
2015-08-01,
2015-09-01,
2015-10-01,1000.0
2015-11-01,
2015-12-01,
2016-01-01,
2016-01-02,
2016-01-03,
2016-01-04,
2016-01-05,
2016-01-06,
2016-01-07,1000.0
2016-01-08,3500.0
2016-01-09,3500.0
2016-01-10,5000.0
2016-01-11,17500.0
2016-01-12,4000.0
2016-02-01,
2016-03-01,
2016-04-01,
2016-05-01,
2016-06-01,
2016-07-01,1000.0
2016-08-01,3500.0
2016-09-01,3500.0
2016-10-01,5000.0
2016-11-01,17500.0
2016-12-01,4000.0
2017-01-01,
2017-01-02,
2017-01-03,
2017-01-04,
2017-01-05,
2017-01-06,
2017-01-07,
2017-01-08,
2017-01-09,
2017-01-10,
2017-01-11,
2017-01-12,
2017-02-01,
2017-03-01,
2017-04-01,
2017-05-01,
2017-06-01,
2017-07-01,
2017-08-01,
2017-09-01,
2017-10-01,
2017-11-01,
2017-12-01,
2018-01-01,
2018-01-02,
2018-01-03,
2018-01-04,
2018-01-05,
2018-01-06,8345000.0
2018-01-07,2804000.0
2018-01-08,2106000.0
2018-01-09,3267500.0
2018-01-10,2942700.0
2018-01-11,1978500.0
2018-01-12,1552500.0
2018-02-01,
2018-03-01,
2018-04-01,
2018-05-01,
2018-06-01,8345000.0
2018-07-01,2804000.0
2018-08-01,2106000.0
2018-09-01,3267500.0
2018-10-01,2942700.0
2018-11-01,1978500.0
2018-12-01,1552500.0
2019-01-01,13500.0
2019-01-02,
2019-01-03,216500.0
2019-01-04,
2019-01-05,
2019-01-06,150000.0
2019-01-07,4801500.0
2019-01-08,4760500.0
2019-01-09,7358000.0
2019-01-10,6008000.0
2019-01-11,6890000.0
2019-01-12,14736500.0
2019-02-01,
2019-03-01,216500.0
2019-04-01,
2019-05-01,
2019-06-01,150000.0
2019-07-01,4801500.0
2019-08-01,4760500.0
2019-09-01,7358000.0
2019-10-01,6008000.0
2019-11-01,6890000.0
2019-12-01,14736500.0
2020-01-01,7263250.0
2020-01-02,3214500.0
2020-01-03,2908450.0
2020-01-04,5568030.0
2020-01-05,2185510.0
2020-01-06,341120.0
2020-01-07,135970.0
2020-01-08,20530.0
2020-01-09,7470.0
2020-01-10,
2020-01-11,10850.0
2020-01-12,231950.0
2020-02-01,3214500.0
2020-03-01,2908450.0
2020-04-01,5568030.0
2020-05-01,2185510.0
2020-06-01,341120.0
2020-07-01,135970.0
2020-08-01,20530.0
2020-09-01,7470.0
2020-10-01,
2020-11-01,10850.0
2020-12-01,231950.0
2021-01-01,737480.0
2021-01-02,2000.0
2021-01-03,437760.0
2021-01-04,7360.0
2021-01-05,321600.0
2021-01-06,452860.0
2021-01-07,3129160.0
2021-01-08,30540.0
2021-01-09,3612000.0
2021-01-10,20620.0
2021-01-11,367430.0
2021-01-12,41620.0
2021-02-01,2000.0
2021-03-01,437760.0
2021-04-01,7360.0
2021-05-01,321600.0
2021-06-01,452860.0
2021-07-01,3129160.0
2021-08-01,30540.0
2021-09-01,3612000.0
2021-10-01,20620.0
2021-11-01,367430.0
2021-12-01,41620.0
2022-01-01,
2022-01-02,4178750.0
2022-01-03,10506150.0
2022-01-04,48040.0
2022-01-05,86450.0
2022-01-06,321590.0
2022-01-07,551910.0
2022-01-08,3234330.0
2022-01-09,705820.0
2022-01-10,1947340.0
2022-01-11,4046730.0
2022-01-12,4500530.0
2022-02-01,4178750.0
2022-03-01,10506150.0
2022-04-01,48040.0
2022-05-01,86450.0
2022-06-01,321590.0
2022-07-01,551910.0
2022-08-01,3234330.0
2022-09-01,705820.0
2022-10-01,1947340.0
2022-11-01,4046730.0
2022-12-01,4500530.0
2023-01-01,1514420.0
2023-01-02,2925820.0
2023-01-03,166190.0
2023-01-04,1584740.0
2023-01-05,284220.0
2023-01-06,24529610.0
2023-01-07,187910270.0
2023-01-08,31197060.0
2023-01-09,166535380.0
2023-01-10,25620470.0
2023-01-11,4979420.0
2023-01-12,1410230.0
2023-02-01,2925820.0
2023-03-01,166190.0
2023-04-01,1584740.0
2023-05-01,284220.0
2023-06-01,24529610.0
2023-07-01,187910270.0
2023-08-01,31197060.0
2023-09-01,166535380.0
2023-10-01,25620470.0
2023-11-01,4979420.0
2023-12-01,1410230.0
2024-01-01,112572350.0
2024-01-02,43595250.0
2024-01-03,1096100.0
2024-01-04,2323210.0
2024-01-05,13259000.0
2024-01-06,23409350.0
2024-01-07,54148930.0
2024-01-08,7187590.0
2024-01-09,63979660.0
2024-01-10,39423420.0
2024-01-11,22193060.0
2024-01-12,9350800.0
2024-02-01,43595250.0
2024-03-01,1096100.0
2024-04-01,2323210.0
2024-05-01,13259000.0
2024-06-01,23409350.0
2024-07-01,54148930.0
2024-08-01,7187590.0
2024-09-01,63979660.0
2024-10-01,39423420.0
2024-11-01,22193060.0
2024-12-01,9350800.0
2025-01-01,54124200.0
2025-01-02,25476750.0
2025-01-03,57643050.0
2025-01-04,5841280.0
2025-01-05,3794160.0
2025-01-06,25979100.0
2025-01-07,34367330.0
2025-01-08,6974090.0
2025-01-09,13499400.0
2025-02-01,25476750.0
2025-03-01,57643050.0
2025-04-01,5841280.0
2025-05-01,3794160.0
2025-06-01,25979100.0
2025-07-01,34367330.0
2025-08-01,6974090.0
2025-09-01,13499400.0
