Tarih,TP_IHRISICREV4_19
2016-10-01,315671.465
2016-11-01,251082.934
2016-12-01,377634.403
2017-01-01,406298.316
2017-02-01,425180.23
2017-03-01,466159.947
2017-04-01,324084.538
2017-05-01,333191.452
2017-06-01,309232.546
2017-07-01,264629.701
2017-08-01,389736.972
2017-09-01,369673.572
2017-10-01,427650.485
2017-11-01,400350.311
2017-12-01,373411.212
2018-01-01,420641.33
2018-02-01,303859.63
2018-03-01,495401.043
2018-04-01,334549.424
2018-05-01,404828.033
2018-06-01,442594.342
2018-07-01,461078.63
2018-08-01,479062.113
2018-09-01,576354.475
2018-10-01,551201.835
2018-11-01,447149.546
2018-12-01,520580.658
2019-01-01,533937.674
2019-02-01,579450.613
2019-03-01,723359.211
2019-04-01,736555.549
2019-05-01,608706.612
2019-06-01,519500.603
2019-07-01,541509.04
2019-08-01,681413.508
2019-09-01,615139.206
2019-10-01,786940.16
2019-11-01,632641.35
2019-12-01,728889.787
2020-01-01,595969.405
2020-02-01,425259.461
2020-03-01,367051.66
2020-04-01,271804.671
2020-05-01,207827.474
2020-06-01,235435.184
2020-07-01,234834.464
2020-08-01,284117.274
2020-09-01,307839.002
2020-10-01,419075.801
2020-11-01,331739.084
2020-12-01,430372.91
2021-01-01,437374.0
2021-02-01,490861.0
2021-03-01,501076.0
2021-04-01,581623.0
2021-05-01,667836.0
2021-06-01,589710.0
2021-07-01,533524.0
2021-08-01,599054.0
2021-09-01,659953.0
2021-10-01,756882.0
2021-11-01,764771.0
2021-12-01,869796.0
2022-01-01,702407.0
2022-02-01,746754.0
2022-03-01,1193868.0
2022-04-01,1304850.0
2022-05-01,1271701.0
2022-06-01,1303893.0
2022-07-01,1302384.0
2022-08-01,1392271.0
2022-09-01,1531636.0
2022-10-01,1326454.0
2022-11-01,1110700.0
2022-12-01,1216861.0
2023-01-01,983700.0
2023-02-01,829764.0
2023-03-01,1132384.0
2023-04-01,986915.0
2023-05-01,1214410.0
2023-06-01,966443.0
2023-07-01,1185211.0
2023-08-01,1469223.0
2023-09-01,1546589.0
2023-10-01,1612643.0
2023-11-01,1456168.0
2023-12-01,1433428.0
2024-01-01,1223258.0
2024-02-01,1312926.0
2024-03-01,1610444.0
2024-04-01,1518815.0
2024-05-01,1493477.0
2024-06-01,1274039.0
2024-07-01,1085457.0
2024-08-01,1239370.0
2024-09-01,922513.0
2024-10-01,1055916.0
2024-11-01,1057843.0
2024-12-01,1217385.0
2025-01-01,1139447.0
2025-02-01,1231052.0
2025-03-01,1272631.0
2025-04-01,1182693.0
2025-05-01,1177626.0
2025-06-01,1333595.0
2025-07-01,1262152.0
2025-08-01,1107160.0
