Tarih,TP_PB_SKV37
2013-12-01,6175349.0
2014-01-01,7718713.0
2014-02-01,7322740.0
2014-03-01,6688375.0
2014-04-01,5730399.0
2014-05-01,5627520.0
2014-06-01,6240178.0
2014-07-01,5857242.0
2014-08-01,5936156.0
2014-09-01,6207444.0
2014-10-01,6088917.0
2014-11-01,5795199.0
2014-12-01,8323920.0
2015-01-01,8321820.0
2015-02-01,8544564.0
2015-03-01,9171551.0
2015-04-01,9532469.0
2015-05-01,8719267.0
2015-06-01,9485937.0
2015-07-01,9387569.0
2015-08-01,11405061.0
2015-09-01,12263672.0
2015-10-01,10105867.0
2015-11-01,9514314.0
2015-12-01,9489782.0
2016-01-01,9197453.0
2016-02-01,8856951.0
2016-03-01,8362277.0
2016-04-01,8163471.0
2016-05-01,9088536.0
2016-06-01,9483519.0
2016-07-01,8744322.0
2016-08-01,9074799.0
2016-09-01,8695313.0
2016-10-01,9702633.0
2016-11-01,11617272.0
2016-12-01,12064311.0
2017-01-01,14226022.0
2017-02-01,12468625.0
2017-03-01,12665929.0
2017-04-01,11233614.0
2017-05-01,12445468.0
2017-06-01,12681697.0
2017-07-01,13464689.0
2017-08-01,12402244.0
2017-09-01,12268822.0
2017-10-01,14190337.0
2017-11-01,15798856.0
2017-12-01,15350562.0
2018-01-01,14996234.0
2018-02-01,14724253.0
2018-03-01,14592329.0
2018-04-01,14673013.0
2018-05-01,17946655.0
2018-06-01,16701399.0
2018-07-01,18823208.0
2018-08-01,28928995.0
2018-09-01,24663844.0
2018-10-01,23130305.0
2018-11-01,21654181.0
2018-12-01,22390085.0
2019-01-01,23597382.0
2019-02-01,22252312.0
2019-03-01,23435227.0
2019-04-01,25729340.0
2019-05-01,25315497.0
2019-06-01,23630745.0
2019-07-01,24266840.0
2019-08-01,24244375.0
2019-09-01,24339773.0
2019-10-01,23378682.0
2019-11-01,22565613.0
2019-12-01,24513306.0
2020-01-01,27191711.0
2020-02-01,26575561.0
2020-03-01,31138655.0
2020-04-01,33614659.0
2020-05-01,33358176.0
2020-06-01,40251443.0
2020-07-01,40185396.0
2020-08-01,42110753.0
2020-09-01,43976668.0
2020-10-01,48716471.0
2020-11-01,48716217.0
2020-12-01,45825044.0
2021-01-01,40967338.0
2021-02-01,41803975.0
2021-03-01,41746912.0
2021-04-01,43571552.0
2021-05-01,47464110.0
2021-06-01,44015226.0
2021-07-01,46325734.0
2021-08-01,46657798.0
2021-09-01,49228117.0
2021-10-01,55441876.0
2021-11-01,64442240.0
2021-12-01,64902451.0
2022-01-01,66954334.0
2022-02-01,64411740.0
2022-03-01,74056118.0
2022-04-01,75633186.0
2022-05-01,89827367.0
2022-06-01,98439909.0
2022-07-01,111865728.0
2022-08-01,126431697.0
2022-09-01,145436037.0
2022-10-01,150255369.0
2022-11-01,157266477.0
2022-12-01,165961074.0
2023-01-01,178315764.0
2023-02-01,193425350.0
2023-03-01,206495642.0
2023-04-01,212207431.0
2023-05-01,251209503.0
2023-06-01,280949999.0
2023-07-01,297086840.0
2023-08-01,309922484.0
2023-09-01,311090551.0
2023-10-01,342942247.0
2023-11-01,346027112.0
2023-12-01,343862827.0
2024-01-01,367939910.0
2024-02-01,350747946.0
2024-03-01,348356020.0
2024-04-01,348565664.0
2024-05-01,304152451.0
2024-06-01,297150663.0
2024-07-01,312192027.0
2024-08-01,301980565.0
2024-09-01,320839428.0
2024-10-01,309200024.0
2024-11-01,312416340.0
2024-12-01,340673272.0
2025-01-01,367812549.0
2025-02-01,363329505.0
2025-03-01,369309365.0
2025-04-01,356287664.0
2025-05-01,382811375.0
2025-06-01,405191758.0
2025-07-01,416757001.0
2025-08-01,431124082.0
