Tarih,TP_PB_SKV30
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,7617089.0
2006-01-01,7684158.0
2006-02-01,7909959.0
2006-03-01,8285548.0
2006-04-01,8515507.0
2006-05-01,8972629.0
2006-06-01,9374460.0
2006-07-01,9508213.0
2006-08-01,9581362.0
2006-09-01,9769970.0
2006-10-01,9867086.0
2006-11-01,10242682.0
2006-12-01,10468836.0
2007-01-01,10716471.0
2007-02-01,11063423.0
2007-03-01,11288155.0
2007-04-01,11751727.0
2007-05-01,12101496.0
2007-06-01,12463781.0
2007-07-01,12985279.0
2007-08-01,13632890.0
2007-09-01,13448674.0
2007-10-01,13886849.0
2007-11-01,14434605.0
2007-12-01,14425256.0
2008-01-01,14801510.0
2008-02-01,15320265.0
2008-03-01,16217457.0
2008-04-01,16709440.0
2008-05-01,16728071.0
2008-06-01,17265781.0
2008-07-01,17422071.0
2008-08-01,17755254.0
2008-09-01,18479174.0
2008-10-01,18769747.0
2008-11-01,18214666.0
2008-12-01,17926318.0
2009-01-01,17828738.0
2009-02-01,17958830.0
2009-03-01,18489727.0
2009-04-01,18868120.0
2009-05-01,19168785.0
2009-06-01,20199082.0
2009-07-01,20847093.0
2009-08-01,21521402.0
2009-09-01,21928316.0
2009-10-01,22773508.0
2009-11-01,23060306.0
2009-12-01,23655077.0
2010-01-01,23979404.0
2010-02-01,24679889.0
2010-03-01,25121612.0
2010-04-01,26259020.0
2010-05-01,27612032.0
2010-06-01,27753371.0
2010-07-01,28283102.0
2010-08-01,28632667.0
2010-09-01,28944930.0
2010-10-01,29474349.0
2010-11-01,31178230.0
2010-12-01,31992379.0
2011-01-01,32826480.0
2011-02-01,33590482.0
2011-03-01,33851537.0
2011-04-01,33703323.0
2011-05-01,34622074.0
2011-06-01,35611443.0
2011-07-01,36112746.0
2011-08-01,36849737.0
2011-09-01,37567955.0
2011-10-01,38372020.0
2011-11-01,39611380.0
2011-12-01,39803341.0
2012-01-01,40630212.0
2012-02-01,41089929.0
2012-03-01,41844901.0
2012-04-01,42960785.0
2012-05-01,44429272.0
2012-06-01,45094516.0
2012-07-01,45964809.0
2012-08-01,47259810.0
2012-09-01,47508412.0
2012-10-01,48548608.0
2012-11-01,50190956.0
2012-12-01,50247090.0
2013-01-01,50956326.0
2013-02-01,52257875.0
2013-03-01,52789696.0
2013-04-01,54969715.0
2013-05-01,57727135.0
2013-06-01,58629904.0
2013-07-01,60932995.0
2013-08-01,61688148.0
2013-09-01,62987282.0
