Tarih,TP_PB_SKV08
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,7396.0
2006-01-01,7210.0
2006-02-01,7289.0
2006-03-01,7297.0
2006-04-01,5958.0
2006-05-01,14007.0
2006-06-01,13976.0
2006-07-01,13751.0
2006-08-01,15597.0
2006-09-01,14758.0
2006-10-01,14483.0
2006-11-01,23761.0
2006-12-01,23681.0
2007-01-01,23480.0
2007-02-01,34159.0
2007-03-01,33998.0
2007-04-01,7052.0
2007-05-01,24120.0
2007-06-01,22264.0
2007-07-01,21351.0
2007-08-01,42488.0
2007-09-01,41567.0
2007-10-01,41396.0
2007-11-01,64736.0
2007-12-01,66396.0
2008-01-01,66676.0
2008-02-01,101596.0
2008-03-01,100805.0
2008-04-01,23734.0
2008-05-01,56287.0
2008-06-01,39379.0
2008-07-01,39223.0
2008-08-01,80439.0
2008-09-01,80094.0
2008-10-01,80025.0
2008-11-01,124237.0
2008-12-01,99273.0
2009-01-01,497350.0
2009-02-01,503207.0
2009-03-01,544696.0
2009-04-01,1084183.0
2009-05-01,1115396.0
2009-06-01,1116350.0
2009-07-01,1111370.0
2009-08-01,1156867.0
2009-09-01,1151928.0
2009-10-01,1147021.0
2009-11-01,1186049.0
2009-12-01,1181162.0
2010-01-01,1175784.0
2010-02-01,1806145.0
2010-03-01,1802757.0
2010-04-01,1629744.0
2010-05-01,1016502.0
2010-06-01,1011703.0
2010-07-01,1007618.0
2010-08-01,1509020.0
2010-09-01,1506762.0
2010-10-01,1506774.0
2010-11-01,1539763.0
2010-12-01,1539746.0
2011-01-01,1540126.0
2011-02-01,1782016.0
2011-03-01,1782513.0
2011-04-01,1688122.0
2011-05-01,1644157.0
2011-06-01,1332031.0
2011-07-01,1153845.0
2011-08-01,950473.0
2011-09-01,894372.0
2011-10-01,1138964.0
2011-11-01,1570986.0
2011-12-01,1762533.0
2012-01-01,1579429.0
2012-02-01,1127911.0
2012-03-01,1131107.0
2012-04-01,1008627.0
2012-05-01,1043648.0
2012-06-01,1044605.0
2012-07-01,1044726.0
2012-08-01,655338.0
2012-09-01,921501.0
2012-10-01,2439996.0
2012-11-01,2519385.0
2012-12-01,2590753.0
2013-01-01,2579772.0
2013-02-01,3736186.0
2013-03-01,3748096.0
2013-04-01,3203697.0
2013-05-01,3386208.0
2013-06-01,2928276.0
2013-07-01,2978790.0
2013-08-01,4132937.0
2013-09-01,4081628.0
2013-10-01,4343719.0
2013-11-01,4586864.0
2013-12-01,4570840.0
