Tarih,TP_PB_SKY06
2014-07-01,36861.0
2014-08-01,31811.0
2014-09-01,34726.0
2014-10-01,36575.0
2014-11-01,58562.0
2014-12-01,34791.0
2015-01-01,31885.0
2015-02-01,37002.0
2015-03-01,49271.0
2015-04-01,60259.0
2015-05-01,56224.0
2015-06-01,70972.0
2015-07-01,44438.0
2015-08-01,40962.0
2015-09-01,47306.0
2015-10-01,64283.0
2015-11-01,53310.0
2015-12-01,60370.0
2016-01-01,60612.0
2016-02-01,57881.0
2016-03-01,71977.0
2016-04-01,113358.0
2016-05-01,77243.0
2016-06-01,83482.0
2016-07-01,78426.0
2016-08-01,76402.0
2016-09-01,59881.0
2016-10-01,57577.0
2016-11-01,54352.0
2016-12-01,66691.0
2017-01-01,52779.0
2017-02-01,50810.0
2017-03-01,67168.0
2017-04-01,59333.0
2017-05-01,47743.0
2017-06-01,45041.0
2017-07-01,53736.0
2017-08-01,48622.0
2017-09-01,63354.0
2017-10-01,48421.0
2017-11-01,44148.0
2017-12-01,175018.0
2018-01-01,39372.0
2018-02-01,42898.0
2018-03-01,54478.0
2018-04-01,47215.0
2018-05-01,46963.0
2018-06-01,38104.0
2018-07-01,31774.0
2018-08-01,44921.0
2018-09-01,34116.0
2018-10-01,118612.0
2018-11-01,31647.0
2018-12-01,25129.0
2019-01-01,28748.0
2019-02-01,32014.0
2019-03-01,23690.0
2019-04-01,33247.0
2019-05-01,25847.0
2019-06-01,23099.0
2019-07-01,23127.0
2019-08-01,24877.0
2019-09-01,23734.0
2019-10-01,21529.0
2019-11-01,22873.0
2019-12-01,34694.0
2020-01-01,33821.0
2020-02-01,48518.0
2020-03-01,44209.0
2020-04-01,61039.0
2020-05-01,69361.0
2020-06-01,86877.0
2020-07-01,99102.0
2020-08-01,106492.0
2020-09-01,93561.0
2020-10-01,90216.0
2020-11-01,69276.0
2020-12-01,78296.0
2021-01-01,77359.0
2021-02-01,87061.0
2021-03-01,89371.0
2021-04-01,84429.0
2021-05-01,106587.0
2021-06-01,84711.0
2021-07-01,82022.0
2021-08-01,82247.0
2021-09-01,75849.0
2021-10-01,86423.0
2021-11-01,93628.0
2021-12-01,104012.0
2022-01-01,87570.0
2022-02-01,106199.0
2022-03-01,152511.0
2022-04-01,144081.0
2022-05-01,115792.0
2022-06-01,124976.0
2022-07-01,144334.0
2022-08-01,148894.0
2022-09-01,151668.0
2022-10-01,459548.0
2022-11-01,593448.0
2022-12-01,748601.0
2023-01-01,454607.0
2023-02-01,612559.0
2023-03-01,834454.0
2023-04-01,980413.0
2023-05-01,564185.0
2023-06-01,690329.0
2023-07-01,692687.0
2023-08-01,760746.0
2023-09-01,614479.0
2023-10-01,592334.0
2023-11-01,728960.0
2023-12-01,2977893.0
2024-01-01,680318.0
2024-02-01,817952.0
2024-03-01,896434.0
2024-04-01,1094699.0
2024-05-01,1067773.0
2024-06-01,939766.0
2024-07-01,577561.0
2024-08-01,542822.0
2024-09-01,500179.0
2024-10-01,462460.0
2024-11-01,839520.0
2024-12-01,5195738.0
2025-01-01,1461233.0
2025-02-01,1605675.0
2025-03-01,1440077.0
2025-04-01,1239838.0
2025-05-01,1071721.0
2025-06-01,1126458.0
2025-07-01,1612049.0
2025-08-01,1805207.0
