Tarih,TP_PB_SKY05
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,952608.0
2006-01-01,748969.0
2006-02-01,715281.0
2006-03-01,841905.0
2006-04-01,908956.0
2006-05-01,1050205.0
2006-06-01,989490.0
2006-07-01,885512.0
2006-08-01,906328.0
2006-09-01,1136124.0
2006-10-01,980132.0
2006-11-01,911633.0
2006-12-01,1042723.0
2007-01-01,879885.0
2007-02-01,849039.0
2007-03-01,944334.0
2007-04-01,933732.0
2007-05-01,988067.0
2007-06-01,1120311.0
2007-07-01,1128903.0
2007-08-01,1145813.0
2007-09-01,1179457.0
2007-10-01,1168939.0
2007-11-01,1164744.0
2007-12-01,1400878.0
2008-01-01,1218927.0
2008-02-01,1255941.0
2008-03-01,1391278.0
2008-04-01,1326438.0
2008-05-01,1327887.0
2008-06-01,1304552.0
2008-07-01,1341549.0
2008-08-01,1446957.0
2008-09-01,1681206.0
2008-10-01,1649969.0
2008-11-01,1701425.0
2008-12-01,1798147.0
2009-01-01,1666058.0
2009-02-01,1755162.0
2009-03-01,1736010.0
2009-04-01,1660287.0
2009-05-01,1850935.0
2009-06-01,1786644.0
2009-07-01,1893313.0
2009-08-01,1967618.0
2009-09-01,2160420.0
2009-10-01,2335256.0
2009-11-01,2523089.0
2009-12-01,3021626.0
2010-01-01,2604375.0
2010-02-01,2680597.0
2010-03-01,2562663.0
2010-04-01,2503012.0
2010-05-01,2828170.0
2010-06-01,2893929.0
2010-07-01,2986706.0
2010-08-01,2845357.0
2010-09-01,2887994.0
2010-10-01,3306504.0
2010-11-01,3221796.0
2010-12-01,4029074.0
2011-01-01,3612579.0
2011-02-01,3571436.0
2011-03-01,3574411.0
2011-04-01,3894155.0
2011-05-01,4046863.0
2011-06-01,4123085.0
2011-07-01,4565042.0
2011-08-01,4579967.0
2011-09-01,4221111.0
2011-10-01,4175871.0
2011-11-01,4260435.0
2011-12-01,4799407.0
2012-01-01,3990009.0
2012-02-01,3881130.0
2012-03-01,3902657.0
2012-04-01,3748301.0
2012-05-01,4227733.0
2012-06-01,4488328.0
2012-07-01,4180483.0
2012-08-01,4262058.0
2012-09-01,4858010.0
2012-10-01,4679491.0
2012-11-01,4634314.0
2012-12-01,4943576.0
2013-01-01,4723544.0
2013-02-01,4803369.0
2013-03-01,5428109.0
2013-04-01,5054052.0
2013-05-01,5897812.0
2013-06-01,6705871.0
2013-07-01,6666110.0
2013-08-01,7235099.0
2013-09-01,7067043.0
2013-10-01,7100362.0
