Tarih,TP_PB_SKY18
2014-06-01,302012.0
2014-07-01,374359.0
2014-08-01,76656.0
2014-09-01,63074.0
2014-10-01,64528.0
2014-11-01,67905.0
2014-12-01,35140.0
2015-01-01,121427.0
2015-02-01,215296.0
2015-03-01,73450.0
2015-04-01,69814.0
2015-05-01,49236.0
2015-06-01,153973.0
2015-07-01,337164.0
2015-08-01,139326.0
2015-09-01,423040.0
2015-10-01,189994.0
2015-11-01,432734.0
2015-12-01,170859.0
2016-01-01,221972.0
2016-02-01,314565.0
2016-03-01,164331.0
2016-04-01,164768.0
2016-05-01,206678.0
2016-06-01,231413.0
2016-07-01,258122.0
2016-08-01,274614.0
2016-09-01,353656.0
2016-10-01,440406.0
2016-11-01,1152340.0
2016-12-01,754821.0
2017-01-01,804964.0
2017-02-01,1026833.0
2017-03-01,796310.0
2017-04-01,830135.0
2017-05-01,1091859.0
2017-06-01,907523.0
2017-07-01,1190582.0
2017-08-01,1105372.0
2017-09-01,1115587.0
2017-10-01,1014842.0
2017-11-01,1320674.0
2017-12-01,1430887.0
2018-01-01,1546769.0
2018-02-01,1668628.0
2018-03-01,2109477.0
2018-04-01,2470816.0
2018-05-01,1946979.0
2018-06-01,2105235.0
2018-07-01,2330433.0
2018-08-01,1935421.0
2018-09-01,3114345.0
2018-10-01,2948283.0
2018-11-01,2844744.0
2018-12-01,2275276.0
2019-01-01,1470408.0
2019-02-01,1314313.0
2019-03-01,889470.0
2019-04-01,829702.0
2019-05-01,971751.0
2019-06-01,992610.0
2019-07-01,920209.0
2019-08-01,821012.0
2019-09-01,1264547.0
2019-10-01,1080639.0
2019-11-01,790031.0
2019-12-01,826834.0
2020-01-01,1103844.0
2020-02-01,1403285.0
2020-03-01,1436415.0
2020-04-01,2666071.0
2020-05-01,2374452.0
2020-06-01,2020055.0
2020-07-01,2022597.0
2020-08-01,1643445.0
2020-09-01,3095495.0
2020-10-01,2902757.0
2020-11-01,2966396.0
2020-12-01,2958935.0
2021-01-01,3074555.0
2021-02-01,4321583.0
2021-03-01,4352225.0
2021-04-01,3579422.0
2021-05-01,4820491.0
2021-06-01,2942089.0
2021-07-01,2903001.0
2021-08-01,2326350.0
2021-09-01,2906153.0
2021-10-01,2396671.0
2021-11-01,2740598.0
2021-12-01,2810733.0
2022-01-01,5374140.0
2022-02-01,4322035.0
2022-03-01,10063209.0
2022-04-01,9919135.0
2022-05-01,10283475.0
2022-06-01,20717408.0
2022-07-01,30529639.0
2022-08-01,29792393.0
2022-09-01,34489517.0
2022-10-01,35165653.0
2022-11-01,34368235.0
2022-12-01,34976188.0
2023-01-01,35310568.0
2023-02-01,42315810.0
2023-03-01,49343543.0
2023-04-01,47530402.0
2023-05-01,53457961.0
2023-06-01,34184121.0
2023-07-01,35608904.0
2023-08-01,36501971.0
2023-09-01,35214393.0
2023-10-01,37893851.0
2023-11-01,43976702.0
2023-12-01,46095253.0
2024-01-01,54309048.0
2024-02-01,49349414.0
2024-03-01,45382071.0
2024-04-01,44466438.0
2024-05-01,43859689.0
2024-06-01,39931662.0
2024-07-01,42242111.0
2024-08-01,35093255.0
2024-09-01,37318630.0
2024-10-01,40239198.0
2024-11-01,24639862.0
2024-12-01,33259811.0
2025-01-01,31217587.0
2025-02-01,34535529.0
2025-03-01,32713040.0
2025-04-01,40855167.0
2025-05-01,53931338.0
2025-06-01,57062404.0
2025-07-01,54956876.0
2025-08-01,65784768.0
