Tarih,TP_PB_SKV34
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,31666.0
2006-01-01,48446.0
2006-02-01,48446.0
2006-03-01,52632.0
2006-04-01,52702.0
2006-05-01,52742.0
2006-06-01,67911.0
2006-07-01,67741.0
2006-08-01,67752.0
2006-09-01,66830.0
2006-10-01,61804.0
2006-11-01,61920.0
2006-12-01,81247.0
2007-01-01,78133.0
2007-02-01,78683.0
2007-03-01,77922.0
2007-04-01,77236.0
2007-05-01,79345.0
2007-06-01,96638.0
2007-07-01,127478.0
2007-08-01,125666.0
2007-09-01,121953.0
2007-10-01,121616.0
2007-11-01,127045.0
2007-12-01,119013.0
2008-01-01,118075.0
2008-02-01,116526.0
2008-03-01,115989.0
2008-04-01,116244.0
2008-05-01,120030.0
2008-06-01,119360.0
2008-07-01,119908.0
2008-08-01,119955.0
2008-09-01,118646.0
2008-10-01,118051.0
2008-11-01,117695.0
2008-12-01,142672.0
2009-01-01,143202.0
2009-02-01,142936.0
2009-03-01,145749.0
2009-04-01,146250.0
2009-05-01,144686.0
2009-06-01,144066.0
2009-07-01,143766.0
2009-08-01,143841.0
2009-09-01,143621.0
2009-10-01,145698.0
2009-11-01,151164.0
2009-12-01,151209.0
2010-01-01,151635.0
2010-02-01,151395.0
2010-03-01,151568.0
2010-04-01,151868.0
2010-05-01,151475.0
2010-06-01,163862.0
2010-07-01,164510.0
2010-08-01,164992.0
2010-09-01,166680.0
2010-10-01,160690.0
2010-11-01,160380.0
2010-12-01,156540.0
2011-01-01,156610.0
2011-02-01,156886.0
2011-03-01,180284.0
2011-04-01,206429.0
2011-05-01,205937.0
2011-06-01,206836.0
2011-07-01,205910.0
2011-08-01,206284.0
2011-09-01,191041.0
2011-10-01,190721.0
2011-11-01,190770.0
2011-12-01,183230.0
2012-01-01,183847.0
2012-02-01,183559.0
2012-03-01,175803.0
2012-04-01,175766.0
2012-05-01,174937.0
2012-06-01,236952.0
2012-07-01,236659.0
2012-08-01,236832.0
2012-09-01,237805.0
2012-10-01,237699.0
2012-11-01,239986.0
2012-12-01,240357.0
2013-01-01,240663.0
2013-02-01,245690.0
2013-03-01,278500.0
2013-04-01,280565.0
2013-05-01,279751.0
2013-06-01,291496.0
2013-07-01,298262.0
2013-08-01,303962.0
2013-09-01,341017.0
2013-10-01,340918.0
2013-11-01,346066.0
2013-12-01,200197.0
2014-01-01,209952.0
2014-02-01,210071.0
2014-03-01,237075.0
2014-04-01,237230.0
2014-05-01,237110.0
