Tarih,TP_PB_SKV07
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,857350.0
2006-01-01,651652.0
2006-02-01,670282.0
2006-03-01,594417.0
2006-04-01,646085.0
2006-05-01,946628.0
2006-06-01,998492.0
2006-07-01,849662.0
2006-08-01,1056276.0
2006-09-01,1099083.0
2006-10-01,1506621.0
2006-11-01,1366972.0
2006-12-01,1433036.0
2007-01-01,1273760.0
2007-02-01,1678172.0
2007-03-01,1519739.0
2007-04-01,1918084.0
2007-05-01,1930978.0
2007-06-01,1931627.0
2007-07-01,2232155.0
2007-08-01,1594904.0
2007-09-01,1638566.0
2007-10-01,2226623.0
2007-11-01,1941564.0
2007-12-01,1222784.0
2008-01-01,1986097.0
2008-02-01,1598382.0
2008-03-01,1120670.0
2008-04-01,1711834.0
2008-05-01,1786916.0
2008-06-01,1055422.0
2008-07-01,1589785.0
2008-08-01,647131.0
2008-09-01,896688.0
2008-10-01,1267791.0
2008-11-01,1900930.0
2008-12-01,1831974.0
2009-01-01,2524552.0
2009-02-01,2308639.0
2009-03-01,1779599.0
2009-04-01,2190311.0
2009-05-01,2239236.0
2009-06-01,1720197.0
2009-07-01,2375426.0
2009-08-01,2345821.0
2009-09-01,2467097.0
2009-10-01,2644637.0
2009-11-01,2599115.0
2009-12-01,2499156.0
2010-01-01,2651656.0
2010-02-01,2084749.0
2010-03-01,1855139.0
2010-04-01,2054597.0
2010-05-01,1947710.0
2010-06-01,1831166.0
2010-07-01,2239016.0
2010-08-01,2367453.0
2010-09-01,2597768.0
2010-10-01,2054741.0
2010-11-01,1650723.0
2010-12-01,1558427.0
2011-01-01,1670620.0
2011-02-01,1333381.0
2011-03-01,1591713.0
2011-04-01,1786072.0
2011-05-01,1657966.0
2011-06-01,1772719.0
2011-07-01,1753403.0
2011-08-01,2228939.0
2011-09-01,2273995.0
2011-10-01,2443277.0
2011-11-01,1916606.0
2011-12-01,2076337.0
2012-01-01,2094709.0
2012-02-01,2168044.0
2012-03-01,2384908.0
2012-04-01,2668051.0
2012-05-01,3404696.0
2012-06-01,4092852.0
2012-07-01,3145643.0
2012-08-01,4337591.0
2012-09-01,3227820.0
2012-10-01,2573970.0
2012-11-01,2640146.0
2012-12-01,3030592.0
2013-01-01,3964679.0
2013-02-01,4310740.0
2013-03-01,4362885.0
2013-04-01,4003242.0
2013-05-01,4011960.0
2013-06-01,3645889.0
2013-07-01,4002542.0
2013-08-01,3401667.0
2013-09-01,3753743.0
2013-10-01,3631708.0
