Tarih,TP_PB_SKY241
2015-03-01,31467.0
2015-04-01,29569.0
2015-05-01,24467.0
2015-06-01,18254.0
2015-07-01,30609.0
2015-08-01,33044.0
2015-09-01,26827.0
2015-10-01,23994.0
2015-11-01,22972.0
2015-12-01,6505.0
2016-01-01,10436.0
2016-02-01,16366.0
2016-03-01,12028.0
2016-04-01,10325.0
2016-05-01,16863.0
2016-06-01,85906.0
2016-07-01,84325.0
2016-08-01,68340.0
2016-09-01,83113.0
2016-10-01,104607.0
2016-11-01,172804.0
2016-12-01,156809.0
2017-01-01,168453.0
2017-02-01,153797.0
2017-03-01,145341.0
2017-04-01,128959.0
2017-05-01,117886.0
2017-06-01,112727.0
2017-07-01,124076.0
2017-08-01,109793.0
2017-09-01,107135.0
2017-10-01,114796.0
2017-11-01,91036.0
2017-12-01,74470.0
2018-01-01,3961.0
2018-02-01,4060.0
2018-03-01,6390.0
2018-04-01,18512.0
2018-05-01,26676.0
2018-06-01,19541.0
2018-07-01,12028.0
2018-08-01,24362.0
2018-09-01,11375.0
2018-10-01,11238.0
2018-11-01,8852.0
2018-12-01,2410.0
2019-01-01,4340.0
2019-02-01,1884.0
2019-03-01,7917.0
2019-04-01,13459.0
2019-05-01,9411.0
2019-06-01,4505.0
2019-07-01,10028.0
2019-08-01,10068.0
2019-09-01,14766.0
2019-10-01,11865.0
2019-11-01,7870.0
2019-12-01,7757.0
2020-01-01,7989.0
2020-02-01,15343.0
2020-03-01,28409.0
2020-04-01,36725.0
2020-05-01,18920.0
2020-06-01,10828.0
2020-07-01,17359.0
2020-08-01,48789.0
2020-09-01,91251.0
2020-10-01,94022.0
2020-11-01,40348.0
2020-12-01,17816.0
2021-01-01,24583.0
2021-02-01,26034.0
2021-03-01,64438.0
2021-04-01,29144.0
2021-05-01,29041.0
2021-06-01,19504.0
2021-07-01,16811.0
2021-08-01,18826.0
2021-09-01,11117.0
2021-10-01,39644.0
2021-11-01,321837.0
2021-12-01,261923.0
2022-01-01,174527.0
2022-02-01,108627.0
2022-03-01,92653.0
2022-04-01,74722.0
2022-05-01,294369.0
2022-06-01,204047.0
2022-07-01,269736.0
2022-08-01,158591.0
2022-09-01,155145.0
2022-10-01,123858.0
2022-11-01,73072.0
2022-12-01,40446.0
2023-01-01,39247.0
2023-02-01,35452.0
2023-03-01,23075.0
2023-04-01,19003.0
2023-05-01,46598.0
2023-06-01,1520501.0
2023-07-01,1305265.0
2023-08-01,712386.0
2023-09-01,486229.0
2023-10-01,352313.0
2023-11-01,289161.0
2023-12-01,182969.0
2024-01-01,126320.0
2024-02-01,126188.0
2024-03-01,662714.0
2024-04-01,259824.0
2024-05-01,264724.0
2024-06-01,224658.0
2024-07-01,367922.0
2024-08-01,424870.0
2024-09-01,514869.0
2024-10-01,1153254.0
2024-11-01,1662424.0
2024-12-01,1615364.0
2025-01-01,2019158.0
2025-02-01,2077508.0
2025-03-01,1552402.0
2025-04-01,1671362.0
2025-05-01,940361.0
2025-06-01,761884.0
2025-07-01,919646.0
2025-08-01,932477.0
