Tarih,TP_PB_SKV31
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,6431960.0
2006-01-01,6485266.0
2006-02-01,6722854.0
2006-03-01,7062964.0
2006-04-01,7281366.0
2006-05-01,7628666.0
2006-06-01,7980645.0
2006-07-01,8168519.0
2006-08-01,8255545.0
2006-09-01,8456855.0
2006-10-01,8574267.0
2006-11-01,8936397.0
2006-12-01,9172119.0
2007-01-01,9410461.0
2007-02-01,9699047.0
2007-03-01,9917562.0
2007-04-01,10324113.0
2007-05-01,10631629.0
2007-06-01,10894251.0
2007-07-01,11486141.0
2007-08-01,11973514.0
2007-09-01,11955474.0
2007-10-01,12345542.0
2007-11-01,12778034.0
2007-12-01,12802493.0
2008-01-01,13226551.0
2008-02-01,13748653.0
2008-03-01,14508031.0
2008-04-01,14996627.0
2008-05-01,15094296.0
2008-06-01,15595991.0
2008-07-01,15825388.0
2008-08-01,16182583.0
2008-09-01,16931626.0
2008-10-01,17049886.0
2008-11-01,16515607.0
2008-12-01,16212554.0
2009-01-01,16015127.0
2009-02-01,16036434.0
2009-03-01,16531733.0
2009-04-01,16845461.0
2009-05-01,17199436.0
2009-06-01,18062145.0
2009-07-01,18847128.0
2009-08-01,19358365.0
2009-09-01,19813396.0
2009-10-01,20750545.0
2009-11-01,21258702.0
2009-12-01,21630268.0
2010-01-01,22146547.0
2010-02-01,22827811.0
2010-03-01,23138429.0
2010-04-01,24135224.0
2010-05-01,25455893.0
2010-06-01,25616839.0
2010-07-01,26328168.0
2010-08-01,26404573.0
2010-09-01,26775929.0
2010-10-01,27728286.0
2010-11-01,29060459.0
2010-12-01,30086941.0
2011-01-01,30729769.0
2011-02-01,31467773.0
2011-03-01,31898039.0
2011-04-01,31823241.0
2011-05-01,32537385.0
2011-06-01,33357578.0
2011-07-01,34062211.0
2011-08-01,34623266.0
2011-09-01,35079899.0
2011-10-01,35877544.0
2011-11-01,37041598.0
2011-12-01,37427810.0
2012-01-01,38152801.0
2012-02-01,38599729.0
2012-03-01,39318245.0
2012-04-01,40008453.0
2012-05-01,41651401.0
2012-06-01,42529827.0
2012-07-01,43070185.0
2012-08-01,44105884.0
2012-09-01,44713879.0
2012-10-01,45433294.0
2012-11-01,46736642.0
2012-12-01,46870003.0
2013-01-01,47644379.0
2013-02-01,48685893.0
2013-03-01,49457908.0
2013-04-01,51150061.0
2013-05-01,53744837.0
2013-06-01,54428541.0
2013-07-01,56560915.0
2013-08-01,57229352.0
2013-09-01,57825611.0
