Tarih,TP_PB_SKV01
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,891170.0
2006-01-01,865070.0
2006-02-01,812076.0
2006-03-01,810110.0
2006-04-01,821680.0
2006-05-01,832647.0
2006-06-01,934613.0
2006-07-01,1011985.0
2006-08-01,978205.0
2006-09-01,974232.0
2006-10-01,1064439.0
2006-11-01,1055223.0
2006-12-01,1031642.0
2007-01-01,1084024.0
2007-02-01,1153031.0
2007-03-01,1164200.0
2007-04-01,1273817.0
2007-05-01,1083733.0
2007-06-01,1307676.0
2007-07-01,1290959.0
2007-08-01,1397905.0
2007-09-01,1237846.0
2007-10-01,1202558.0
2007-11-01,1457529.0
2007-12-01,2061858.0
2008-01-01,1446987.0
2008-02-01,1499772.0
2008-03-01,1842555.0
2008-04-01,1847163.0
2008-05-01,1761976.0
2008-06-01,2403760.0
2008-07-01,2331210.0
2008-08-01,2030773.0
2008-09-01,2138869.0
2008-10-01,2079715.0
2008-11-01,1754998.0
2008-12-01,2343231.0
2009-01-01,2101171.0
2009-02-01,3165299.0
2009-03-01,4049492.0
2009-04-01,2960487.0
2009-05-01,2837592.0
2009-06-01,3845064.0
2009-07-01,3141892.0
2009-08-01,3621544.0
2009-09-01,3824310.0
2009-10-01,3185212.0
2009-11-01,2952639.0
2009-12-01,3688101.0
2010-01-01,3080275.0
2010-02-01,2785866.0
2010-03-01,3503084.0
2010-04-01,3717162.0
2010-05-01,2898885.0
2010-06-01,3528100.0
2010-07-01,3046257.0
2010-08-01,3191257.0
2010-09-01,3599366.0
2010-10-01,4034681.0
2010-11-01,3725999.0
2010-12-01,4640520.0
2011-01-01,4466521.0
2011-02-01,4582581.0
2011-03-01,4371312.0
2011-04-01,4914219.0
2011-05-01,5030829.0
2011-06-01,5129294.0
2011-07-01,5147744.0
2011-08-01,4823448.0
2011-09-01,5538008.0
2011-10-01,5636491.0
2011-11-01,5599831.0
2011-12-01,5231505.0
2012-01-01,4613102.0
2012-02-01,4651003.0
2012-03-01,5791415.0
2012-04-01,5517057.0
2012-05-01,6147289.0
2012-06-01,6278886.0
2012-07-01,6333507.0
2012-08-01,6854416.0
2012-09-01,7006338.0
2012-10-01,7461249.0
2012-11-01,7625564.0
2012-12-01,8472372.0
2013-01-01,7974209.0
2013-02-01,8594382.0
2013-03-01,8988699.0
2013-04-01,9581609.0
2013-05-01,10333293.0
2013-06-01,11390479.0
2013-07-01,9595087.0
2013-08-01,11362396.0
2013-09-01,12294966.0
2013-10-01,11914952.0
