Tarih,TP_PB_SKY01
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,964545.0
2006-01-01,805154.0
2006-02-01,776037.0
2006-03-01,902699.0
2006-04-01,921444.0
2006-05-01,1122536.0
2006-06-01,1066537.0
2006-07-01,973378.0
2006-08-01,996632.0
2006-09-01,1153112.0
2006-10-01,1070123.0
2006-11-01,1009598.0
2006-12-01,1059691.0
2007-01-01,968555.0
2007-02-01,959782.0
2007-03-01,963764.0
2007-04-01,1036787.0
2007-05-01,1093122.0
2007-06-01,1137562.0
2007-07-01,1234852.0
2007-08-01,1256077.0
2007-09-01,1201500.0
2007-10-01,1284585.0
2007-11-01,1288188.0
2007-12-01,1513204.0
2008-01-01,1343724.0
2008-02-01,1384344.0
2008-03-01,1516243.0
2008-04-01,1459180.0
2008-05-01,1353857.0
2008-06-01,1433791.0
2008-07-01,1483173.0
2008-08-01,1479858.0
2008-09-01,1714061.0
2008-10-01,1802082.0
2008-11-01,1728765.0
2008-12-01,1896558.0
2009-01-01,1700054.0
2009-02-01,1783096.0
2009-03-01,1827503.0
2009-04-01,1764647.0
2009-05-01,1874885.0
2009-06-01,1891283.0
2009-07-01,1998362.0
2009-08-01,2073017.0
2009-09-01,2272063.0
2009-10-01,2371399.0
2009-11-01,2553021.0
2009-12-01,3073446.0
2010-01-01,2636936.0
2010-02-01,2719813.0
2010-03-01,2682233.0
2010-04-01,2625983.0
2010-05-01,2947513.0
2010-06-01,3016711.0
2010-07-01,3031325.0
2010-08-01,2963052.0
2010-09-01,3009818.0
2010-10-01,3340510.0
2010-11-01,3358173.0
2010-12-01,4154425.0
2011-01-01,3744795.0
2011-02-01,3721408.0
2011-03-01,3706320.0
2011-04-01,3951187.0
2011-05-01,4190163.0
2011-06-01,4261775.0
2011-07-01,4683362.0
2011-08-01,4657563.0
2011-09-01,4398060.0
2011-10-01,4334426.0
2011-11-01,4437559.0
2011-12-01,4872642.0
2012-01-01,4159559.0
2012-02-01,4071374.0
2012-03-01,3984907.0
2012-04-01,3940592.0
2012-05-01,4406943.0
2012-06-01,4577008.0
2012-07-01,4386209.0
2012-08-01,4449390.0
2012-09-01,4953140.0
2012-10-01,4889946.0
2012-11-01,4852688.0
2012-12-01,5181889.0
2013-01-01,4950151.0
2013-02-01,5059133.0
2013-03-01,5529124.0
2013-04-01,5307567.0
2013-05-01,6115168.0
2013-06-01,6812292.0
2013-07-01,6897052.0
2013-08-01,7359730.0
2013-09-01,7308587.0
2013-10-01,7371262.0
