Tarih,TP_PB_SKY26
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,1212685.0
2006-01-01,1240671.0
2006-02-01,1259779.0
2006-03-01,1295207.0
2006-04-01,1324730.0
2006-05-01,1574551.0
2006-06-01,1636400.0
2006-07-01,1675125.0
2006-08-01,1727041.0
2006-09-01,1787159.0
2006-10-01,1830484.0
2006-11-01,1881939.0
2006-12-01,1949252.0
2007-01-01,2009507.0
2007-02-01,2059311.0
2007-03-01,2114034.0
2007-04-01,2126826.0
2007-05-01,2191640.0
2007-06-01,2537689.0
2007-07-01,2635482.0
2007-08-01,2716166.0
2007-09-01,2737317.0
2007-10-01,2804986.0
2007-11-01,2886772.0
2007-12-01,2948014.0
2008-01-01,3017039.0
2008-02-01,3083011.0
2008-03-01,3155431.0
2008-04-01,3150597.0
2008-05-01,3417875.0
2008-06-01,3774223.0
2008-07-01,3858514.0
2008-08-01,3944631.0
2008-09-01,4065681.0
2008-10-01,4209063.0
2008-11-01,4569937.0
2008-12-01,4633996.0
2009-01-01,4758850.0
2009-02-01,4825145.0
2009-03-01,4915185.0
2009-04-01,4874332.0
2009-05-01,5008559.0
2009-06-01,5114392.0
2009-07-01,5235123.0
2009-08-01,5335837.0
2009-09-01,5444700.0
2009-10-01,5575780.0
2009-11-01,5662157.0
2009-12-01,5800262.0
2010-01-01,5910275.0
2010-02-01,5957628.0
2010-03-01,6033032.0
2010-04-01,5944412.0
2010-05-01,6058067.0
2010-06-01,6137179.0
2010-07-01,6231874.0
2010-08-01,6622226.0
2010-09-01,6696708.0
2010-10-01,6757038.0
2010-11-01,6858898.0
2010-12-01,6949305.0
2011-01-01,7036454.0
2011-02-01,7110864.0
2011-03-01,7151765.0
2011-04-01,7147152.0
2011-05-01,7179979.0
2011-06-01,7261106.0
2011-07-01,7370522.0
2011-08-01,7535630.0
2011-09-01,7664655.0
2011-10-01,7772286.0
2011-11-01,7902275.0
2011-12-01,7958744.0
2012-01-01,8072237.0
2012-02-01,8131325.0
2012-03-01,8261311.0
2012-04-01,8236985.0
2012-05-01,8383973.0
2012-06-01,8506836.0
2012-07-01,8665477.0
2012-08-01,8845691.0
2012-09-01,8972376.0
2012-10-01,9155606.0
2012-11-01,9493333.0
2012-12-01,9587762.0
2013-01-01,9747715.0
2013-02-01,9990195.0
2013-03-01,10136060.0
2013-04-01,10111893.0
2013-05-01,10286922.0
2013-06-01,10775824.0
2013-07-01,10930959.0
2013-08-01,10847011.0
2013-09-01,11107894.0
