Tarih,TP_PB_SKY19
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,91907.0
2006-01-01,114201.0
2006-02-01,145325.0
2006-03-01,85479.0
2006-04-01,79460.0
2006-05-01,82645.0
2006-06-01,82870.0
2006-07-01,92300.0
2006-08-01,72066.0
2006-09-01,71508.0
2006-10-01,70024.0
2006-11-01,71736.0
2006-12-01,48901.0
2007-01-01,40520.0
2007-02-01,134125.0
2007-03-01,61664.0
2007-04-01,139758.0
2007-05-01,57053.0
2007-06-01,47680.0
2007-07-01,173197.0
2007-08-01,52325.0
2007-09-01,24518.0
2007-10-01,25466.0
2007-11-01,68365.0
2007-12-01,74635.0
2008-01-01,89739.0
2008-02-01,65453.0
2008-03-01,74712.0
2008-04-01,174611.0
2008-05-01,55178.0
2008-06-01,143699.0
2008-07-01,170297.0
2008-08-01,15012.0
2008-09-01,116189.0
2008-10-01,20284.0
2008-11-01,44332.0
2008-12-01,47338.0
2009-01-01,59458.0
2009-02-01,104329.0
2009-03-01,75586.0
2009-04-01,60229.0
2009-05-01,53599.0
2009-06-01,51918.0
2009-07-01,148490.0
2009-08-01,45645.0
2009-09-01,115402.0
2009-10-01,12396.0
2009-11-01,84413.0
2009-12-01,2255.0
2010-01-01,28573.0
2010-02-01,95409.0
2010-03-01,29926.0
2010-04-01,15201.0
2010-05-01,12199.0
2010-06-01,134437.0
2010-07-01,166129.0
2010-08-01,13772.0
2010-09-01,13385.0
2010-10-01,160244.0
2010-11-01,14233.0
2010-12-01,5976.0
2011-01-01,60648.0
2011-02-01,132074.0
2011-03-01,32043.0
2011-04-01,15683.0
2011-05-01,19058.0
2011-06-01,61956.0
2011-07-01,62336.0
2011-08-01,139758.0
2011-09-01,22244.0
2011-10-01,19730.0
2011-11-01,145870.0
2011-12-01,10194.0
2012-01-01,68465.0
2012-02-01,151316.0
2012-03-01,35686.0
2012-04-01,170991.0
2012-05-01,31330.0
2012-06-01,25663.0
2012-07-01,238639.0
2012-08-01,19416.0
2012-09-01,45439.0
2012-10-01,222905.0
2012-11-01,33560.0
2012-12-01,32831.0
2013-01-01,121070.0
2013-02-01,269985.0
2013-03-01,117690.0
2013-04-01,113241.0
2013-05-01,107919.0
2013-06-01,104914.0
2013-07-01,436748.0
2013-08-01,65659.0
2013-09-01,258896.0
2013-10-01,41736.0
2013-11-01,42606.0
2013-12-01,24838.0
2014-01-01,101630.0
2014-02-01,31370.0
2014-03-01,87511.0
2014-04-01,279421.0
2014-05-01,38166.0
