Tarih,TP_PB_SKY07
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,3595516.0
2006-01-01,3726104.0
2006-02-01,3923744.0
2006-03-01,4096194.0
2006-04-01,4160769.0
2006-05-01,4729422.0
2006-06-01,4960550.0
2006-07-01,4811673.0
2006-08-01,4726646.0
2006-09-01,4563211.0
2006-10-01,4572828.0
2006-11-01,4741038.0
2006-12-01,4374019.0
2007-01-01,4499286.0
2007-02-01,4615314.0
2007-03-01,4670262.0
2007-04-01,4894975.0
2007-05-01,4891218.0
2007-06-01,4994674.0
2007-07-01,5374113.0
2007-08-01,5985350.0
2007-09-01,5814948.0
2007-10-01,6340252.0
2007-11-01,6847319.0
2007-12-01,6988092.0
2008-01-01,7168469.0
2008-02-01,7393585.0
2008-03-01,7995788.0
2008-04-01,8285808.0
2008-05-01,7980969.0
2008-06-01,8241066.0
2008-07-01,7846621.0
2008-08-01,7548269.0
2008-09-01,8198797.0
2008-10-01,9617526.0
2008-11-01,9375818.0
2008-12-01,9714533.0
2009-01-01,10364650.0
2009-02-01,11207244.0
2009-03-01,11900060.0
2009-04-01,12180111.0
2009-05-01,11790690.0
2009-06-01,12664145.0
2009-07-01,12691698.0
2009-08-01,13468012.0
2009-09-01,13874451.0
2009-10-01,14113757.0
2009-11-01,14070317.0
2009-12-01,14722903.0
2010-01-01,14780762.0
2010-02-01,15316220.0
2010-03-01,15993251.0
2010-04-01,16970362.0
2010-05-01,16934072.0
2010-06-01,16980437.0
2010-07-01,16740538.0
2010-08-01,17080791.0
2010-09-01,17359969.0
2010-10-01,16852504.0
2010-11-01,18078763.0
2010-12-01,19189131.0
2011-01-01,20134178.0
2011-02-01,20730672.0
2011-03-01,20134185.0
2011-04-01,19732254.0
2011-05-01,20464469.0
2011-06-01,21078375.0
2011-07-01,20062609.0
2011-08-01,19513682.0
2011-09-01,20549784.0
2011-10-01,21133110.0
2011-11-01,21458606.0
2011-12-01,20525112.0
2012-01-01,20879742.0
2012-02-01,20747875.0
2012-03-01,20949859.0
2012-04-01,21641342.0
2012-05-01,21546910.0
2012-06-01,21141460.0
2012-07-01,22160698.0
2012-08-01,23466117.0
2012-09-01,23400558.0
2012-10-01,24799588.0
2012-11-01,25607661.0
2012-12-01,26064355.0
2013-01-01,26185228.0
2013-02-01,26767878.0
2013-03-01,26321534.0
2013-04-01,27342191.0
2013-05-01,29264851.0
2013-06-01,28709005.0
2013-07-01,28941162.0
2013-08-01,28811485.0
2013-09-01,30330553.0
