Tarih,TP_FG_B08_95
2000-01-01,1142.7
2000-02-01,1153.9
2000-03-01,1210.6
2000-04-01,1192.1
2000-05-01,1204.7
2000-06-01,1210.1
2000-07-01,1231.6
2000-08-01,1293.2
2000-09-01,1325.6
2000-10-01,1361.6
2000-11-01,1389.9
2000-12-01,1414.1
2001-01-01,1433.0
2001-02-01,1433.6
2001-03-01,1489.3
2001-04-01,1579.5
2001-05-01,1620.0
2001-06-01,1658.5
2001-07-01,1663.0
2001-08-01,1893.9
2001-09-01,2076.5
2001-10-01,2165.2
2001-11-01,2152.0
2001-12-01,2175.8
2002-01-01,2265.9
2002-02-01,2264.0
2002-03-01,2524.2
2002-04-01,2536.3
2002-05-01,2575.9
2002-06-01,2575.9
2002-07-01,2680.1
2002-08-01,2934.6
2002-09-01,3005.3
2002-10-01,3009.4
2002-11-01,3012.9
2002-12-01,3020.1
2003-01-01,3028.9
2003-02-01,2956.0
2003-03-01,2964.9
2003-04-01,2990.2
2003-05-01,3024.4
2003-06-01,3025.9
2003-07-01,3028.8
2003-08-01,3182.1
2003-09-01,3355.3
2003-10-01,3374.5
2003-11-01,3390.5
2003-12-01,3390.5
2004-01-01,3392.6
2004-02-01,3553.9
2004-03-01,3553.9
2004-04-01,3672.8
2004-05-01,3675.2
2004-06-01,3678.2
2004-07-01,3682.9
2004-08-01,3669.3
2004-09-01,3846.1
2004-10-01,3809.2
2004-11-01,3817.3
2004-12-01,3953.7
2005-01-01,4023.7
2005-02-01,4037.4
2005-03-01,4193.0
2005-04-01,4258.1
2005-05-01,4373.7
2005-06-01,4448.8
2005-07-01,4544.9
2005-08-01,4634.7
2005-09-01,5136.1
2005-10-01,5096.1
2005-11-01,5162.5
2005-12-01,5336.4
2006-01-01,5076.0
2006-02-01,5308.6
2006-03-01,5302.9
2006-04-01,5286.6
2006-05-01,5553.7
2006-06-01,5575.6
2006-07-01,5595.6
2006-08-01,5425.1
2006-09-01,5570.8
2006-10-01,5554.6
2006-11-01,5723.3
2006-12-01,5840.3
2007-01-01,5760.2
2007-02-01,5653.0
2007-03-01,5701.5
2007-04-01,5686.9
2007-05-01,6130.2
2007-06-01,6142.9
2007-07-01,6155.6
2007-08-01,6110.5
2007-09-01,6247.5
2007-10-01,6272.9
2007-11-01,6575.1
2007-12-01,6155.4
2008-01-01,6132.5
2008-02-01,6158.7
2008-03-01,6408.0
2008-04-01,6484.9
2008-05-01,6726.1
2008-06-01,6815.4
2008-07-01,6960.9
2008-08-01,7836.3
2008-09-01,7385.5
2008-10-01,7290.4
2008-11-01,7568.9
2008-12-01,7641.0
2009-01-01,8020.1
2009-02-01,7730.2
2009-03-01,7590.3
2009-04-01,8176.4
2009-05-01,8526.8
2009-06-01,8676.2
2009-07-01,8678.8
2009-08-01,8468.6
2009-09-01,8470.8
2009-10-01,8673.9
2009-11-01,8623.8
2009-12-01,8320.4
2010-01-01,8408.5
2010-02-01,8900.0
2010-03-01,8196.6
2010-04-01,8250.1
2010-05-01,8192.9
2010-06-01,8396.6
2010-07-01,8634.9
2010-08-01,9036.2
2010-09-01,9601.0
2010-10-01,9460.8
2010-11-01,9666.4
2010-12-01,9132.5
2011-01-01,9292.7
2011-02-01,9546.3
2011-03-01,9499.8
2011-04-01,9107.3
2011-05-01,9331.7
2011-06-01,9439.0
2011-07-01,9439.0
2011-08-01,9439.0
2011-09-01,9761.4
2011-10-01,9767.8
2011-11-01,9902.4
2011-12-01,10086.0
2012-01-01,9795.7
2012-02-01,10280.8
2012-03-01,10116.1
2012-04-01,10490.0
2012-05-01,11447.3
2012-06-01,11612.1
2012-07-01,11662.9
2012-08-01,11376.0
2012-09-01,11367.9
2012-10-01,11445.6
2012-11-01,11207.6
2012-12-01,11252.1
2013-01-01,11518.9
2013-02-01,10984.9
2013-03-01,11912.2
2013-04-01,11258.1
2013-05-01,12366.9
2013-06-01,12366.9
2013-07-01,12366.9
2013-08-01,12601.1
2013-09-01,12603.3
2013-10-01,12633.4
2013-11-01,12697.0
2013-12-01,12697.0
2014-01-01,12785.1
2014-02-01,12785.1
2014-03-01,12826.6
2014-04-01,13023.7
2014-05-01,12942.6
2014-06-01,12942.6
2014-07-01,12942.6
2014-08-01,13066.7
2014-09-01,13173.0
2014-10-01,13294.5
2014-11-01,13843.8
2014-12-01,13616.0
2015-01-01,14028.6
2015-02-01,13821.6
2015-03-01,14122.2
2015-04-01,14227.7
2015-05-01,14406.6
2015-06-01,14224.3
2015-07-01,14293.7
2015-08-01,15266.2
2015-09-01,15075.3
2015-10-01,15869.8
2015-11-01,14757.1
2015-12-01,14615.6
2016-01-01,14171.9
2016-02-01,14256.2
2016-03-01,14772.1
2016-04-01,15907.7
2016-05-01,16545.6
2016-06-01,16518.2
2016-07-01,16639.7
2016-08-01,15731.8
2016-09-01,15900.8
2016-10-01,15845.6
2016-11-01,15953.0
2016-12-01,16005.8
2017-01-01,16205.5
2017-02-01,16294.4
2017-03-01,16306.9
2017-04-01,16088.6
2017-05-01,16417.6
2017-06-01,16587.8
2017-07-01,16726.7
2017-08-01,16238.9
2017-09-01,17706.5
2017-10-01,19049.9
2017-11-01,19091.1
2017-12-01,18330.8
2018-01-01,17901.7
2018-02-01,18458.9
2018-03-01,19072.1
2018-04-01,19449.2
2018-05-01,18318.5
2018-06-01,18738.2
2018-07-01,19289.7
2018-08-01,21374.7
2018-09-01,24149.9
2018-10-01,24641.2
2018-11-01,24424.4
2018-12-01,24684.5
2019-01-01,24150.5
2019-02-01,24581.8
2019-03-01,24336.0
2019-04-01,25363.7
2019-05-01,26004.2
2019-06-01,26208.5
2019-07-01,26488.8
2019-08-01,26598.4
2019-09-01,27894.3
2019-10-01,27076.2
2019-11-01,26526.6
2019-12-01,26814.4
2020-01-01,26425.8
2020-02-01,26940.8
2020-03-01,26873.0
2020-04-01,26643.3
2020-05-01,26689.4
