Tarih,TP_FG_B04_95
2000-01-01,1029.1
2000-02-01,1049.0
2000-03-01,1059.9
2000-04-01,1101.4
2000-05-01,1122.4
2000-06-01,1133.4
2000-07-01,1166.4
2000-08-01,1188.0
2000-09-01,1210.1
2000-10-01,1250.6
2000-11-01,1271.0
2000-12-01,1302.1
2001-01-01,1326.5
2001-02-01,1383.0
2001-03-01,1474.0
2001-04-01,1549.3
2001-05-01,1727.7
2001-06-01,1831.1
2001-07-01,1880.8
2001-08-01,1979.0
2001-09-01,2067.8
2001-10-01,2291.4
2001-11-01,2320.9
2001-12-01,2364.9
2002-01-01,2572.7
2002-02-01,2565.2
2002-03-01,2628.1
2002-04-01,2658.9
2002-05-01,2700.0
2002-06-01,2801.4
2002-07-01,2884.9
2002-08-01,2899.4
2002-09-01,3005.4
2002-10-01,3024.4
2002-11-01,3092.0
2002-12-01,3031.3
2003-01-01,3056.2
2003-02-01,3157.9
2003-03-01,3163.6
2003-04-01,3379.2
2003-05-01,3390.4
2003-06-01,3407.4
2003-07-01,3416.9
2003-08-01,3481.6
2003-09-01,3432.2
2003-10-01,3427.8
2003-11-01,3425.6
2003-12-01,3433.3
2004-01-01,3424.6
2004-02-01,3423.2
2004-03-01,3402.9
2004-04-01,3313.4
2004-05-01,3315.6
2004-06-01,3317.1
2004-07-01,3291.5
2004-08-01,3215.9
2004-09-01,3219.3
2004-10-01,3234.6
2004-11-01,3289.8
2004-12-01,3321.3
2005-01-01,3438.3
2005-02-01,3446.7
2005-03-01,3445.0
2005-04-01,3441.0
2005-05-01,3439.8
2005-06-01,3445.7
2005-07-01,3446.7
2005-08-01,3365.6
2005-09-01,3365.2
2005-10-01,3357.5
2005-11-01,3362.7
2005-12-01,3367.0
2006-01-01,3409.4
2006-02-01,3409.6
2006-03-01,3410.7
2006-04-01,3397.6
2006-05-01,3458.5
2006-06-01,3571.4
2006-07-01,3612.0
2006-08-01,3610.4
2006-09-01,3691.2
2006-10-01,3702.1
2006-11-01,3777.4
2006-12-01,3777.0
2007-01-01,3780.7
2007-02-01,3783.0
2007-03-01,3825.6
2007-04-01,3836.4
2007-05-01,3840.5
2007-06-01,3850.5
2007-07-01,3852.3
2007-08-01,3857.4
2007-09-01,3874.4
2007-10-01,3862.2
2007-11-01,3876.7
2007-12-01,3880.2
2008-01-01,3885.5
2008-02-01,3905.2
2008-03-01,3931.2
2008-04-01,3963.2
2008-05-01,3994.7
2008-06-01,4065.7
2008-07-01,4087.5
2008-08-01,4124.4
2008-09-01,4130.8
2008-10-01,4173.1
2008-11-01,4174.5
2008-12-01,4186.3
2009-01-01,4285.1
2009-02-01,4308.5
2009-03-01,4665.8
2009-04-01,4864.6
2009-05-01,4888.2
2009-06-01,4909.9
2009-07-01,4921.7
2009-08-01,5167.7
2009-09-01,5193.1
2009-10-01,5483.0
2009-11-01,5489.6
2009-12-01,5565.0
2010-01-01,5577.1
2010-02-01,5615.2
2010-03-01,6111.9
2010-04-01,6128.5
2010-05-01,6131.3
2010-06-01,6126.9
2010-07-01,5736.9
2010-08-01,5737.5
2010-09-01,5539.6
2010-10-01,5588.4
2010-11-01,5592.6
2010-12-01,5596.4
2011-01-01,5635.7
2011-02-01,5968.8
2011-03-01,6076.6
2011-04-01,5949.3
2011-05-01,5942.4
2011-06-01,5886.3
2011-07-01,5958.4
2011-08-01,5963.0
2011-09-01,6001.0
2011-10-01,6242.2
2011-11-01,6257.1
2011-12-01,6279.7
2012-01-01,6449.2
2012-02-01,6495.6
2012-03-01,6669.1
2012-04-01,6723.1
2012-05-01,6784.5
2012-06-01,6800.6
2012-07-01,6859.1
2012-08-01,6877.2
2012-09-01,6969.5
2012-10-01,6739.2
2012-11-01,6813.0
2012-12-01,6885.1
2013-01-01,7054.8
2013-02-01,7066.6
2013-03-01,6975.9
2013-04-01,7237.6
2013-05-01,7198.4
2013-06-01,7597.7
2013-07-01,7445.1
2013-08-01,7480.0
2013-09-01,7353.5
2013-10-01,7453.7
2013-11-01,7483.9
2013-12-01,7586.4
2014-01-01,7662.3
2014-02-01,7697.5
2014-03-01,7826.4
2014-04-01,7942.3
2014-05-01,7957.5
2014-06-01,7956.0
2014-07-01,7927.5
2014-08-01,7989.1
2014-09-01,8016.8
2014-10-01,8249.6
2014-11-01,8462.0
2014-12-01,8684.4
2015-01-01,8689.1
2015-02-01,8825.1
2015-03-01,8898.7
2015-04-01,9091.9
2015-05-01,9304.6
2015-06-01,9459.1
2015-07-01,9585.4
2015-08-01,9629.2
2015-09-01,9701.1
2015-10-01,10006.6
2015-11-01,10048.5
2015-12-01,10061.0
2016-01-01,10218.9
2016-02-01,10228.1
2016-03-01,10194.2
2016-04-01,10319.1
2016-05-01,10120.8
2016-06-01,10124.7
2016-07-01,10247.9
2016-08-01,10262.2
2016-09-01,10315.2
2016-10-01,10347.6
2016-11-01,10383.0
2016-12-01,10485.7
2017-01-01,10886.8
2017-02-01,10816.0
2017-03-01,10926.1
2017-04-01,11049.5
2017-05-01,11302.6
2017-06-01,11422.5
2017-07-01,11494.4
2017-08-01,11600.1
2017-09-01,11626.9
2017-10-01,11931.0
2017-11-01,11992.2
2017-12-01,12163.3
2018-01-01,12274.4
2018-02-01,12408.6
2018-03-01,12443.4
2018-04-01,12507.2
2018-05-01,12681.0
2018-06-01,13173.0
2018-07-01,13494.8
2018-08-01,14383.2
2018-09-01,15166.4
2018-10-01,16746.3
2018-11-01,16750.8
2018-12-01,16622.5
2019-01-01,16917.4
2019-02-01,16974.2
2019-03-01,17013.6
2019-04-01,17305.7
2019-05-01,17324.9
2019-06-01,17772.7
2019-07-01,18209.7
2019-08-01,18645.5
2019-09-01,18629.8
2019-10-01,18780.4
2019-11-01,18861.5
2019-12-01,19190.3
2020-01-01,19290.0
2020-02-01,19492.9
2020-03-01,19529.0
2020-04-01,19875.3
2020-05-01,20043.6
2020-06-01,20237.9
2020-07-01,20543.6
2020-08-01,20782.6
2020-09-01,21129.1
2020-10-01,21802.5
2020-11-01,21974.8
2020-12-01,22637.5
2021-01-01,23171.9
2021-02-01,23191.0
2021-03-01,23525.8
2021-04-01,23458.0
2021-05-01,24585.4
2021-06-01,25067.9
2021-07-01,25384.7
2021-08-01,25719.5
2021-09-01,26379.8
2021-10-01,27071.9
2021-11-01,28121.7
2021-12-01,33778.3
2022-01-01,37236.8
2022-02-01,39647.2
2022-03-01,43211.5
