Tarih,TP_FG_B03_95
2000-01-01,1833.2
2000-02-01,1861.8
2000-03-01,1939.5
2000-04-01,2036.0
2000-05-01,2061.0
2000-06-01,2139.1
2000-07-01,2218.5
2000-08-01,2297.8
2000-09-01,2383.2
2000-10-01,2469.6
2000-11-01,2499.3
2000-12-01,2579.0
2001-01-01,2686.1
2001-02-01,2711.7
2001-03-01,2991.6
2001-04-01,3322.6
2001-05-01,3433.1
2001-06-01,3544.5
2001-07-01,3648.7
2001-08-01,3745.4
2001-09-01,3915.0
2001-10-01,4008.8
2001-11-01,4060.1
2001-12-01,4156.1
2002-01-01,4332.4
2002-02-01,4333.4
2002-03-01,4396.9
2002-04-01,4426.0
2002-05-01,4538.9
2002-06-01,4604.5
2002-07-01,4663.8
2002-08-01,4755.2
2002-09-01,4880.4
2002-10-01,4969.5
2002-11-01,5019.7
2002-12-01,5032.5
2003-01-01,5177.7
2003-02-01,5219.1
2003-03-01,5224.9
2003-04-01,5182.8
2003-05-01,5246.4
2003-06-01,5339.3
2003-07-01,5426.3
2003-08-01,5445.7
2003-09-01,5623.4
2003-10-01,5760.6
2003-11-01,5843.9
2003-12-01,5959.8
2004-01-01,6015.9
2004-02-01,6045.2
2004-03-01,6053.7
2004-04-01,6053.7
2004-05-01,6139.6
2004-06-01,6156.4
2004-07-01,6239.9
2004-08-01,6249.0
2004-09-01,6347.3
2004-10-01,6400.2
2004-11-01,6468.3
2004-12-01,6507.1
2005-01-01,6638.2
2005-02-01,6670.6
2005-03-01,6760.0
2005-04-01,6859.0
2005-05-01,6931.7
2005-06-01,6988.7
2005-07-01,7069.4
2005-08-01,7153.2
2005-09-01,7596.3
2005-10-01,7697.1
2005-11-01,7681.6
2005-12-01,7801.3
2006-01-01,7894.2
2006-02-01,7940.7
2006-03-01,7947.4
2006-04-01,7967.7
2006-05-01,8089.5
2006-06-01,8161.4
2006-07-01,8348.1
2006-08-01,8435.9
2006-09-01,8550.1
2006-10-01,8614.8
2006-11-01,8706.2
2006-12-01,8795.1
2007-01-01,8845.2
2007-02-01,8858.8
2007-03-01,8978.0
2007-04-01,9148.9
2007-05-01,9251.9
2007-06-01,9330.4
2007-07-01,9385.0
2007-08-01,9448.2
2007-09-01,9842.5
2007-10-01,10025.0
2007-11-01,10243.8
2007-12-01,10466.8
2008-01-01,10526.2
2008-02-01,10575.5
2008-03-01,10711.4
2008-04-01,10796.3
2008-05-01,10849.3
2008-06-01,10888.4
2008-07-01,11142.3
2008-08-01,11287.6
2008-09-01,11299.4
2008-10-01,11410.8
2008-11-01,11253.7
2008-12-01,11262.6
2009-01-01,11287.9
2009-02-01,11344.1
2009-03-01,11302.9
2009-04-01,11235.4
2009-05-01,11250.4
2009-06-01,11352.1
2009-07-01,11396.8
2009-08-01,11464.4
2009-09-01,11490.8
2009-10-01,11557.8
2009-11-01,11627.6
2009-12-01,11780.2
2010-01-01,11916.3
2010-02-01,11955.2
2010-03-01,11956.8
2010-04-01,11969.6
2010-05-01,11956.6
2010-06-01,11987.8
2010-07-01,12059.1
2010-08-01,12051.4
2010-09-01,12091.2
2010-10-01,12096.2
2010-11-01,12137.3
2010-12-01,12287.3
2011-01-01,12371.5
2011-02-01,12157.7
2011-03-01,12230.3
2011-04-01,12288.7
2011-05-01,12354.1
2011-06-01,12362.4
2011-07-01,12463.2
2011-08-01,12558.1
2011-09-01,12824.7
2011-10-01,12935.5
2011-11-01,12963.3
2011-12-01,13144.5
2012-01-01,13267.9
