Tarih,TP_FG_B07_95
2000-01-01,1673.6
2000-02-01,1686.5
2000-03-01,1871.8
2000-04-01,1874.8
2000-05-01,1892.2
2000-06-01,1921.4
2000-07-01,1951.5
2000-08-01,1951.5
2000-09-01,2151.5
2000-10-01,2151.6
2000-11-01,2152.3
2000-12-01,2152.3
2001-01-01,2186.7
2001-02-01,2225.0
2001-03-01,2381.8
2001-04-01,2814.1
2001-05-01,2902.7
2001-06-01,3036.7
2001-07-01,3256.1
2001-08-01,3291.6
2001-09-01,3569.8
2001-10-01,3626.4
2001-11-01,3633.5
2001-12-01,3697.7
2002-01-01,3756.3
2002-02-01,3803.8
2002-03-01,3836.5
2002-04-01,3846.6
2002-05-01,3858.1
2002-06-01,3920.8
2002-07-01,4267.3
2002-08-01,4311.2
2002-09-01,4355.2
2002-10-01,4362.9
2002-11-01,4350.6
2002-12-01,4381.6
2003-01-01,4441.0
2003-02-01,4566.3
2003-03-01,5074.6
2003-04-01,5450.9
2003-05-01,5433.0
2003-06-01,5536.0
2003-07-01,5548.5
2003-08-01,5564.2
2003-09-01,5540.8
2003-10-01,5543.3
2003-11-01,5543.3
2003-12-01,5544.2
2004-01-01,5533.5
2004-02-01,5486.7
2004-03-01,5508.4
2004-04-01,5461.3
2004-05-01,5507.6
2004-06-01,5607.5
2004-07-01,5675.3
2004-08-01,5720.4
2004-09-01,5734.5
2004-10-01,5842.8
2004-11-01,5843.3
2004-12-01,5850.2
2005-01-01,6325.7
2005-02-01,6362.5
2005-03-01,6322.3
2005-04-01,6335.6
2005-05-01,6368.0
2005-06-01,6447.6
2005-07-01,6837.9
2005-08-01,6891.3
2005-09-01,6902.8
2005-10-01,6849.8
2005-11-01,6814.3
2005-12-01,6827.6
2006-01-01,7326.8
2006-02-01,7270.7
2006-03-01,7319.5
2006-04-01,7365.3
2006-05-01,7384.8
2006-06-01,7482.0
2006-07-01,7575.5
2006-08-01,7513.4
2006-09-01,7398.2
2006-10-01,7389.3
2006-11-01,7330.6
2006-12-01,7733.0
2007-01-01,7643.0
2007-02-01,7674.0
2007-03-01,7798.7
2007-04-01,7847.9
2007-05-01,7895.9
2007-06-01,7917.9
2007-07-01,7877.0
2007-08-01,7874.0
2007-09-01,7861.2
2007-10-01,7925.5
2007-11-01,8027.5
2007-12-01,8089.3
2008-01-01,8095.1
2008-02-01,7911.5
2008-03-01,8380.9
2008-04-01,8441.8
2008-05-01,8590.3
2008-06-01,8697.7
2008-07-01,8610.8
2008-08-01,8528.2
2008-09-01,8497.1
2008-10-01,8461.7
2008-11-01,8368.6
2008-12-01,8293.2
2009-01-01,8258.2
2009-02-01,8258.2
2009-03-01,8307.0
2009-04-01,8320.3
2009-05-01,8357.2
2009-06-01,8793.7
2009-07-01,8809.8
2009-08-01,8856.3
2009-09-01,8974.3
2009-10-01,9011.5
2009-11-01,9017.3
2009-12-01,9049.6
2010-01-01,9197.0
2010-02-01,9210.3
2010-03-01,9295.8
2010-04-01,9295.8
2010-05-01,9366.9
2010-06-01,9417.2
2010-07-01,9411.1
2010-08-01,9355.3
2010-09-01,9373.0
2010-10-01,9390.7
2010-11-01,9694.1
2010-12-01,9828.3
2011-01-01,9850.1
2011-02-01,9917.9
2011-03-01,9940.9
2011-04-01,10060.0
2011-05-01,10003.3
2011-06-01,10008.5
2011-07-01,10108.7
2011-08-01,10311.0
2011-09-01,10347.8
2011-10-01,10334.9
2011-11-01,10275.3
2011-12-01,10378.7
2012-01-01,10812.0
2012-02-01,11197.2
2012-03-01,11276.9
2012-04-01,11265.6
2012-05-01,11165.1
2012-06-01,11119.3
2012-07-01,11159.1
2012-08-01,11342.0
2012-09-01,11809.5
2012-10-01,11882.8
2012-11-01,11803.0
2012-12-01,11834.0
2013-01-01,11885.1
2013-02-01,11978.4
2013-03-01,11934.0
2013-04-01,11853.4
2013-05-01,12304.6
2013-06-01,12304.6
2013-07-01,12393.3
2013-08-01,12403.2
2013-09-01,12339.7
2013-10-01,12364.9
2013-11-01,12360.5
2013-12-01,12431.4
2014-01-01,12491.5
2014-02-01,12491.5
2014-03-01,12473.8
2014-04-01,12584.1
2014-05-01,12618.2
2014-06-01,13059.1
2014-07-01,13032.5
2014-08-01,13010.3
2014-09-01,12996.4
2014-10-01,12983.8
2014-11-01,12919.7
2014-12-01,12747.8
2015-01-01,12681.9
2015-02-01,12781.5
2015-03-01,12794.8
2015-04-01,12911.2
2015-05-01,13003.1
