Tarih,TP_FG_B05_95
2000-01-01,995.4
2000-02-01,883.6
2000-03-01,876.1
2000-04-01,1206.4
2000-05-01,1259.8
2000-06-01,1294.3
2000-07-01,1097.4
2000-08-01,1144.1
2000-09-01,1118.9
2000-10-01,1601.1
2000-11-01,1616.9
2000-12-01,1600.3
2001-01-01,1354.3
2001-02-01,1349.1
2001-03-01,1374.1
2001-04-01,1879.9
2001-05-01,1976.7
2001-06-01,2032.2
2001-07-01,1775.1
2001-08-01,1708.0
2001-09-01,1777.0
2001-10-01,2955.1
2001-11-01,2969.7
2001-12-01,2939.3
2002-01-01,2452.2
2002-02-01,2368.0
2002-03-01,2424.8
2002-04-01,3282.2
2002-05-01,3391.5
2002-06-01,3449.6
2002-07-01,3146.3
2002-08-01,2813.1
2002-09-01,2939.3
2002-10-01,4152.8
2002-11-01,4205.2
2002-12-01,4161.6
2003-01-01,3572.0
2003-02-01,3320.3
2003-03-01,3374.4
2003-04-01,4854.2
2003-05-01,5036.2
2003-06-01,5169.4
2003-07-01,4217.4
2003-08-01,4235.0
2003-09-01,4071.2
2003-10-01,4776.9
2003-11-01,4814.7
2003-12-01,4792.8
2004-01-01,4149.9
2004-02-01,3788.4
2004-03-01,3853.6
2004-04-01,4793.1
2004-05-01,4947.4
2004-06-01,5067.5
2004-07-01,4043.9
2004-08-01,3942.9
2004-09-01,4196.9
2004-10-01,4644.7
2004-11-01,4743.9
2004-12-01,4627.5
2005-01-01,3772.8
2005-02-01,3712.7
2005-03-01,3799.1
2005-04-01,4562.9
2005-05-01,4743.3
2005-06-01,4824.5
2005-07-01,3959.0
2005-08-01,3823.0
2005-09-01,3735.2
2005-10-01,4550.9
2005-11-01,4533.7
2005-12-01,4501.6
2006-01-01,3623.1
2006-02-01,3565.4
2006-03-01,3404.1
2006-04-01,4331.9
2006-05-01,4398.2
2006-06-01,4469.1
2006-07-01,3620.8
2006-08-01,3545.4
2006-09-01,3550.8
2006-10-01,4648.8
2006-11-01,4601.6
2006-12-01,4598.6
2007-01-01,3626.3
2007-02-01,3576.6
2007-03-01,3653.9
2007-04-01,4844.4
2007-05-01,4931.8
2007-06-01,5014.5
2007-07-01,4060.6
2007-08-01,3921.8
2007-09-01,3954.1
2007-10-01,5112.4
2007-11-01,5078.2
2007-12-01,5008.4
2008-01-01,4136.6
2008-02-01,3748.6
2008-03-01,3849.1
2008-04-01,5148.2
2008-05-01,5263.9
2008-06-01,5377.8
2008-07-01,3931.1
2008-08-01,4037.8
2008-09-01,4060.7
2008-10-01,4984.4
2008-11-01,4948.4
2008-12-01,4211.0
2009-01-01,4131.3
2009-02-01,4085.3
2009-03-01,4208.0
2009-04-01,5399.2
2009-05-01,5520.1
2009-06-01,4617.6
2009-07-01,4595.4
2009-08-01,4483.5
2009-09-01,4493.3
2009-10-01,5353.0
2009-11-01,5322.7
2009-12-01,5267.7
2010-01-01,4784.3
2010-02-01,4136.0
2010-03-01,4270.7
2010-04-01,5687.7
2010-05-01,5797.7
2010-06-01,5918.6
2010-07-01,4585.0
2010-08-01,4450.2
2010-09-01,4574.6
2010-10-01,5894.5
2010-11-01,5897.5
2010-12-01,5877.1
2011-01-01,4433.9
