Tarih,TP_DB_B39
2000-01-01,24175.0
2000-04-01,24436.0
2000-07-01,25994.0
2000-10-01,28301.0
2001-01-01,26029.0
2001-04-01,22132.0
2001-07-01,20108.0
2001-10-01,16403.0
2002-01-01,16073.0
2002-04-01,17470.0
2002-07-01,16799.0
2002-10-01,18679.0
2003-01-01,19859.0
2003-04-01,21085.0
2003-07-01,24821.0
2003-10-01,27290.0
2004-01-01,28860.0
2004-04-01,32203.0
2004-07-01,34652.0
2004-10-01,36597.0
2005-01-01,37220.0
2005-04-01,40148.0
2005-07-01,43510.0
2005-10-01,43452.0
2006-01-01,45884.0
2006-04-01,49526.0
2006-07-01,48591.0
2006-10-01,49236.0
2007-01-01,42246.0
2007-04-01,46596.0
2007-07-01,46507.0
2007-10-01,51679.0
2008-01-01,53847.0
2008-04-01,61736.0
2008-07-01,65944.0
2008-10-01,56258.0
2009-01-01,50306.0
2009-04-01,52548.0
2009-07-01,53487.0
2009-10-01,56006.0
2010-01-01,60105.0
2010-04-01,70356.0
2010-07-01,78958.0
2010-10-01,92448.0
2011-01-01,89572.0
2011-04-01,100862.0
2011-07-01,100671.0
2011-10-01,96610.0
2012-01-01,100879.0
2012-04-01,109513.0
2012-07-01,110336.0
2012-10-01,114535.0
2013-01-01,124492.0
2013-04-01,134574.0
2013-07-01,136811.0
2013-10-01,140361.0
2014-01-01,133894.0
2014-04-01,139157.0
2014-07-01,139007.0
2014-10-01,138202.0
2015-01-01,132632.0
2015-04-01,129114.0
2015-07-01,118655.0
2015-10-01,102664.0
2016-01-01,105731.0
2016-04-01,106376.0
2016-07-01,100551.0
2016-10-01,89856.0
2017-01-01,96338.0
2017-04-01,102414.0
2017-07-01,105146.0
2017-10-01,109385.0
2018-01-01,108084.0
2018-04-01,106652.0
2018-07-01,99149.0
2018-10-01,92545.0
2019-01-01,92932.0
2019-04-01,95507.0
2019-07-01,93482.0
2019-10-01,95320.0
2020-01-01,92027.0
2020-04-01,98624.0
2020-07-01,105194.0
2020-10-01,110733.0
2021-01-01,111946.0
2021-04-01,119079.0
2021-07-01,120905.0
2021-10-01,117657.0
2022-01-01,127653.0
2022-04-01,132715.0
2022-07-01,137641.0
2022-10-01,147637.0
2023-01-01,159913.0
2023-04-01,163883.0
2023-07-01,167078.0
2023-10-01,173684.0
2024-01-01,169514.0
2024-04-01,174180.0
2024-07-01,171493.0
2024-10-01,172134.0
2025-01-01,167475.0
2025-04-01,168487.0
