Tarih,TP_DB_B30
2000-01-01,3151.0
2000-04-01,3572.0
2000-07-01,3450.0
2000-10-01,3497.0
2001-01-01,3620.0
2001-04-01,3543.0
2001-07-01,3539.0
2001-10-01,3435.0
2002-01-01,3546.0
2002-04-01,3612.0
2002-07-01,3541.0
2002-10-01,3561.0
2003-01-01,3550.0
2003-04-01,3465.0
2003-07-01,3407.0
2003-10-01,3312.0
2004-01-01,3334.0
2004-04-01,3080.0
2004-07-01,3003.0
2004-10-01,2839.0
2005-01-01,2737.0
2005-04-01,2561.0
2005-07-01,2492.0
2005-10-01,1893.0
2006-01-01,1676.0
2006-04-01,1153.0
2006-07-01,1159.0
2006-10-01,1390.0
2007-01-01,1368.0
2007-04-01,1426.0
2007-07-01,1450.0
2007-10-01,1812.0
2008-01-01,1628.0
2008-04-01,1720.0
2008-07-01,1900.0
2008-10-01,1891.0
2009-01-01,1581.0
2009-04-01,1433.0
2009-07-01,1425.0
2009-10-01,1436.0
2010-01-01,1191.0
2010-04-01,1100.0
2010-07-01,1218.0
2010-10-01,1183.0
2011-01-01,1240.0
2011-04-01,1235.0
2011-07-01,1161.0
2011-10-01,1161.0
2012-01-01,1160.0
2012-04-01,1090.0
2012-07-01,1113.0
2012-10-01,1213.0
2013-01-01,1180.0
2013-04-01,1196.0
2013-07-01,1211.0
2013-10-01,1158.0
2014-01-01,1120.0
2014-04-01,1047.0
2014-07-01,964.0
2014-10-01,989.0
2015-01-01,925.0
2015-04-01,886.0
2015-07-01,887.0
2015-10-01,857.0
2016-01-01,846.0
2016-04-01,833.0
2016-07-01,923.0
2016-10-01,966.0
2017-01-01,1087.0
2017-04-01,1186.0
2017-07-01,1293.0
2017-10-01,1385.0
2018-01-01,1465.0
2018-04-01,1482.0
2018-07-01,1484.0
2018-10-01,1467.0
2019-01-01,1456.0
2019-04-01,1604.0
2019-07-01,1601.0
2019-10-01,2044.0
2020-01-01,2125.0
2020-04-01,2204.0
2020-07-01,2282.0
2020-10-01,2347.0
2021-01-01,2492.0
2021-04-01,2464.0
2021-07-01,2731.0
2021-10-01,3085.0
2022-01-01,3114.0
2022-04-01,3929.0
2022-07-01,3725.0
2022-10-01,3892.0
2023-01-01,3897.0
2023-04-01,3704.0
2023-07-01,3837.0
2023-10-01,3887.0
2024-01-01,3801.0
2024-04-01,3777.0
2024-07-01,3828.0
2024-10-01,3670.0
2025-01-01,3662.0
2025-04-01,2698.0
