Tarih,TP_DB_B27
2000-01-01,2033.0
2000-04-01,2022.0
2000-07-01,1804.0
2000-10-01,1709.0
2001-01-01,1589.0
2001-04-01,1505.0
2001-07-01,1516.0
2001-10-01,1495.0
2002-01-01,1183.0
2002-04-01,1262.0
2002-07-01,1196.0
2002-10-01,983.0
2003-01-01,932.0
2003-04-01,799.0
2003-07-01,763.0
2003-10-01,765.0
2004-01-01,773.0
2004-04-01,766.0
2004-07-01,734.0
2004-10-01,751.0
2005-01-01,346.0
2005-04-01,349.0
2005-07-01,320.0
2005-10-01,438.0
2006-01-01,460.0
2006-04-01,440.0
2006-07-01,617.0
2006-10-01,665.0
2007-01-01,685.0
2007-04-01,718.0
2007-07-01,790.0
2007-10-01,856.0
2008-01-01,936.0
2008-04-01,969.0
2008-07-01,806.0
2008-10-01,821.0
2009-01-01,821.0
2009-04-01,1027.0
2009-07-01,1152.0
2009-10-01,1352.0
2010-01-01,1522.0
2010-04-01,1526.0
2010-07-01,1869.0
2010-10-01,2029.0
2011-01-01,2283.0
2011-04-01,2734.0
2011-07-01,2793.0
2011-10-01,3555.0
2012-01-01,4262.0
2012-04-01,4943.0
2012-07-01,6192.0
2012-10-01,6918.0
2013-01-01,7550.0
2013-04-01,7731.0
2013-07-01,8222.0
2013-10-01,8673.0
2014-01-01,8965.0
2014-04-01,10471.0
2014-07-01,11175.0
2014-10-01,11590.0
2015-01-01,11773.0
2015-04-01,13558.0
2015-07-01,14232.0
2015-10-01,14436.0
2016-01-01,15489.0
2016-04-01,17205.0
2016-07-01,18403.0
2016-10-01,20137.0
2017-01-01,20911.0
2017-04-01,22127.0
2017-07-01,23024.0
2017-10-01,22906.0
2018-01-01,23790.0
2018-04-01,24275.0
2018-07-01,25448.0
2018-10-01,26305.0
2019-01-01,26182.0
2019-04-01,24892.0
2019-07-01,23890.0
2019-10-01,34344.0
2020-01-01,33002.0
2020-04-01,31198.0
2020-07-01,31790.0
2020-10-01,32400.0
2021-01-01,32986.0
2021-04-01,31704.0
2021-07-01,30835.0
2021-10-01,28723.0
2022-01-01,28235.0
2022-04-01,26017.0
2022-07-01,24930.0
2022-10-01,24256.0
2023-01-01,27308.0
2023-04-01,27958.0
2023-07-01,27620.0
2023-10-01,28997.0
2024-01-01,30528.0
2024-04-01,33848.0
2024-07-01,37084.0
2024-10-01,37647.0
2025-01-01,40724.0
2025-04-01,46911.0
