Tarih,TP_DB_B22
2000-01-01,38407.0
2000-04-01,40771.0
2000-07-01,41117.0
2000-10-01,42186.0
2001-01-01,41234.0
2001-04-01,39577.0
2001-07-01,42322.0
2001-10-01,40960.0
2002-01-01,50567.0
2002-04-01,54393.0
2002-07-01,56863.0
2002-10-01,58854.0
2003-01-01,59171.0
2003-04-01,61899.0
2003-07-01,63174.0
2003-10-01,65160.0
2004-01-01,64269.0
2004-04-01,65147.0
2004-07-01,67524.0
2004-10-01,70113.0
2005-01-01,70210.0
2005-04-01,67652.0
2005-07-01,66045.0
2005-10-01,65921.0
2006-01-01,66927.0
2006-04-01,65472.0
2006-07-01,67262.0
2006-10-01,67854.0
2007-01-01,69551.0
2007-04-01,68647.0
2007-07-01,70389.0
2007-10-01,68812.0
2008-01-01,69735.0
2008-04-01,73486.0
2008-07-01,73210.0
2008-10-01,72390.0
2009-01-01,71152.0
2009-04-01,72976.0
2009-07-01,77677.0
2009-10-01,77170.0
2010-01-01,77757.0
2010-04-01,76740.0
2010-07-01,81507.0
2010-10-01,81749.0
2011-01-01,85309.0
2011-04-01,85980.0
2011-07-01,84109.0
2011-10-01,82989.0
2012-01-01,85625.0
2012-04-01,84463.0
2012-07-01,85387.0
2012-10-01,85480.0
2013-01-01,83967.0
2013-04-01,84806.0
2013-07-01,86521.0
2013-10-01,89324.0
2014-01-01,90100.0
2014-04-01,90789.0
2014-07-01,88967.0
2014-10-01,88213.0
2015-01-01,83499.0
2015-04-01,85370.0
2015-07-01,85785.0
2015-10-01,84446.0
2016-01-01,85859.0
2016-04-01,88065.0
2016-07-01,86532.0
2016-10-01,85527.0
2017-01-01,88203.0
2017-04-01,93327.0
2017-07-01,93012.0
2017-10-01,93475.0
2018-01-01,95214.0
2018-04-01,92755.0
2018-07-01,92384.0
2018-10-01,94524.0
2019-01-01,98731.0
2019-04-01,97515.0
2019-07-01,98085.0
2019-10-01,99751.0
2020-01-01,103479.0
2020-04-01,99380.0
2020-07-01,100438.0
2020-10-01,106727.0
2021-01-01,104737.0
2021-04-01,108381.0
2021-07-01,116333.0
2021-10-01,113851.0
2022-01-01,114877.0
2022-04-01,113106.0
2022-07-01,108205.0
2022-10-01,117776.0
2023-01-01,121747.0
2023-04-01,121668.0
2023-07-01,120903.0
2023-10-01,124322.0
2024-01-01,126044.0
2024-04-01,126179.0
2024-07-01,130154.0
2024-10-01,126345.0
2025-01-01,123996.0
2025-04-01,127560.0
