Tarih,TP_DB_B61
2000-01-01,2856.0
2000-04-01,3268.0
2000-07-01,3192.0
2000-10-01,3633.0
2001-01-01,3607.0
2001-04-01,3590.0
2001-07-01,4743.0
2001-10-01,4708.0
2002-01-01,4671.0
2002-04-01,4910.0
2002-07-01,5378.0
2002-10-01,5368.0
2003-01-01,5331.0
2003-04-01,5272.0
2003-07-01,5247.0
2003-10-01,5214.0
2004-01-01,5173.0
2004-04-01,5654.0
2004-07-01,6194.0
2004-10-01,6153.0
2005-01-01,6144.0
2005-04-01,6024.0
2005-07-01,5963.0
2005-10-01,5839.0
2006-01-01,5889.0
2006-04-01,6257.0
2006-07-01,6866.0
2006-10-01,6919.0
2007-01-01,7027.0
2007-04-01,6953.0
2007-07-01,7594.0
2007-10-01,7655.0
2008-01-01,7911.0
2008-04-01,7919.0
2008-07-01,8277.0
2008-10-01,8163.0
2009-01-01,8452.0
2009-04-01,8749.0
2009-07-01,9966.0
2009-10-01,9914.0
2010-01-01,9733.0
2010-04-01,10301.0
2010-07-01,11720.0
2010-10-01,11668.0
2011-01-01,12246.0
2011-04-01,13087.0
2011-07-01,12747.0
2011-10-01,12442.0
2012-01-01,12823.0
2012-04-01,12897.0
2012-07-01,13245.0
2012-10-01,13384.0
2013-01-01,13164.0
2013-04-01,13190.0
2013-07-01,14356.0
2013-10-01,14265.0
2014-01-01,14211.0
2014-04-01,13864.0
2014-07-01,13156.0
2014-10-01,13146.0
2015-01-01,12196.0
2015-04-01,12212.0
2015-07-01,12257.0
2015-10-01,11945.0
2016-01-01,11747.0
2016-04-01,11517.0
2016-07-01,11562.0
2016-10-01,11008.0
2017-01-01,11082.0
2017-04-01,11603.0
2017-07-01,11566.0
2017-10-01,12184.0
2018-01-01,12504.0
2018-04-01,12146.0
2018-07-01,12049.0
2018-10-01,11800.0
2019-01-01,11624.0
2019-04-01,11703.0
2019-07-01,11298.0
2019-10-01,11408.0
2020-01-01,11275.0
2020-04-01,11430.0
2020-07-01,11579.0
2020-10-01,11963.0
2021-01-01,11569.0
2021-04-01,11590.0
2021-07-01,11468.0
2021-10-01,11209.0
2022-01-01,11113.0
2022-04-01,10813.0
2022-07-01,10196.0
2022-10-01,11259.0
2023-01-01,11284.0
2023-04-01,11350.0
2023-07-01,11046.0
2023-10-01,12028.0
2024-01-01,11676.0
2024-04-01,11825.0
2024-07-01,12073.0
2024-10-01,11920.0
2025-01-01,12161.0
2025-04-01,13127.0
