Tarih,TP_DB_B49
2000-01-01,20395.0
2000-04-01,21774.0
2000-07-01,21824.0
2000-10-01,22866.0
2001-01-01,22699.0
2001-04-01,22150.0
2001-07-01,22390.0
2001-10-01,26636.0
2002-01-01,22221.0
2002-04-01,23816.0
2002-07-01,22916.0
2002-10-01,22769.0
2003-01-01,22498.0
2003-04-01,22414.0
2003-07-01,22239.0
2003-10-01,22724.0
2004-01-01,22827.0
2004-04-01,23103.0
2004-07-01,23789.0
2004-10-01,25557.0
2005-01-01,24426.0
2005-04-01,27571.0
2005-07-01,29596.0
2005-10-01,31760.0
2006-01-01,38535.0
2006-04-01,42262.0
2006-07-01,44813.0
2006-10-01,51497.0
2007-01-01,58176.0
2007-04-01,64117.0
2007-07-01,69924.0
2007-10-01,74289.0
2008-01-01,79373.0
2008-04-01,84498.0
2008-07-01,83467.0
2008-10-01,78731.0
2009-01-01,74498.0
2009-04-01,73470.0
2009-07-01,73101.0
2009-10-01,70340.0
2010-01-01,66514.0
2010-04-01,63846.0
2010-07-01,66291.0
2010-10-01,64705.0
2011-01-01,68047.0
2011-04-01,70547.0
2011-07-01,71572.0
2011-10-01,71315.0
2012-01-01,72596.0
2012-04-01,71526.0
2012-07-01,71642.0
2012-10-01,72201.0
2013-01-01,70516.0
2013-04-01,69697.0
2013-07-01,71350.0
2013-10-01,74330.0
2014-01-01,76065.0
2014-04-01,76613.0
2014-07-01,76204.0
2014-10-01,76614.0
2015-01-01,75035.0
2015-04-01,83846.0
2015-07-01,91207.0
2015-10-01,94355.0
2016-01-01,98110.0
2016-04-01,99376.0
2016-07-01,98953.0
2016-10-01,100076.0
2017-01-01,97098.0
2017-04-01,99082.0
2017-07-01,99443.0
2017-10-01,100923.0
2018-01-01,101139.0
2018-04-01,100126.0
2018-07-01,96347.0
2018-10-01,93155.0
2019-01-01,91130.0
2019-04-01,85054.0
2019-07-01,80971.0
2019-10-01,78323.0
2020-01-01,74627.0
2020-04-01,72291.0
2020-07-01,73250.0
2020-10-01,73480.0
2021-01-01,72304.0
2021-04-01,72390.0
2021-07-01,71689.0
2021-10-01,70296.0
2022-01-01,70278.0
2022-04-01,66796.0
2022-07-01,69653.0
2022-10-01,69640.0
2023-01-01,70318.0
2023-04-01,71821.0
2023-07-01,72000.0
2023-10-01,75652.0
2024-01-01,76984.0
2024-04-01,81784.0
2024-07-01,84514.0
2024-10-01,83844.0
2025-01-01,91865.0
2025-04-01,102686.0
