Tarih,TP_DB_B50
2000-01-01,5246.0
2000-04-01,5660.0
2000-07-01,5602.0
2000-10-01,5855.0
2001-01-01,5937.0
2001-04-01,5956.0
2001-07-01,5942.0
2001-10-01,1751.0
2002-01-01,5044.0
2002-04-01,5845.0
2002-07-01,6227.0
2002-10-01,6701.0
2003-01-01,5992.0
2003-04-01,6252.0
2003-07-01,6651.0
2003-10-01,7257.0
2004-01-01,8166.0
2004-04-01,8792.0
2004-07-01,9085.0
2004-10-01,10043.0
2005-01-01,10830.0
2005-04-01,12501.0
2005-07-01,13553.0
2005-10-01,15155.0
2006-01-01,19015.0
2006-04-01,20491.0
2006-07-01,21410.0
2006-10-01,23025.0
2007-01-01,24847.0
2007-04-01,27430.0
2007-07-01,30302.0
2007-10-01,35277.0
2008-01-01,39688.0
2008-04-01,44293.0
2008-07-01,46379.0
2008-10-01,45147.0
2009-01-01,42543.0
2009-04-01,42181.0
2009-07-01,39842.0
2009-10-01,38879.0
2010-01-01,37068.0
2010-04-01,33427.0
2010-07-01,33263.0
2010-10-01,32497.0
2011-01-01,32721.0
2011-04-01,31875.0
2011-07-01,30200.0
2011-10-01,28595.0
2012-01-01,28476.0
2012-04-01,27110.0
2012-07-01,26838.0
2012-10-01,27347.0
2013-01-01,26593.0
2013-04-01,26355.0
2013-07-01,27483.0
2013-10-01,27396.0
2014-01-01,27998.0
2014-04-01,28993.0
2014-07-01,27272.0
2014-10-01,27821.0
2015-01-01,26793.0
2015-04-01,27778.0
2015-07-01,28736.0
2015-10-01,30546.0
2016-01-01,31569.0
2016-04-01,31941.0
2016-07-01,32158.0
2016-10-01,32074.0
2017-01-01,31749.0
2017-04-01,32267.0
2017-07-01,32848.0
2017-10-01,33828.0
2018-01-01,35978.0
2018-04-01,34964.0
2018-07-01,35110.0
2018-10-01,35611.0
2019-01-01,35533.0
2019-04-01,35377.0
2019-07-01,34884.0
2019-10-01,33784.0
2020-01-01,33317.0
2020-04-01,32603.0
2020-07-01,32208.0
2020-10-01,32684.0
2021-01-01,31813.0
2021-04-01,32851.0
2021-07-01,31596.0
2021-10-01,31896.0
2022-01-01,31291.0
2022-04-01,29962.0
2022-07-01,28605.0
2022-10-01,28872.0
2023-01-01,28572.0
2023-04-01,28578.0
2023-07-01,28129.0
2023-10-01,28907.0
2024-01-01,27919.0
2024-04-01,28051.0
2024-07-01,28990.0
2024-10-01,28139.0
2025-01-01,28434.0
2025-04-01,29710.0
