Tarih,TP_DB_B45
2000-01-01,45427.0
2000-04-01,47189.0
2000-07-01,46434.0
2000-10-01,48214.0
2001-01-01,48449.0
2001-04-01,47481.0
2001-07-01,48765.0
2001-10-01,45615.0
2002-01-01,44300.0
2002-04-01,48421.0
2002-07-01,47749.0
2002-10-01,49082.0
2003-01-01,48252.0
2003-04-01,49027.0
2003-07-01,48998.0
2003-10-01,50765.0
2004-01-01,51382.0
2004-04-01,51674.0
2004-07-01,52970.0
2004-10-01,57213.0
2005-01-01,56608.0
2005-04-01,60136.0
2005-07-01,62610.0
2005-10-01,67516.0
2006-01-01,78788.0
2006-04-01,85215.0
2006-07-01,89450.0
2006-10-01,99162.0
2007-01-01,108955.0
2007-04-01,117735.0
2007-07-01,127947.0
2007-10-01,138354.0
2008-01-01,149236.0
2008-04-01,160451.0
2008-07-01,160629.0
2008-10-01,154492.0
2009-01-01,146273.0
2009-04-01,146117.0
2009-07-01,143622.0
2009-10-01,139049.0
2010-01-01,132189.0
2010-04-01,124456.0
2010-07-01,128614.0
2010-10-01,126545.0
2011-01-01,131565.0
2011-04-01,133802.0
2011-07-01,131072.0
2011-10-01,127805.0
2012-01-01,130399.0
2012-04-01,127797.0
2012-07-01,127648.0
2012-10-01,128624.0
2013-01-01,126209.0
2013-04-01,125236.0
2013-07-01,126954.0
2013-10-01,129840.0
2014-01-01,132361.0
2014-04-01,133093.0
2014-07-01,128085.0
2014-10-01,127953.0
2015-01-01,124311.0
2015-04-01,135523.0
2015-07-01,144622.0
2015-10-01,150248.0
2016-01-01,156277.0
2016-04-01,159320.0
2016-07-01,159748.0
2016-10-01,159339.0
2017-01-01,154997.0
2017-04-01,157676.0
2017-07-01,159159.0
2017-10-01,161867.0
2018-01-01,164346.0
2018-04-01,160891.0
2018-07-01,156579.0
2018-10-01,153893.0
2019-01-01,151204.0
2019-04-01,144596.0
2019-07-01,139934.0
2019-10-01,135960.0
2020-01-01,131704.0
2020-04-01,128016.0
2020-07-01,128282.0
2020-10-01,129824.0
2021-01-01,126952.0
2021-04-01,128357.0
2021-07-01,126413.0
2021-10-01,124907.0
2022-01-01,124182.0
2022-04-01,119831.0
2022-07-01,120562.0
2022-10-01,122323.0
2023-01-01,124599.0
2023-04-01,125706.0
2023-07-01,124986.0
2023-10-01,130566.0
2024-01-01,130210.0
2024-04-01,135248.0
2024-07-01,140615.0
2024-10-01,139601.0
2025-01-01,149414.0
2025-04-01,164885.0
