Tarih,TP_DB_B41
2000-01-01,0.0
2000-04-01,0.0
2000-07-01,0.0
2000-10-01,0.0
2001-01-01,0.0
2001-04-01,0.0
2001-07-01,0.0
2001-10-01,0.0
2002-01-01,9740.0
2002-04-01,11070.0
2002-07-01,12116.0
2002-10-01,13296.0
2003-01-01,13077.0
2003-04-01,14703.0
2003-07-01,16426.0
2003-10-01,17973.0
2004-01-01,18320.0
2004-04-01,20499.0
2004-07-01,21250.0
2004-10-01,22763.0
2005-01-01,21360.0
2005-04-01,23365.0
2005-07-01,24525.0
2005-10-01,24696.0
2006-01-01,23356.0
2006-04-01,26904.0
2006-07-01,27008.0
2006-10-01,27626.0
2007-01-01,26880.0
2007-04-01,30798.0
2007-07-01,32545.0
2007-10-01,34991.0
2008-01-01,36475.0
2008-04-01,40366.0
2008-07-01,40403.0
2008-10-01,31975.0
2009-01-01,30287.0
2009-04-01,32668.0
2009-07-01,33632.0
2009-10-01,34488.0
2010-01-01,32737.0
2010-04-01,34648.0
2010-07-01,37572.0
2010-10-01,42311.0
2011-01-01,40182.0
2011-04-01,45084.0
2011-07-01,45077.0
2011-10-01,45260.0
2012-01-01,43340.0
2012-04-01,45352.0
2012-07-01,43004.0
2012-10-01,45721.0
2013-01-01,43900.0
2013-04-01,47012.0
2013-07-01,47832.0
2013-10-01,48209.0
2014-01-01,45723.0
2014-04-01,47792.0
2014-07-01,48139.0
2014-10-01,48216.0
2015-01-01,43735.0
2015-04-01,45715.0
2015-07-01,44173.0
2015-10-01,44917.0
2016-01-01,43353.0
2016-04-01,46886.0
2016-07-01,42853.0
2016-10-01,38639.0
2017-01-01,40981.0
2017-04-01,44643.0
2017-07-01,48179.0
2017-10-01,51597.0
2018-01-01,49394.0
2018-04-01,48994.0
2018-07-01,45185.0
2018-10-01,43562.0
2019-01-01,48142.0
2019-04-01,51206.0
2019-07-01,51027.0
2019-10-01,55152.0
2020-01-01,53049.0
2020-04-01,57935.0
2020-07-01,64009.0
2020-10-01,65750.0
2021-01-01,65452.0
2021-04-01,73263.0
2021-07-01,55481.0
2021-10-01,57478.0
2022-01-01,60323.0
2022-04-01,65026.0
2022-07-01,68636.0
2022-10-01,73882.0
2023-01-01,75971.0
2023-04-01,73454.0
2023-07-01,75951.0
2023-10-01,78477.0
2024-01-01,73678.0
2024-04-01,75157.0
2024-07-01,77867.0
2024-10-01,79898.0
2025-01-01,77284.0
2025-04-01,83647.0
