Tarih,TP_DB_B52
2000-01-01,16769.0
2000-04-01,17153.0
2000-07-01,17078.0
2000-10-01,20257.0
2001-01-01,20975.0
2001-04-01,24232.0
2001-07-01,29531.0
2001-10-01,30541.0
2002-01-01,32756.0
2002-04-01,35978.0
2002-07-01,39344.0
2002-10-01,40433.0
2003-01-01,40315.0
2003-04-01,41657.0
2003-07-01,41909.0
2003-10-01,43195.0
2004-01-01,41792.0
2004-04-01,41223.0
2004-07-01,41195.0
2004-10-01,41797.0
2005-01-01,39535.0
2005-04-01,36903.0
2005-07-01,34294.0
2005-10-01,32880.0
2006-01-01,31203.0
2006-04-01,29920.0
2006-07-01,30801.0
2006-10-01,30403.0
2007-01-01,28448.0
2007-04-01,28720.0
2007-07-01,29423.0
2007-10-01,30483.0
2008-01-01,31838.0
2008-04-01,35022.0
2008-07-01,35025.0
2008-10-01,35129.0
2009-01-01,33809.0
2009-04-01,35574.0
2009-07-01,39444.0
2009-10-01,40035.0
2010-01-01,39533.0
2010-04-01,39159.0
2010-07-01,42778.0
2010-10-01,42815.0
2011-01-01,44781.0
2011-04-01,46237.0
2011-07-01,44983.0
2011-10-01,44642.0
2012-01-01,45355.0
2012-04-01,44051.0
2012-07-01,46115.0
2012-10-01,47212.0
2013-01-01,46375.0
2013-04-01,46968.0
2013-07-01,49910.0
2013-10-01,51448.0
2014-01-01,51555.0
2014-04-01,51444.0
2014-07-01,50078.0
2014-10-01,50466.0
2015-01-01,47727.0
2015-04-01,48848.0
2015-07-01,50054.0
2015-10-01,50507.0
2016-01-01,51885.0
2016-04-01,52747.0
2016-07-01,54366.0
2016-10-01,52330.0
2017-01-01,54000.0
2017-04-01,56442.0
2017-07-01,57734.0
2017-10-01,59481.0
2018-01-01,61304.0
2018-04-01,59330.0
2018-07-01,58857.0
2018-10-01,58571.0
2019-01-01,57998.0
2019-04-01,59133.0
2019-07-01,56762.0
2019-10-01,58262.0
2020-01-01,57720.0
2020-04-01,57220.0
2020-07-01,57322.0
2020-10-01,57707.0
2021-01-01,56454.0
2021-04-01,54663.0
2021-07-01,60756.0
2021-10-01,59268.0
2022-01-01,58335.0
2022-04-01,56861.0
2022-07-01,54096.0
2022-10-01,57908.0
2023-01-01,58634.0
2023-04-01,55690.0
2023-07-01,55505.0
2023-10-01,57619.0
2024-01-01,56798.0
2024-04-01,56078.0
2024-07-01,57087.0
2024-10-01,54298.0
2025-01-01,54766.0
2025-04-01,57438.0
