Tarih,TP_DB_B54
2000-01-01,1296.0
2000-04-01,1445.0
2000-07-01,1358.0
2000-10-01,1426.0
2001-01-01,1439.0
2001-04-01,1267.0
2001-07-01,1409.0
2001-10-01,992.0
2002-01-01,988.0
2002-04-01,1082.0
2002-07-01,1089.0
2002-10-01,1121.0
2003-01-01,1123.0
2003-04-01,1197.0
2003-07-01,1230.0
2003-10-01,1332.0
2004-01-01,1377.0
2004-04-01,1378.0
2004-07-01,1365.0
2004-10-01,1428.0
2005-01-01,1357.0
2005-04-01,1299.0
2005-07-01,1246.0
2005-10-01,1181.0
2006-01-01,1184.0
2006-04-01,1205.0
2006-07-01,1182.0
2006-10-01,1274.0
2007-01-01,1262.0
2007-04-01,1282.0
2007-07-01,1321.0
2007-10-01,1359.0
2008-01-01,1474.0
2008-04-01,1540.0
2008-07-01,1555.0
2008-10-01,1798.0
2009-01-01,1812.0
2009-04-01,2048.0
2009-07-01,2233.0
2009-10-01,2258.0
2010-01-01,2198.0
2010-04-01,2156.0
2010-07-01,2261.0
2010-10-01,2262.0
2011-01-01,2298.0
2011-04-01,2382.0
2011-07-01,2351.0
2011-10-01,2477.0
2012-01-01,2447.0
2012-04-01,2377.0
2012-07-01,2399.0
2012-10-01,2353.0
2013-01-01,2237.0
2013-04-01,2226.0
2013-07-01,2272.0
2013-10-01,2259.0
2014-01-01,2245.0
2014-04-01,2324.0
2014-07-01,2192.0
2014-10-01,2206.0
2015-01-01,2045.0
2015-04-01,2018.0
2015-07-01,2008.0
2015-10-01,1960.0
2016-01-01,2008.0
2016-04-01,2255.0
2016-07-01,2251.0
2016-10-01,2060.0
2017-01-01,2180.0
2017-04-01,2196.0
2017-07-01,2429.0
2017-10-01,2796.0
2018-01-01,3311.0
2018-04-01,3199.0
2018-07-01,2965.0
2018-10-01,2930.0
2019-01-01,2876.0
2019-04-01,4324.0
2019-07-01,4239.0
2019-10-01,5016.0
2020-01-01,5020.0
2020-04-01,4690.0
2020-07-01,4532.0
2020-10-01,3845.0
2021-01-01,3520.0
2021-04-01,2414.0
2021-07-01,2341.0
2021-10-01,2327.0
2022-01-01,2214.0
2022-04-01,3305.0
2022-07-01,3202.0
2022-10-01,3720.0
2023-01-01,4696.0
2023-04-01,3429.0
2023-07-01,3332.0
2023-10-01,3503.0
2024-01-01,3534.0
2024-04-01,3426.0
2024-07-01,3601.0
2024-10-01,3459.0
2025-01-01,2698.0
2025-04-01,2793.0
